test_id,Ed_prc,Gtan/fe/fp
CU4,6.583058,0.8537951
CU4,6.603122,0.9461542
CU4,6.621589,0.8853518
CU4,6.641653,0.8169581
CU4,6.663069,0.8698095
CU4,6.683369,0.8239997
CU4,6.703313,0.7685607
CU4,6.724729,0.8510992
CU4,6.744933,0.8857826
CU4,6.763761,0.9146254
CU4,6.781491,0.8529127
CU4,6.800893,0.7580542
CU4,6.822245,0.7196294
CU4,6.842827,0.8016448
CU4,6.861606,0.6785155
CU4,6.883752,0.8302402
CU4,6.903648,0.7982398
CU4,6.923574,0.7859534
CU4,6.943446,0.7827911
CU4,6.963103,0.7990834
CU4,6.983346,0.8336992
CU4,7.003327,0.8445678
CU4,7.022148,0.8197718
CU4,7.042031,0.7486978
CU4,7.062561,0.9142671
CU4,7.080543,0.81398
CU4,7.099671,0.8270288
CU4,7.118321,0.744296
CU4,7.137536,0.7418015
CU4,7.157996,0.6825504
CU4,7.178927,0.6720664
CU4,7.200021,0.7208748
CU4,7.22,0.6422466
CU4,7.240231,0.6507158
CU4,7.261298,0.5866339
CU4,7.282681,0.5962262
CU4,7.30513,0.5516176
CU4,7.328048,0.4903576
CU4,7.351868,0.4826034
CU4,7.375237,0.5331342
CU4,7.399136,0.5221268
CU4,7.423164,0.4752836
CU4,7.448265,0.4375146
CU4,7.47422,0.4875508
CU4,7.499303,0.5131361
CU4,7.525065,0.4739485
CU4,7.55084,0.4869127
CU4,7.576377,0.4964507
CU4,7.602083,0.4813537
CU4,7.628168,0.4364377
CU4,7.654078,0.4437265
CU4,7.680006,0.4259166
CU4,7.706098,0.448099
CU4,7.731474,0.4139491
CU4,7.757769,0.3776005
CU4,7.784817,0.3999976
CU4,7.811704,0.3250997
CU4,7.839608,0.3370015
CU4,7.86678,0.363871
CU4,7.893507,0.3966518
CU4,7.920356,0.3529855
CU4,7.94804,0.3028279
CU4,7.975946,0.3795061
CU4,8.002264,0.3785154
CU4,8.029307,0.441403
CU4,8.053883,0.3904153
CU4,8.078139,0.3950079
CU4,8.101052,0.4832248
CU4,8.123386,0.4636028
CU4,8.145892,0.4499251
CU4,8.16839,0.5132609
CU4,8.188703,0.5204648
CU4,8.208713,0.4748066
CU4,8.230012,0.4979772
CU4,8.250819,0.5386959
CU4,8.27074,0.4876296
CU4,8.29164,0.4715279
CU4,8.313634,0.4799474
CU4,8.334805,0.4777267
CU4,8.356207,0.5314408
CU4,8.376607,0.483644
CU4,8.396721,0.4806577
CU4,8.418312,0.5194703
CU4,8.438558,0.5147078
CU4,8.458404,0.4363213
CU4,8.480318,0.448929
CU4,8.501147,0.5260185
CU4,8.520552,0.5165825
CU4,8.541772,0.5187865
CU4,8.561593,0.4804679
CU4,8.581935,0.44628
CU4,8.602023,0.4854113
CU4,8.621103,0.4627449
CU4,8.641492,0.4829373
CU4,8.66202,0.4682458
CU4,8.680796,0.3825891
CU4,8.701504,0.4776316
CU4,8.721399,0.4184211
CU4,8.741273,0.4929703
CU4,8.761523,0.44565
CU4,8.781011,0.4304985
CU4,8.802021,0.4714722
CU4,8.821885,0.4943542
CU4,8.841574,0.4324703
CU4,8.861422,0.396023
CU4,8.882754,0.4864563
CU4,8.901835,0.4167883
CU4,8.92227,0.4329322
CU4,8.942608,0.3775076
CU4,8.96297,0.3863673
CU4,8.98336,0.4276225
CU4,9.001937,0.3793432
CU4,9.022759,0.3878708
CU4,9.042103,0.4032814
CU4,9.06228,0.3780395
CU4,9.081097,0.4231182
CU4,9.100342,0.4249512
CU4,9.119472,0.4097376
CU4,9.138385,0.368248
CU4,9.157506,0.3357934
CU4,9.177391,0.3736554
CU4,9.198364,0.4180621
CU4,9.217383,0.3640864
CU4,9.237217,0.3813051
CU4,9.256388,0.3589485
CU4,9.276593,0.3341727
CU4,9.297052,0.3362357
CU4,9.317255,0.3376402
CU4,9.337462,0.3407247
CU4,9.357502,0.2877519
CU4,9.37779,0.2715814
CU4,9.398927,0.2867316
CU4,9.420942,0.2629372
CU4,9.443103,0.2190796
CU4,9.464522,0.229588
CU4,9.486161,0.2426863
CU4,9.509775,0.2103038
CU4,9.533754,0.185401
CU4,9.55728,0.1415834
CU4,9.581957,0.2082724
CU4,9.606583,0.2314454
CU4,9.631979,0.1913144
CU4,9.657358,0.1960686
CU4,9.682707,0.1564428
CU4,9.708995,0.1830272
CU4,9.73601,0.1751192
CU4,9.761941,0.1565182
CU4,9.787719,0.1430855
CU4,9.815439,0.1368143
CU4,9.842471,0.1482399
CU4,9.868778,0.1254038
CU4,9.895341,0.1322775
CU4,9.922422,0.08504286
CU4,9.950405,0.108719
CU4,9.977446,0.1184731
CU4,10.00433,0.1086623
CU4,10.03167,0.1354558
CU4,10.05964,0.1159585
CU4,10.08572,0.1237873
CU4,10.11232,0.123685
CU4,10.13874,0.1364548
CU4,10.16354,0.09313952
CU4,10.18847,0.1130653
CU4,10.21354,0.1309565
CU4,10.23876,0.1303575
CU4,10.26321,0.1796879
CU4,10.28584,0.1466006
CU4,10.30857,0.1442522
CU4,10.33062,0.1859096
CU4,10.35276,0.2163037
CU4,10.37495,0.1432511
CU4,10.39745,0.158519
CU4,10.41996,0.1421782
CU4,10.44129,0.1836672
CU4,10.46137,0.1637988
CU4,10.48152,0.1069127
CU4,10.5029,0.1418825
CU4,10.52363,0.1630327
CU4,10.54478,0.1238625
CU4,10.56601,0.1090741
CU4,10.58807,0.2225576
CU4,10.60853,0.1968093
CU4,10.62906,0.1816918
CU4,10.64977,0.1549304
CU4,10.67119,0.2377333
CU4,10.69267,0.2189315
CU4,10.71312,0.156171
CU4,10.73399,0.1564458
CU4,10.75479,0.2212368
CU4,10.77452,0.1970224
CU4,10.79429,0.1049074
CU4,10.81449,0.1237281
CU4,10.83316,0.1445683
CU4,10.85322,0.1961649
CU4,10.87112,0.09538333
CU4,10.89098,0.1169227
CU4,10.91113,0.1428251
CU4,10.93081,0.1348148
CU4,10.9505,0.1832052
CU4,10.96999,0.1248815
CU4,10.98989,0.1295072
CU4,11.01036,0.0688549
CU4,11.03242,0.138891
CU4,11.05263,0.1153943
CU4,11.07495,0.1379586
CU4,11.09403,0.1406135
CU4,11.11365,0.08366227
CU4,11.13393,0.141836
CU4,11.15302,0.1029171
CU4,11.17316,0.1311922
CU4,11.19301,0.1322873
CU4,11.21296,0.1843436
CU4,11.23186,0.2228767
CU4,11.24962,0.19887
CU4,11.26855,0.1390441
CU4,11.28919,0.08366992
CU4,11.30903,0.160536
CU4,11.32878,0.1321673
CU4,11.35004,0.1302924
CU4,11.37027,0.08585515
CU4,11.3918,0.09576898
CU4,11.41049,0.1144516
CU4,11.43112,0.05164436
CU4,11.45192,0.0614873
CU4,11.47302,0.1056058
CU4,11.49341,0.09870709
CU4,11.51369,0.06604352
CU4,11.53421,0.05618239
CU4,11.55585,0.07192172
CU4,11.57766,0.05067034
CU4,11.5989,-0.01363838
CU4,11.6236,0.004597349
CU4,11.64626,0.02145075
CU4,11.67198,0.002296781
CU4,11.69739,-0.02155296
CU4,11.72305,-0.08210575
CU4,11.74868,-0.06330371
CU4,11.77632,-0.05193031
CU4,11.80158,-0.104351
CU4,11.82794,-0.08544684
CU4,11.8547,-0.08079587
CU4,11.88092,-0.1027047
CU4,11.90848,-0.1049862
CU4,11.9354,-0.0944052
CU4,11.96149,-0.1468866
CU4,11.98876,-0.05635793
CU4,12.01702,-0.06395463
CU4,12.04266,-0.04276886
CU4,12.07017,-0.03127417
CU4,12.0966,-0.09215267
CU4,12.12258,-0.06304766
CU4,12.14828,-0.03218405
CU4,12.17236,-0.01781946
CU4,12.19562,-0.02787431
CU4,12.22031,-0.02189686
CU4,12.24357,-0.02444079
CU4,12.2656,-0.03535833
CU4,12.28816,-0.02677146
CU4,12.30984,-0.04268829
CU4,12.33207,-0.005928095
CU4,12.35356,-0.003245778
CU4,12.37469,0.01366633
CU4,12.39712,-0.04144043
CU4,12.41833,-0.1274402
CU4,12.43954,-0.08877581
CU4,12.46047,-0.06602073
CU4,12.48182,-0.06117647
CU4,12.50271,-0.08699341
CU4,12.52406,-0.1421991
CU4,12.54496,-0.1372198
CU4,12.56517,-0.1308516
CU4,12.58682,-0.1365679
CU4,12.60701,-0.08873168
CU4,12.62777,-0.09213714
CU4,12.64839,-0.06215157
CU4,12.6706,-0.0669027
CU4,12.69174,-0.03001977
CU4,12.71303,-0.06173481
CU4,12.7335,-0.06801224
CU4,12.75475,-0.02700106
CU4,12.77594,0.02035635
CU4,12.79694,0.02986814
CU4,12.81804,-0.0316392
CU4,12.83848,-0.05819529
CU4,12.85782,-0.04181605
CU4,12.8762,-0.02503228
CU4,12.89642,-0.09321477
CU4,12.91815,-0.07746691
CU4,12.93882,-0.1062298
CU4,12.95838,-0.03498665
CU4,12.97778,-0.08461386
CU4,12.9965,-0.07642554
CU4,13.01592,-0.08125831
CU4,13.03699,-0.0658586
CU4,13.0581,-0.05421415
CU4,13.07842,-0.07669426
CU4,13.09915,-0.005028976
CU4,13.11723,-0.06189108
CU4,13.13681,0.008375195
CU4,13.15703,-0.09088339
CU4,13.17794,-0.02695133
CU4,13.19929,-0.1157583
CU4,13.22071,-0.1885671
CU4,13.2421,-0.1263377
CU4,13.26441,-0.122452
CU4,13.28676,-0.0955393
CU4,13.3084,-0.1225123
CU4,13.33048,-0.184371
CU4,13.35486,-0.1489807
CU4,13.38153,-0.1214609
CU4,13.40724,-0.1650191
CU4,13.43434,-0.1320715
CU4,13.46137,-0.1601415
CU4,13.48866,-0.1512584
CU4,13.51677,-0.175921
CU4,13.54669,-0.2038868
CU4,13.57676,-0.1973912
CU4,13.60849,-0.1871883
CU4,13.63908,-0.2110536
CU4,13.6681,-0.1934589
CU4,13.70035,-0.2036618
CU4,13.7309,-0.252939
CU4,13.76239,-0.1839131
CU4,13.79335,-0.1677322
CU4,13.82269,-0.1355267
CU4,13.85189,-0.1445517
CU4,13.88081,-0.2083533
CU4,13.90904,-0.1504387
CU4,13.937,-0.1484584
CU4,13.96404,-0.1118283
CU4,13.98963,-0.1157269
CU4,14.01322,-0.137421
CU4,14.03751,-0.05625462
CU4,14.06139,-0.08761181
CU4,14.08453,-0.1038633
CU4,14.10767,-0.1408538
CU4,14.12952,-0.09459933
CU4,14.1517,-0.1208436
CU4,14.17744,-0.1136096
CU4,14.20373,-0.2241613
CU4,14.22916,-0.1946163
CU4,14.25607,-0.1412053
CU4,14.28089,-0.2004289
CU4,14.30424,-0.1902075
CU4,14.33469,-0.1652885
CU4,14.3628,-0.1373221
CU4,14.3922,-0.1664815
CU4,14.42104,-0.1850677
CU4,14.44576,-0.2100874
CU4,14.46866,-0.1025184
CU4,14.49359,-0.132787
CU4,14.51703,-0.1345425
CU4,14.54093,-0.1185237
CU4,14.57923,-0.1190586
CU4,14.60977,-0.1921553
CU4,14.64277,-0.2346894
CU4,14.67512,-0.1500923
CU4,14.7071,-0.08603449
CU4,14.73906,-0.1171585
CU4,14.77198,-0.1520247
CU4,14.80302,-0.1639696
CU4,14.83449,-0.1398662
CU4,14.86742,-0.1238712
CU4,14.88759,-0.083041
CU4,14.90898,-0.1047162
CU4,14.929,-0.08607355
CU4,14.94939,-0.1670623
CU4,14.97013,-0.2222271
CU4,14.9908,-0.1615566
CU4,15.01167,-0.2385317
CU4,15.03175,-0.2122185
CU4,15.05376,-0.2548698
CU4,15.07401,-0.2225879
CU4,15.09427,-0.2789156
CU4,15.11564,-0.3374957
CU4,15.13639,-0.2875625
CU4,15.15656,-0.2282928
CU4,15.17635,-0.2205829
CU4,15.19571,-0.2442746
CU4,15.2157,-0.1985958
CU4,15.23638,-0.1896221
CU4,15.25569,-0.1325583
CU4,15.2761,-0.1755903
CU4,15.29638,-0.2091665
CU4,15.3148,-0.1137393
CU4,15.33414,-0.1162023
CU4,15.35483,-0.1534445
CU4,15.37597,-0.1599522
CU4,15.39821,-0.185033
CU4,15.41958,-0.1991719
CU4,15.44199,-0.1601592
CU4,15.46543,-0.181096
CU4,15.48831,-0.2494744
CU4,15.51181,-0.2320739
CU4,15.53629,-0.2015538
CU4,15.56124,-0.2041424
CU4,15.5854,-0.2094199
CU4,15.60929,-0.2387529
CU4,15.63417,-0.2255907
CU4,15.6594,-0.2005836
CU4,15.68444,-0.2203377
CU4,15.71056,-0.2210164
CU4,15.73744,-0.2136745
CU4,15.7667,-0.2278037
CU4,15.79457,-0.2184343
CU4,15.82083,-0.2392515
CU4,15.84833,-0.2306878
CU4,15.87741,-0.2420478
CU4,15.90646,-0.2537552
CU4,15.9334,-0.252767
CU4,15.96123,-0.2063043
CU4,15.98959,-0.2405629
CU4,16.01751,-0.2350894
CU4,16.04253,-0.2253141
CU4,16.06859,-0.1989462
CU4,16.09686,-0.1556165
CU4,16.12456,-0.182541
CU4,16.15057,-0.1771717
CU4,16.17532,-0.1519197
CU4,16.20222,-0.1199689
CU4,16.2265,-0.183678
CU4,16.25003,-0.1968082
CU4,16.27321,-0.1806834
CU4,16.29696,-0.136833
CU4,16.32034,-0.1625924
CU4,16.34277,-0.1841133
CU4,16.36436,-0.156231
CU4,16.38696,-0.1895782
CU4,16.40847,-0.1589069
CU4,16.42966,-0.2016201
CU4,16.45133,-0.2059497
CU4,16.47262,-0.1686588
CU4,16.49363,-0.2060973
CU4,16.51383,-0.2229271
CU4,16.53478,-0.2176228
CU4,16.55568,-0.2647486
CU4,16.57694,-0.2740111
CU4,16.59689,-0.287718
CU4,16.61828,-0.2437125
CU4,16.6385,-0.1560553
CU4,16.65909,-0.1898566
CU4,16.679,-0.2820301
CU4,16.69895,-0.255605
CU4,16.72024,-0.2470401
CU4,16.74127,-0.2371025
CU4,16.76178,-0.1880219
CU4,16.78171,-0.1973538
CU4,16.80207,-0.1275073
CU4,16.82132,-0.1900813
CU4,16.84201,-0.2566491
CU4,16.86323,-0.2720983
CU4,16.8852,-0.230564
CU4,16.90656,-0.211699
CU4,16.92641,-0.1459815
CU4,16.94536,-0.1270428
CU4,16.96478,-0.2026278
CU4,16.98572,-0.2418702
CU4,17.00627,-0.1968066
CU4,17.02599,-0.1805782
CU4,17.04674,-0.1177826
CU4,17.06589,-0.09420329
CU4,17.08481,-0.1108068
CU4,17.10452,-0.09751004
CU4,17.12501,-0.0918087
CU4,17.14724,-0.1405644
CU4,17.16796,-0.1297373
CU4,17.18848,-0.1769424
CU4,17.20805,-0.1440162
CU4,17.22955,-0.1304219
CU4,17.24998,-0.1634889
CU4,17.27147,-0.1850569
CU4,17.29149,-0.1405712
CU4,17.31127,-0.1478532
CU4,17.33179,-0.2055409
CU4,17.35089,-0.2105956
CU4,17.37144,-0.2348421
CU4,17.39062,-0.08553906
CU4,17.41193,-0.1644281
CU4,17.4305,-0.1183405
CU4,17.449,-0.1171889
CU4,17.46842,-0.1086904
CU4,17.48821,-0.1589161
CU4,17.50801,-0.1039822
CU4,17.52656,-0.1142074
CU4,17.54608,-0.1298687
CU4,17.56497,-0.08986371
CU4,17.58374,-0.1653917
CU4,17.60318,-0.1362553
CU4,17.62298,-0.1615604
CU4,17.64299,-0.2538912
CU4,17.66184,-0.2599381
CU4,17.68396,-0.1907157
CU4,17.7037,-0.2068105
CU4,17.72485,-0.2027395
CU4,17.74633,-0.2246485
CU4,17.76842,-0.1714714
CU4,17.7914,-0.1274327
CU4,17.81329,-0.1282173
CU4,17.83706,-0.1663141
CU4,17.86103,-0.1431302
CU4,17.88592,-0.1473626
CU4,17.90895,-0.1782559
CU4,17.93403,-0.1898263
CU4,17.95981,-0.1726925
CU4,17.98589,-0.2011949
CU4,18.01152,-0.2535547
CU4,18.03767,-0.2220372
CU4,18.06488,-0.1862542
CU4,18.09362,-0.1992693
CU4,18.12208,-0.2411869
CU4,18.15028,-0.2110941
CU4,18.17845,-0.2027453
CU4,18.20891,-0.2150262
CU4,18.23846,-0.2404954
CU4,18.2684,-0.2242417
CU4,18.29888,-0.177427
CU4,18.33007,-0.2156455
CU4,18.36044,-0.2382868
CU4,18.3904,-0.2373902
CU4,18.41979,-0.2276583
CU4,18.45028,-0.1982644
CU4,18.4802,-0.1477508
CU4,18.50849,-0.1637424
CU4,18.53727,-0.2122175
CU4,18.5636,-0.176371
CU4,18.59087,-0.1823553
CU4,18.61649,-0.1846547
CU4,18.64185,-0.2012269
CU4,18.66611,-0.2194287
CU4,18.691,-0.1812935
CU4,18.71433,-0.2446637
CU4,18.73784,-0.2648647
CU4,18.76091,-0.268388
CU4,18.7832,-0.2365903
CU4,18.80676,-0.2134749
CU4,18.82902,-0.2105693
CU4,18.84984,-0.1748029
CU4,18.87181,-0.1973451
CU4,18.89342,-0.2406396
CU4,18.91469,-0.1901348
CU4,18.93593,-0.07288503
CU4,18.95687,-0.1087456
CU4,18.9785,-0.1056812
CU4,18.99956,-0.1460212
CU4,19.02016,-0.1054248
CU4,19.04119,-0.1096414
CU4,19.06354,-0.1424389
CU4,19.08398,-0.12429
CU4,19.10467,-0.1305142
CU4,19.12549,-0.1721325
CU4,19.14571,-0.2369898
CU4,19.16612,-0.2558256
CU4,19.18568,-0.2760454
CU4,19.20533,-0.1828655
CU4,19.22607,-0.247128
CU4,19.24621,-0.2195145
CU4,19.26663,-0.2325499
CU4,19.2876,-0.3384414
CU4,19.30869,-0.341492
CU4,19.3288,-0.2707367
CU4,19.3499,-0.233447
CU4,19.37101,-0.2051455
CU4,19.39221,-0.2248553
CU4,19.41255,-0.2300757
CU4,19.43169,-0.1643676
CU4,19.4527,-0.2267101
CU4,19.4735,-0.2289889
CU4,19.49325,-0.1930455
CU4,19.5126,-0.09762224
CU4,19.53359,-0.1131006
CU4,19.55443,-0.1857122
CU4,19.57524,-0.2453099
CU4,19.5957,-0.1893057
CU4,19.61745,-0.1654068
CU4,19.64005,-0.2062252
CU4,19.65923,-0.1462215
CU4,19.67777,-0.1799636
CU4,19.69867,-0.1552448
CU4,19.71941,-0.1804993
CU4,19.73964,-0.1649292
CU4,19.75916,-0.09407307
CU4,19.77914,-0.1331406
CU4,19.79907,-0.1694508
CU4,19.81887,-0.2135274
CU4,19.83741,-0.1836256
CU4,19.85768,-0.249815
CU4,19.87887,-0.3154432
CU4,19.89718,-0.181812
CU4,19.91647,-0.1843618
CU4,19.93571,-0.1589629
CU4,19.95561,-0.1879116
CU4,19.97508,-0.1296646
CU4,19.99335,-0.09665805
CU4,20.01115,-0.05988748
CU4,20.03211,-0.1172501
CU4,20.05322,-0.1257136
CU4,20.07496,-0.1099518
CU4,20.09757,-0.1825357
CU4,20.12109,-0.1219468
CU4,20.14372,-0.2092912
CU4,20.16635,-0.2235334
CU4,20.19019,-0.2211075
CU4,20.21659,-0.2128492
CU4,20.24201,-0.1881847
CU4,20.26719,-0.189923
CU4,20.29297,-0.18921
CU4,20.31808,-0.1827475
CU4,20.34478,-0.1807262
CU4,20.36749,-0.2029185
CU4,20.39399,-0.182229
CU4,20.42091,-0.206771
CU4,20.44592,-0.204033
CU4,20.47176,-0.1625076
CU4,20.49984,-0.1776401
CU4,20.52668,-0.1691313
CU4,20.55191,-0.1965169
CU4,20.57812,-0.1531485
CU4,20.60439,-0.1368652
CU4,20.63321,-0.1811749
CU4,20.65882,-0.2232747
CU4,20.68593,-0.2313728
CU4,20.71413,-0.2032938
CU4,20.74074,-0.2508712
CU4,20.7664,-0.3308558
CU4,20.79067,-0.3193846
CU4,20.81687,-0.302443
CU4,20.84181,-0.2952633
CU4,20.86531,-0.2560909
CU4,20.88936,-0.2450416
CU4,20.91385,-0.1875482
CU4,20.9373,-0.1921498
CU4,20.96048,-0.1370447
CU4,20.98274,-0.1377746
CU4,21.00364,-0.1540101
CU4,21.02596,-0.1982258
CU4,21.04874,-0.1843445
CU4,21.06903,-0.1241605
CU4,21.09025,-0.1546144
CU4,21.1117,-0.1626525
CU4,21.13206,-0.241632
CU4,21.1521,-0.1829714
CU4,21.1722,-0.2319179
CU4,21.19371,-0.2252211
CU4,21.21586,-0.1746874
CU4,21.23691,-0.1374275
CU4,21.25794,-0.1473923
CU4,21.27857,-0.1957055
CU4,21.29937,-0.172907
CU4,21.31915,-0.1896772
CU4,21.33965,-0.1067562
CU4,21.36026,-0.1096931
CU4,21.38054,-0.09900951
CU4,21.40069,-0.06415989
CU4,21.42067,-0.1179859
CU4,21.44087,-0.1323836
CU4,21.45978,-0.111005
CU4,21.4819,-0.04417646
CU4,21.50384,-0.08477791
CU4,21.5259,-0.0661668
CU4,21.54812,-0.08139278
CU4,21.56795,-0.05064871
CU4,21.58926,-0.05036094
CU4,21.60857,-0.09790382
CU4,21.62901,-0.08329296
CU4,21.64935,-0.05000195
CU4,21.67037,-0.01227079
CU4,21.68946,-0.1221302
CU4,21.71018,-0.1704909
CU4,21.73069,-0.1696871
CU4,21.75077,-0.14994
CU4,21.77233,-0.1582753
CU4,21.79211,-0.183945
CU4,21.81339,-0.2015733
CU4,21.83428,-0.2697709
CU4,21.8549,-0.3088727
CU4,21.87491,-0.2150355
CU4,21.89733,-0.2407711
CU4,21.9163,-0.246907
CU4,21.93478,-0.2692369
CU4,21.95405,-0.2495161
CU4,21.9747,-0.2005999
CU4,21.99521,-0.1677981
CU4,22.01615,-0.1791054
CU4,22.03717,-0.110921
CU4,22.05866,-0.08880875
CU4,22.08012,-0.1486926
CU4,22.10148,-0.1618651
CU4,22.12479,-0.1268825
CU4,22.14886,-0.08060288
CU4,22.17294,-0.113034
CU4,22.19688,-0.1430527
CU4,22.22138,-0.1686339
CU4,22.24654,-0.184049
CU4,22.27181,-0.160067
CU4,22.29819,-0.1560568
CU4,22.32518,-0.1431206
CU4,22.35129,-0.1081555
CU4,22.37862,-0.1385649
CU4,22.40731,-0.1487028
CU4,22.43553,-0.1246686
CU4,22.46316,-0.1159426
CU4,22.49012,-0.1387017
CU4,22.51784,-0.1653641
CU4,22.54473,-0.136981
CU4,22.57235,-0.101041
CU4,22.60036,-0.1657192
CU4,22.6271,-0.1847654
CU4,22.65369,-0.1982353
CU4,22.67756,-0.171072
CU4,22.70295,-0.1451017
CU4,22.72787,-0.2065483
CU4,22.75439,-0.1759038
CU4,22.77749,-0.1539316
CU4,22.80097,-0.1314626
CU4,22.82403,-0.1330422
CU4,22.84525,-0.08782264
CU4,22.8687,-0.1274734
CU4,22.88991,-0.0716541
CU4,22.91258,-0.1372539
CU4,22.93373,-0.160639
CU4,22.95543,-0.09846998
CU4,22.9767,-0.1891894
CU4,22.99955,-0.1749322
CU4,23.02204,-0.1695587
CU4,23.0436,-0.1521084
CU4,23.06537,-0.1381138
CU4,23.0866,-0.1825311
CU4,23.10823,-0.1438624
CU4,23.13007,-0.08138166
CU4,23.15091,-0.06948104
CU4,23.1713,-0.1351433
CU4,23.19268,-0.09202112
CU4,23.21319,-0.03779582
CU4,23.2337,-0.05698836
CU4,23.25381,-0.07912312
CU4,23.27408,-0.1519769
CU4,23.29433,-0.1084865
CU4,23.31543,-0.1401374
CU4,23.33518,-0.1575123
CU4,23.35685,-0.1239227
CU4,23.37686,-0.1367384
CU4,23.39663,-0.136938
CU4,23.41642,-0.1779856
CU4,23.43538,-0.1631353
CU4,23.4548,-0.1584717
CU4,23.47517,-0.1843038
CU4,23.49575,-0.1578439
CU4,23.51575,-0.2037983
CU4,23.53631,-0.1202573
CU4,23.55561,-0.1725317
CU4,23.57675,-0.1706631
CU4,23.59708,-0.1061211
CU4,23.61768,-0.08039083
CU4,23.63978,-0.07632544
CU4,23.66022,-0.1469982
CU4,23.6805,-0.155459
CU4,23.70073,-0.09301255
CU4,23.71946,-0.02451549
CU4,23.74006,-0.07368198
CU4,23.76026,-0.07147402
CU4,23.78089,-0.09655526
CU4,23.80089,-0.09327626
CU4,23.82142,-0.09625988
CU4,23.84206,-0.1145021
CU4,23.86423,-0.07242458
CU4,23.88505,-0.03611394
CU4,23.90681,-0.06142908
CU4,23.93105,-0.05172104
CU4,23.95398,-0.07370909
CU4,23.97746,-0.1419815
CU4,24.00169,-0.1051853
CU4,24.02704,-0.08383907
CU4,24.05205,-0.03944025
CU4,24.07783,-0.03468571
CU4,24.10372,-0.1415226
CU4,24.1317,-0.1434477
CU4,24.15795,-0.1303834
CU4,24.18361,-0.1201401
CU4,24.21035,-0.1397903
CU4,24.23706,-0.1555532
CU4,24.26372,-0.1433968
CU4,24.29,-0.1617807
CU4,24.3169,-0.1973782
CU4,24.34271,-0.2591641
CU4,24.36931,-0.2597435
CU4,24.39404,-0.2501488
CU4,24.41947,-0.2114161
CU4,24.44666,-0.2055904
CU4,24.47284,-0.2103774
CU4,24.49883,-0.22507
CU4,24.52384,-0.2094137
CU4,24.54818,-0.1970574
CU4,24.57324,-0.1597259
CU4,24.59773,-0.1582853
CU4,24.6212,-0.09569195
CU4,24.64523,-0.06836829
CU4,24.66811,-0.05458063
CU4,24.69187,-0.06644759
CU4,24.71302,-0.1438605
CU4,24.73644,-0.04145892
CU4,24.75749,0.0003409225
CU4,24.77793,-0.06139047
CU4,24.79937,-0.1182735
CU4,24.81962,-0.1458902
CU4,24.84086,-0.0360659
CU4,24.86082,-0.01368194
CU4,24.88186,-0.08779353
CU4,24.89969,-0.1798509
CU4,24.92226,-0.1733956
CU4,24.94223,-0.1622749
CU4,24.96263,-0.1782656
CU4,24.98551,-0.151798
CU4,25.00434,-0.1570841
CU4,25.02457,-0.1504172
CU4,25.04524,-0.2217331
CU4,25.06611,-0.2494248
CU4,25.08716,-0.2038819
CU4,25.10864,-0.1712727
CU4,25.12691,-0.1672279
CU4,25.14623,-0.1431264
CU4,25.16695,-0.1313333
CU4,25.18671,-0.1339952
CU4,25.20694,-0.176495
CU4,25.22951,-0.1568233
CU4,25.25052,-0.09107187
CU4,25.27086,-0.05103649
CU4,25.29235,-0.08315046
CU4,25.31309,-0.1642519
CU4,25.33296,-0.07791583
CU4,25.35308,-0.04460967
CU4,25.37258,-0.08645403
CU4,25.39245,-0.1125445
CU4,25.41326,-0.1081925
CU4,25.43163,-0.06753888
CU4,25.4502,-0.06865365
CU4,25.47099,-0.1006354
CU4,25.48957,-0.1239125
CU4,25.50805,-0.05309544
CU4,25.52902,-0.02072858
CU4,25.54898,-0.04182888
CU4,25.56948,-0.01497909
CU4,25.58812,-0.02484722
CU4,25.60789,-0.02161387
CU4,25.62755,-0.03336861
CU4,25.64677,-0.01408628
CU4,25.66621,0.01451527
CU4,25.68633,-0.007324595
CU4,25.7077,-0.008630244
CU4,25.72752,0.004098029
CU4,25.74826,-0.02058824
CU4,25.76816,-0.111298
CU4,25.78798,-0.1295774
CU4,25.80939,-0.09139775
CU4,25.83184,-0.03013486
CU4,25.85415,-0.1272806
CU4,25.87667,-0.1613058
CU4,25.90039,-0.1776393
CU4,25.92295,-0.1819125
CU4,25.94706,-0.1584801
CU4,25.96976,-0.185067
CU4,25.99537,-0.149738
CU4,26.02336,-0.1519979
CU4,26.049,-0.1457002
CU4,26.07637,-0.1745251
CU4,26.10499,-0.1754821
CU4,26.13311,-0.1555969
CU4,26.16164,-0.1597597
CU4,26.1906,-0.1247398
CU4,26.22058,-0.1445378
CU4,26.25184,-0.1415092
CU4,26.28291,-0.1529527
CU4,26.31268,-0.1933324
CU4,26.34389,-0.1612938
CU4,26.3727,-0.1403361
CU4,26.40321,-0.1199081
CU4,26.43393,-0.1855816
CU4,26.46435,-0.1578136
CU4,26.49477,-0.1509226
CU4,26.52342,-0.155881
CU4,26.55253,-0.1622985
CU4,26.57862,-0.1477132
CU4,26.60534,-0.04713965
CU4,26.63168,-0.06923213
CU4,26.65828,-0.06464951
CU4,26.68229,-0.1048165
CU4,26.70597,-0.05913891
CU4,26.72827,-0.02833923
CU4,26.75039,-0.0613172
CU4,26.77288,-0.0610186
CU4,26.79373,-0.1395997
CU4,26.81718,-0.1469626
CU4,26.83878,-0.1826138
CU4,26.8594,-0.1434876
