test_id,p_kPa,void_ratio
CD3,192.8552,0.6269256
CD3,192.7423,0.6269303
CD3,192.7307,0.6269578
CD3,192.6239,0.6269632
CD3,192.6851,0.626964
CD3,192.6913,0.6270205
CD3,192.6514,0.6270125
CD3,192.5951,0.6270352
CD3,192.5462,0.6270447
CD3,192.5943,0.6270786
CD3,192.4885,0.6270934
CD3,192.5648,0.6270951
CD3,192.5142,0.6271182
CD3,192.5362,0.6271354
CD3,192.5111,0.6271677
CD3,192.5017,0.6271902
CD3,192.3931,0.6272031
CD3,192.4351,0.6272206
CD3,192.4711,0.6272361
CD3,192.3886,0.6272445
CD3,192.3778,0.6272682
CD3,192.4195,0.6272623
CD3,192.4164,0.6273037
CD3,192.4956,0.6273283
CD3,192.3448,0.6273211
CD3,192.4378,0.6273399
CD3,192.4102,0.6273624
CD3,192.4346,0.6273893
CD3,192.4233,0.627404
CD3,192.4291,0.6274229
CD3,192.3002,0.6274531
CD3,192.1889,0.6274613
CD3,192.1607,0.6274764
CD3,192.1633,0.6274699
CD3,192.1087,0.6274994
CD3,192.1573,0.6274955
CD3,192.1422,0.6275107
CD3,192.1983,0.6275253
CD3,192.1794,0.6275593
CD3,192.2287,0.6275689
CD3,192.1087,0.6276003
CD3,192.1932,0.6275995
CD3,192.1156,0.6276357
CD3,192.2191,0.6276347
CD3,192.1588,0.6276714
CD3,192.1156,0.6276723
CD3,192.0857,0.6277224
CD3,192.0565,0.6277196
CD3,192.0294,0.6277524
CD3,192.0233,0.6277383
CD3,192.0003,0.6277569
CD3,191.9911,0.627791
CD3,192.0077,0.6278094
CD3,192.0772,0.6278334
CD3,192.1006,0.6278404
CD3,192.0713,0.6278609
CD3,192.0018,0.6278701
CD3,192.0342,0.6278868
CD3,191.8938,0.627901
CD3,191.9555,0.627901
CD3,191.9473,0.6279309
CD3,192.0137,0.6279636
CD3,191.9974,0.6279803
CD3,191.8574,0.628011
CD3,191.8017,0.6280172
CD3,191.822,0.6280029
CD3,191.737,0.628054
CD3,191.7674,0.6280586
CD3,191.7479,0.6280765
CD3,191.7589,0.6281023
CD3,191.772,0.628115
CD3,191.8122,0.6281145
CD3,191.7721,0.628137
CD3,191.7907,0.6281642
CD3,191.7748,0.6281829
CD3,191.7969,0.6282007
CD3,191.728,0.6282169
CD3,191.7867,0.6282413
CD3,191.7371,0.6282512
CD3,191.6989,0.6282837
CD3,191.6828,0.6282862
CD3,191.6945,0.6283148
CD3,191.6154,0.6283398
CD3,191.7996,0.6283315
CD3,191.6769,0.6283495
CD3,191.7793,0.6283735
CD3,191.7459,0.6283829
CD3,191.7465,0.6283919
CD3,191.7341,0.6284235
CD3,191.6963,0.6284335
CD3,191.6323,0.6284551
CD3,191.6965,0.628461
CD3,191.6539,0.6284874
CD3,191.6309,0.6285188
CD3,191.6668,0.628544
CD3,191.6286,0.6285645
CD3,191.5459,0.6285476
CD3,191.6466,0.6285784
CD3,191.5021,0.6286052
CD3,191.5276,0.628593
CD3,191.3918,0.6286217
CD3,191.4701,0.6286528
CD3,191.4951,0.6286658
CD3,191.4912,0.6286775
CD3,191.4631,0.6286945
CD3,191.4842,0.628717
CD3,191.4551,0.6287189
CD3,191.4117,0.6287414
CD3,191.4033,0.6287569
CD3,191.3469,0.6287838
CD3,191.3272,0.6287899
CD3,191.3333,0.6287883
CD3,191.3512,0.6288095
CD3,191.3977,0.6288416
CD3,191.2537,0.6288403
CD3,191.3079,0.6288747
CD3,191.1547,0.6288698
CD3,191.27,0.6289025
CD3,191.3109,0.6288919
CD3,191.2869,0.6289039
CD3,191.212,0.628935
CD3,191.2776,0.6289504
CD3,191.2044,0.6289462
CD3,191.3679,0.628977
CD3,191.3069,0.6289828
CD3,191.2852,0.6290227
CD3,191.2799,0.6290439
CD3,191.3437,0.6290552
CD3,191.2283,0.629058
CD3,191.2019,0.6290914
CD3,191.1172,0.6290886
CD3,191.1605,0.629123
CD3,191.0213,0.6291119
CD3,191.1192,0.6291081
CD3,191.1119,0.62914
CD3,191.0893,0.6291769
CD3,191.1094,0.6291736
CD3,191.0649,0.6292038
CD3,191.0718,0.6292247
CD3,191.1132,0.6292433
CD3,191.0248,0.6292786
CD3,191.072,0.6292711
CD3,191.0481,0.6292897
CD3,190.9969,0.62927
CD3,190.9749,0.6293241
CD3,190.9698,0.6293416
CD3,190.9385,0.6293429
CD3,190.913,0.6293612
CD3,190.7849,0.6293801
CD3,190.8287,0.6293685
CD3,190.7817,0.6294017
CD3,190.6947,0.6293973
CD3,190.7613,0.6294178
CD3,190.6406,0.6294497
CD3,190.6647,0.6294529
CD3,190.694,0.6294457
CD3,190.6131,0.6294883
CD3,190.5971,0.6294909
CD3,190.5887,0.6295024
CD3,190.5275,0.6295173
CD3,190.6137,0.6295351
CD3,190.5539,0.6295329
CD3,190.5979,0.6295537
CD3,190.5027,0.6295884
CD3,190.5557,0.6295957
CD3,190.4417,0.629601
CD3,190.4487,0.6296164
CD3,190.5224,0.629625
CD3,190.5424,0.6296606
CD3,190.4908,0.6296686
CD3,190.5471,0.6296957
CD3,190.472,0.6296901
CD3,190.4699,0.6297191
CD3,190.3542,0.6297162
CD3,190.3788,0.6296984
CD3,190.3591,0.6297408
CD3,190.3775,0.6297442
CD3,190.359,0.6297894
CD3,190.3978,0.6297786
CD3,190.2897,0.6297786
CD3,190.3239,0.6298082
CD3,190.2062,0.6298218
CD3,190.1723,0.6298255
CD3,190.2023,0.6298288
CD3,190.3007,0.6298383
CD3,190.2843,0.6298738
CD3,190.2967,0.6298976
CD3,190.2822,0.6299118
CD3,190.2247,0.6299186
CD3,190.1767,0.6299034
CD3,190.2009,0.6299554
CD3,190.1094,0.6299567
CD3,190.2406,0.6299563
CD3,190.1545,0.6299948
CD3,190.1247,0.6299923
CD3,190.0727,0.6300214
CD3,190.1066,0.6300315
CD3,189.9877,0.630031
CD3,190.0254,0.6300521
CD3,189.9984,0.6300655
CD3,190.0479,0.6300986
CD3,190.1038,0.6301056
CD3,190.1025,0.6301318
CD3,189.9471,0.6301493
CD3,190.0563,0.630152
CD3,190.0108,0.6301831
CD3,190.0337,0.6301864
CD3,189.869,0.6301991
CD3,189.8854,0.6302098
CD3,189.7841,0.6302315
CD3,189.8755,0.6302425
CD3,189.8947,0.6302038
CD3,189.7489,0.6302772
CD3,189.8588,0.6302711
CD3,189.8982,0.6302721
CD3,189.8226,0.630298
CD3,189.7353,0.6303068
CD3,189.8847,0.630329
CD3,189.826,0.6303431
CD3,189.7817,0.6303538
CD3,189.8019,0.6303546
CD3,189.78,0.630385
CD3,189.7828,0.6304014
CD3,189.6273,0.6304307
CD3,189.7267,0.6304294
CD3,189.7143,0.6304135
CD3,189.7248,0.6304333
CD3,189.7394,0.6304564
CD3,189.6894,0.6304748
CD3,189.6301,0.6304822
CD3,189.6359,0.6304773
CD3,189.6286,0.6305237
CD3,189.6293,0.6305179
CD3,189.5294,0.6305296
CD3,189.5367,0.6305266
CD3,189.4535,0.630556
CD3,189.4878,0.6305528
CD3,189.4136,0.6305843
CD3,189.4088,0.6305732
CD3,189.4202,0.6306181
CD3,189.4069,0.630594
CD3,189.4572,0.6306222
CD3,189.3584,0.6306524
CD3,189.4468,0.6306377
CD3,189.4144,0.630665
CD3,189.4417,0.630692
CD3,189.4732,0.6306843
CD3,189.4298,0.6306774
CD3,189.4065,0.6307124
CD3,189.4198,0.6307178
CD3,189.3837,0.6307548
CD3,189.4262,0.6307689
CD3,189.329,0.6307493
CD3,189.3962,0.6307732
CD3,189.2722,0.6307567
CD3,189.2719,0.6307881
CD3,189.1614,0.6308009
CD3,189.2175,0.6308207
CD3,189.2505,0.63083
CD3,189.2317,0.6308417
CD3,189.2478,0.6308714
CD3,189.2314,0.6308881
CD3,189.2305,0.6308844
CD3,189.2518,0.6308934
CD3,189.1503,0.6309245
CD3,189.1349,0.6309243
CD3,189.1341,0.6309437
CD3,189.0861,0.6309354
CD3,189.0817,0.6309567
CD3,189.0237,0.6309817
CD3,188.9226,0.6309739
CD3,188.9458,0.6310062
CD3,188.9918,0.6310157
CD3,189.0412,0.6310279
CD3,188.9268,0.6310322
CD3,189.1107,0.6310305
CD3,188.9607,0.6310787
CD3,189.0201,0.6310346
CD3,188.9778,0.6310501
CD3,188.8934,0.6310822
CD3,188.8788,0.6311072
CD3,188.7953,0.6310978
CD3,188.8036,0.6311274
CD3,188.8497,0.6311564
CD3,188.7727,0.6311531
CD3,188.8035,0.6311668
CD3,188.8546,0.6311691
CD3,188.8632,0.6311887
CD3,188.8758,0.631166
CD3,188.7985,0.6312012
CD3,188.7517,0.6312331
CD3,188.795,0.631223
CD3,188.6867,0.6312391
CD3,188.6966,0.6312433
CD3,188.6632,0.6312593
CD3,188.6192,0.6312767
CD3,188.7085,0.6313016
CD3,188.7305,0.6312845
CD3,188.6472,0.631322
CD3,188.6139,0.6313147
CD3,188.7022,0.6313474
CD3,188.6106,0.6313496
CD4,50.00544,0.493
CD4,49.96196,0.4929965
CD4,49.91127,0.4930182
CD4,51.7571,0.492919
CD4,54.55218,0.4928216
CD4,56.83294,0.4927078
CD4,58.86378,0.4926025
CD4,60.60255,0.4925205
CD4,62.39892,0.4924144
CD4,63.95887,0.4923326
CD4,65.60278,0.4922291
CD4,67.04473,0.4921644
CD4,68.55174,0.4920839
CD4,69.86181,0.4920262
CD4,71.27678,0.4919802
CD4,72.60843,0.4919061
CD4,73.80624,0.4918823
CD4,74.97959,0.4918205
CD4,76.08472,0.491781
CD4,77.25119,0.4917378
CD4,78.31612,0.491725
CD4,79.35526,0.4916704
CD4,80.28697,0.4916633
CD4,81.28613,0.4916121
CD4,82.11272,0.4915872
CD4,83.09304,0.4915954
CD4,83.89492,0.4915825
CD4,84.7637,0.4915485
CD4,85.47589,0.4915441
CD4,86.30361,0.4915525
CD4,87.01669,0.4915542
CD4,87.78437,0.4915689
CD4,88.40709,0.4915874
CD4,89.0682,0.4915967
CD4,89.81006,0.4916304
CD4,90.38888,0.491651
CD4,91.03063,0.4916944
CD4,91.56281,0.4917313
CD4,92.22314,0.4917768
CD4,92.71459,0.4918309
CD4,93.31581,0.4918712
CD4,93.79919,0.491919
CD4,94.34604,0.4919687
CD4,94.79449,0.4920335
CD4,95.3447,0.4920623
CD4,95.84123,0.492101
CD4,96.2662,0.49212
CD4,96.74398,0.4921515
CD4,97.12406,0.4922209
CD4,97.62239,0.4922694
CD4,97.99305,0.49235
CD4,98.47553,0.4924036
CD4,98.83687,0.492439
CD4,99.29908,0.4925115
CD4,99.64619,0.4925695
CD4,100.0428,0.492623
CD4,100.4346,0.4926794
CD4,100.8173,0.4927292
CD4,101.105,0.4928104
CD4,101.4676,0.4928638
CD4,101.7736,0.4929279
CD4,102.1955,0.492985
CD4,102.5485,0.4930435
CD4,102.9016,0.4931514
CD4,103.1878,0.4932024
CD4,103.4771,0.4932714
CD4,103.8061,0.4933483
CD4,104.061,0.4934616
CD4,104.4052,0.4935529
CD4,104.6595,0.4936116
CD4,105.0507,0.4936687
CD4,105.2865,0.4937535
CD4,105.6328,0.4938687
CD4,105.8652,0.4939626
CD4,106.1647,0.4941182
CD4,106.4177,0.4941556
CD4,106.7383,0.4942412
CD4,106.9699,0.4943108
CD4,107.2249,0.4944166
CD4,107.542,0.4944947
CD4,107.6968,0.494573
CD4,107.9588,0.4946661
CD4,108.2174,0.4947521
CD4,108.5132,0.4948558
CD4,108.7096,0.4949587
CD4,108.9756,0.495036
CD4,109.1204,0.4951616
CD4,109.3772,0.4952672
CD4,109.606,0.4953583
CD4,109.7946,0.4954339
CD4,110.0339,0.4955417
CD4,110.2267,0.4956362
CD4,110.5046,0.4957327
CD4,110.6614,0.4958485
CD4,110.8988,0.4959562
CD4,111.1642,0.4960781
CD4,111.3509,0.4961779
CD4,111.4407,0.4962529
CD4,111.7076,0.4963857
CD4,111.9362,0.4964814
CD4,112.1092,0.496548
CD4,112.2279,0.4966739
CD4,112.5043,0.4968089
CD4,112.675,0.4969484
CD4,112.9044,0.4970321
CD4,112.9875,0.4971442
CD4,113.1878,0.497212
CD4,113.3133,0.4973385
CD4,113.5541,0.4974804
CD4,113.7298,0.497587
CD4,113.9326,0.4977134
CD4,114.0596,0.4978002
CD4,114.2081,0.4979283
CD4,114.3409,0.4980183
CD4,114.488,0.4981297
CD4,114.7049,0.4982529
CD4,114.845,0.4983928
CD4,115.0469,0.4984995
CD4,115.1939,0.4986278
CD4,115.3699,0.4987655
CD4,115.453,0.4988422
CD4,115.6587,0.4989696
CD4,115.8419,0.4991022
CD4,115.9408,0.4992328
CD4,116.0379,0.4993613
CD4,116.2632,0.4994752
CD4,116.3304,0.4995872
CD4,116.5196,0.499696
CD4,116.618,0.4998089
CD4,116.7695,0.4999865
CD4,116.8986,0.500097
CD4,117.0696,0.500229
CD4,117.1692,0.5003642
CD4,117.328,0.500451
CD4,117.3876,0.5005973
CD4,117.5197,0.5007049
CD4,117.7042,0.5008371
CD4,117.8116,0.5009896
CD4,117.959,0.5011011
CD4,118.0198,0.5012194
CD4,118.1641,0.5013723
CD4,118.1927,0.5014841
CD4,118.4182,0.5016197
CD4,118.4415,0.5017628
CD4,118.629,0.5018804
CD4,118.6701,0.5020078
CD4,118.8371,0.5021406
CD4,118.9006,0.5022772
CD4,119.061,0.5024201
CD4,119.1427,0.5025315
CD4,119.287,0.5026684
CD4,119.3504,0.5027906
CD4,119.4812,0.5029309
CD4,119.5628,0.503077
CD4,119.6934,0.5031989
CD4,119.755,0.5033276
CD4,119.8419,0.5034585
CD4,119.9528,0.5036197
CD4,120.074,0.5037569
CD4,120.1884,0.5038531
CD4,120.2794,0.5039986
CD4,120.4225,0.5041357
CD4,120.4414,0.5042838
CD4,120.6119,0.5044458
CD4,120.6027,0.5045651
CD4,120.7991,0.504704
CD4,120.792,0.5048229
CD4,120.9543,0.5049961
CD4,121.0009,0.5051225
CD4,121.1324,0.5052505
CD4,121.1363,0.5053948
CD4,121.2764,0.5055442
CD4,121.3032,0.5056801
CD4,121.4471,0.5058152
CD4,121.449,0.5059571
CD4,121.5312,0.5061139
CD4,121.5915,0.5062532
CD4,121.7069,0.5063829
CD4,121.794,0.5065259
CD4,121.8045,0.5066668
CD4,121.9346,0.5068168
CD4,121.9683,0.5069603
CD4,122.0592,0.5070825
CD4,122.0861,0.5072094
CD4,122.2481,0.5073636
CD4,122.2159,0.5075271
CD4,122.3791,0.5076656
CD4,122.3978,0.507809
CD4,122.5224,0.5079486
CD4,122.556,0.5080714
CD4,122.6292,0.5082159
CD4,122.6855,0.5083589
CD4,122.7699,0.5085163
CD4,122.8653,0.5086412
CD4,122.9057,0.5088048
CD4,122.9597,0.5089496
CD4,122.9964,0.5090847
CD4,123.0956,0.5092335
CD4,123.0969,0.5093596
CD4,123.23,0.5095191
CD4,123.2094,0.5096669
CD4,123.3484,0.509808
CD4,123.3288,0.5099634
CD4,123.3709,0.5100926
CD4,123.4801,0.5102171
CD4,123.5571,0.510388
CD4,123.6057,0.5105485
CD4,123.6645,0.5106806
CD4,123.7135,0.5108289
CD4,123.7875,0.5109605
CD4,123.8675,0.5111145
CD4,123.9018,0.511257
CD4,123.9934,0.5113962
CD4,124.0105,0.5115488
CD4,124.1321,0.5117073
CD4,124.1388,0.5118611
CD4,124.2295,0.5120089
CD4,124.1917,0.5121361
CD4,124.3277,0.5122747
CD4,124.3026,0.5124191
CD4,124.4178,0.5125739
CD4,124.3978,0.5127396
CD4,124.5083,0.5128764
CD4,124.5146,0.5130382
CD4,124.5695,0.5131545
CD4,124.6335,0.5132843
CD4,124.6299,0.5134725
CD4,124.6918,0.5136404
CD4,124.7772,0.5137726
CD4,124.7743,0.513913
CD4,124.8452,0.5140409
CD4,124.8555,0.5141745
CD4,124.8843,0.5143383
CD4,124.9455,0.5145071
CD4,125.0199,0.5146261
CD4,125.0512,0.5148138
CD4,125.1952,0.5148834
CD4,125.1261,0.5150735
CD4,125.1275,0.5152314
CD4,125.2934,0.5153844
CD4,125.2164,0.5155569
CD4,125.3617,0.5156991
CD4,125.3441,0.5158229
CD4,125.4422,0.5159524
CD4,125.3614,0.5161323
CD4,125.434,0.5162832
CD4,125.4485,0.5164269
CD4,125.5491,0.5165802
CD4,125.511,0.5167321
CD4,125.5835,0.5168767
CD4,125.5937,0.5170277
CD4,125.708,0.5171827
CD4,125.6946,0.5173349
CD4,125.7527,0.5174356
CD4,125.7282,0.5176031
CD4,125.8011,0.5177478
CD4,125.8082,0.5179007
CD4,125.841,0.5181039
CD4,125.8972,0.5182154
CD4,125.9252,0.5183334
CD4,125.9533,0.5184891
CD4,125.9668,0.5186599
CD4,126.0546,0.5188094
CD4,126.0268,0.5189304
CD4,126.1057,0.5191032
CD4,126.1083,0.519248
CD4,126.1161,0.5193714
CD4,126.1561,0.5195552
CD4,126.2504,0.5197141
CD4,126.1718,0.5198895
CD4,126.2897,0.519989
CD4,126.2333,0.52015
CD4,126.2764,0.5202996
CD4,126.308,0.520427
CD4,126.427,0.5205853
CD4,126.3915,0.5207375
CD4,126.4252,0.5208773
CD4,126.45,0.5210275
CD4,126.435,0.5211777
CD4,126.5184,0.5213335
CD4,126.5133,0.5214692
CD4,126.5362,0.5216414
CD4,126.532,0.5217558
CD4,126.6373,0.5219091
CD4,126.5726,0.5220777
CD4,126.6726,0.5222316
CD4,126.6108,0.522353
CD4,126.6733,0.5224915
CD4,126.7076,0.5226404
CD4,126.7816,0.5228091
CD4,126.6907,0.5229621
CD4,126.7696,0.5231021
CD4,126.7296,0.5232503
CD4,126.8465,0.5233702
CD4,126.7941,0.523527
CD4,126.8494,0.523651
CD4,126.8443,0.5238257
CD4,126.8654,0.5239822
CD4,126.9047,0.5241428
CD4,126.8776,0.5242811
CD4,126.929,0.5244152
CD4,126.8779,0.5245658
CD4,127.0187,0.5247005
CD4,126.963,0.5248472
CD4,127.0768,0.5249957
CD4,126.9905,0.5251554
CD4,127.0252,0.5252705
CD4,127.0004,0.5254317
CD4,126.989,0.5255651
CD4,127.0281,0.5257272
CD4,127.0353,0.5258788
CD4,127.0171,0.5260071
CD4,127.0603,0.5261725
CD4,127.0389,0.5263031
CD4,126.9927,0.526455
CD4,127.035,0.5265982
CD4,127.0853,0.526758
CD4,127.0145,0.5268959
CD4,127.0117,0.5270411
CD4,127.0405,0.5272044
CD4,127.0531,0.5273405
CD4,127.1148,0.5275032
CD4,127.0626,0.5276104
CD4,127.1108,0.5277469
CD4,127.0793,0.5279002
CD4,127.0703,0.5280604
CD4,127.0831,0.5282109
CD4,127.1358,0.5283697
CD4,127.1473,0.5285007
CD4,127.1737,0.5286591
CD4,127.0879,0.5287807
CD4,127.097,0.5289533
CD4,127.1435,0.529103
CD4,127.0784,0.5292488
CD4,127.0725,0.5294128
CD4,127.1303,0.5295274
CD4,127.132,0.5296516
CD4,127.0743,0.5298103
CD4,127.0827,0.5299597
CD4,127.0817,0.530125
CD4,127.0623,0.5302821
CD4,127.1093,0.5303968
CD4,127.0219,0.5305183
CD4,127.0902,0.5306893
CD4,127.0754,0.5307966
CD4,127.1015,0.530965
CD4,127.0769,0.5311133
CD4,127.0684,0.5312484
CD4,127.0422,0.5313774
CD4,127.0462,0.5315202
CD4,127.0196,0.5316905
CD4,127.0296,0.5318252
CD4,127.0064,0.531932
CD4,127.0392,0.5321057
CD4,126.9528,0.5322355
CD4,127.0022,0.5323615
CD4,127.0225,0.5325155
CD4,126.9621,0.5326681
CD4,127.0349,0.5328008
CD4,127.0621,0.5329735
CD4,126.9705,0.5331389
CD4,127.0582,0.5332764
CD4,127.0069,0.5334122
CD4,126.9345,0.5335716
CD4,126.9687,0.5337257
CD4,126.8906,0.5338468
CD4,126.9427,0.533973
CD4,126.8712,0.5341325
CD4,126.9359,0.5342688
CD4,126.8422,0.5344004
CD4,126.8993,0.5345605
CD4,126.8765,0.5346956
CD4,126.8309,0.5348133
CD4,126.772,0.5349441
CD4,126.7297,0.5351136
CD4,126.7833,0.5352537
CD4,126.7324,0.5353863
CD4,126.7288,0.5355203
CD4,126.7385,0.5356577
CD4,126.7628,0.5357804
CD4,126.7092,0.5359231
CD4,126.7615,0.5360614
CD4,126.7435,0.5362379
CD4,126.6932,0.536374
CD4,126.6633,0.5365168
CD4,126.7015,0.5366476
CD4,126.6489,0.5367582
CD4,126.611,0.5369019
CD4,126.5921,0.5370382
CD4,126.5854,0.5372011
CD4,126.678,0.5373321
CD4,126.6899,0.5374537
CD4,126.6176,0.5375669
CD4,126.5703,0.5377272
CD4,126.6316,0.5378575
CD4,126.5425,0.5380015
CD4,126.5379,0.5381218
CD4,126.5823,0.538268
CD4,126.5096,0.5384108
CD4,126.5077,0.5385312
CD4,126.5209,0.5386558
CD4,126.5153,0.5387895
CD4,126.4111,0.5389234
CD4,126.3436,0.5390702
CD4,126.3611,0.5391921
CD4,126.3861,0.5393297
CD4,126.321,0.5394674
CD4,126.3359,0.5395997
CD4,126.3249,0.5397263
CD4,126.2862,0.5398469
CD4,126.229,0.5399697
CD4,126.2617,0.5400826
CD4,126.2738,0.5402458
CD4,126.2393,0.5403824
CD4,126.2462,0.5404959
CD4,126.2221,0.5406508
CD4,126.1699,0.5407711
CD4,126.2307,0.5408786
CD4,126.1592,0.5410017
CD4,126.1266,0.541148
CD4,126.2016,0.5412803
CD4,126.1143,0.5414187
CD4,126.1172,0.5415564
CD4,126.0678,0.5416895
CD4,126.1233,0.541786
CD4,126.096,0.5419093
CD4,126.0609,0.5420137
CD4,126.0981,0.542132
CD4,125.9544,0.5423081
CD4,126.0148,0.5424173
CD4,125.9612,0.5425497
CD4,125.9279,0.5426599
CD4,125.9251,0.5427718
CD4,125.9183,0.5429294
CD4,125.9244,0.5430558
CD4,125.9191,0.5431949
CD4,125.8292,0.5433262
CD4,125.8752,0.5434359
CD4,125.7851,0.5435463
CD4,125.8538,0.5436694
CD4,125.7929,0.5437709
CD4,125.8367,0.5439118
CD4,125.7439,0.5440402
CD4,125.7852,0.5441828
CD4,125.7386,0.5442969
CD4,125.6444,0.5444255
CD4,125.6485,0.5445324
CD4,125.6492,0.5446388
CD4,125.6043,0.5447627
CD4,125.6653,0.5449038
CD4,125.5619,0.5450256
CD4,125.4762,0.5451432
CD4,125.5264,0.5452769
CD4,125.5326,0.5454047
CD4,125.5339,0.5455165
CD4,125.4393,0.5456383
CD4,125.4463,0.5457587
CD4,125.3249,0.5458799
CD4,125.3092,0.5459808
CD4,125.2539,0.546103
CD4,125.2964,0.5462285
CD4,125.1716,0.5463449
CD4,125.2675,0.5464704
CD4,125.2616,0.5465936
CD4,125.2166,0.5467038
CD4,125.1824,0.5468393
CD4,125.0387,0.5469453
CD4,125.0975,0.547054
CD4,125.0843,0.5471808
CD4,125.0075,0.5472948
CD4,125.0355,0.5474081
CD4,124.919,0.5475268
CD4,124.9285,0.547647
CD4,124.9512,0.547754
CD4,124.8629,0.5478657
CD4,124.8372,0.5479672
CD4,124.7592,0.5481009
CD4,124.7574,0.5482211
CD4,124.7086,0.5483639
CD4,124.6582,0.5484699
CD4,124.589,0.5485738
CD4,124.6188,0.548671
CD4,124.5825,0.5487806
CD4,124.6602,0.5488931
CD4,124.6243,0.5489998
CD4,124.6073,0.5491213
CD4,124.5077,0.5492069
CD4,124.5754,0.5493355
CD4,124.4566,0.5494719
CD4,124.3789,0.5495562
CD4,124.3566,0.5496641
CD4,124.3724,0.5497901
CD4,124.2899,0.5498824
CD4,124.28,0.5499797
CD4,124.2671,0.5500902
CD4,124.2089,0.550221
CD4,124.1433,0.5503323
CD4,124.1263,0.5504523
CD4,124.0651,0.5505248
CD4,123.9894,0.550648
CD4,124.0625,0.5507466
CD4,123.9678,0.5508406
CD4,123.959,0.5509529
CD4,123.9382,0.5510861
CD4,123.8582,0.5511741
CD4,123.8841,0.5512968
CD4,123.903,0.5514236
CD4,123.8142,0.5515088
CD4,123.8686,0.5516294
CD4,123.8117,0.5517276
CD4,123.7801,0.5518091
CD4,123.6715,0.5519047
CD4,123.6442,0.5520285
CD4,123.6409,0.5521291
CD4,123.6128,0.5522623
CD4,123.6414,0.5523503
CD4,123.5668,0.5524405
CD4,123.4818,0.5525543
CD4,123.441,0.5526292
CD4,123.4044,0.5527463
CD4,123.4196,0.5528599
CD4,123.2856,0.5529673
CD4,123.3159,0.5530617
CD4,123.3459,0.5531772
CD4,123.2195,0.5533017
CD4,123.2326,0.5533849
CD4,123.1741,0.5534761
CD4,123.1566,0.5535716
CD4,123.0712,0.5536516
CD4,123.0249,0.5537794
CD4,122.9506,0.5538568
CD4,122.8566,0.5539531
CD4,122.8222,0.5540787
CD4,122.8447,0.5541706
CD4,122.7297,0.5542653
CD4,122.8073,0.55436
CD4,122.6358,0.5544548
CD4,122.6757,0.554568
CD4,122.6005,0.5546377
CD4,122.5172,0.5547501
CD4,122.4263,0.5548392
CD4,122.5017,0.5549719
CD4,122.5565,0.5550299
CD4,122.5035,0.5551291
CD4,122.4399,0.5552348
CD4,122.3624,0.5553276
CD4,122.4072,0.5554294
CD4,122.181,0.5555006
CD4,122.212,0.555602
CD4,122.1017,0.555674
CD4,122.0887,0.5558004
CD4,122.068,0.5558958
CD4,122.118,0.5559651
CD4,122.0516,0.556072
CD4,122.112,0.5561576
CD4,121.9932,0.5562579
CD4,122.015,0.556337
CD4,121.9296,0.5564454
CD4,121.9509,0.5565334
CD4,121.8787,0.5566223
CD4,121.7976,0.5566932
CD4,121.7506,0.5567951
CD4,121.7675,0.5568816
CD4,121.7498,0.5569551
CD4,121.7361,0.5570511
CD4,121.6465,0.5571493
CD4,121.6318,0.5572528
CD4,121.6216,0.5573521
CD4,121.5732,0.5574514
CD4,121.5931,0.5575173
CD4,121.5265,0.5574483
CD4,121.4997,0.5577006
CD4,121.358,0.5577792
CD4,121.3213,0.557853
CD4,121.2238,0.5579348
CD4,121.3119,0.5580296
CD4,121.2429,0.5581178
CD4,121.2008,0.5582136
CD4,121.0936,0.5583134
CD4,121.0541,0.5583899
CD4,120.96,0.5584696
CD4,120.9921,0.5585578
CD4,120.9157,0.5586508
CD4,120.962,0.5587216
CD4,120.8722,0.5587738
CD4,120.8813,0.5588696
CD4,120.7432,0.5589592
CD4,120.8092,0.5590524
CD4,120.8864,0.5591472
CD4,120.8193,0.559225
CD4,120.7756,0.5593089
CD4,120.719,0.5593952
CD4,120.7305,0.5594681
CD4,120.714,0.5595654
CD4,120.6629,0.5596292
CD4,120.5319,0.5597126
CD4,120.4775,0.559782
CD4,120.4978,0.5598478
CD4,120.6113,0.559951
CD4,120.5098,0.560033
CD4,120.4331,0.5601347
CD4,120.3711,0.5602005
CD4,120.2513,0.5602804
CD4,120.3172,0.560361
CD4,120.3737,0.5604494
CD4,120.209,0.5605311
CD4,120.2561,0.560603
CD4,120.1645,0.5606764
CD4,120.1762,0.5607538
CD4,120.1012,0.5608075
CD4,120.0191,0.5609172
CD4,120.0231,0.5609794
CD4,119.9616,0.5610611
CD4,119.9192,0.5611404
CD4,119.8926,0.5612316
CD4,119.8498,0.5612964
CD4,119.8067,0.561363
CD4,119.9097,0.5614427
CD4,119.7942,0.5615157
CD4,119.7856,0.5615799
CD4,119.6655,0.5616573
CD4,119.594,0.5617287
CD4,119.609,0.5617813
CD4,119.5806,0.5618985
CD4,119.5848,0.5619873
CD4,119.556,0.5620622
CD4,119.4707,0.5621354
CD4,119.4308,0.562212
CD4,119.4008,0.5622684
CD4,119.3794,0.5623417
CD4,119.4546,0.5624025
CD4,119.4577,0.5624851
CD4,119.2965,0.5625427
CD4,119.3685,0.5626128
CD4,119.2348,0.5626906
CD4,119.1815,0.5627626
CD4,119.2182,0.562834
CD4,119.1617,0.5629137
CD4,119.0135,0.5629823
CD4,119.0764,0.5630444
CD4,118.9803,0.5631435
CD4,119.0419,0.5631981
