test_id,p_kPa,void_ratio
CD4,119.016,0.5632722
CD4,118.9459,0.563324
CD4,118.9401,0.5634052
CD4,118.9055,0.5634759
CD4,118.8585,0.5635484
CD4,118.8752,0.5636068
CD4,118.8488,0.5636921
CD4,118.8669,0.5637532
CD4,118.8166,0.5638175
CD4,118.6951,0.5638993
CD4,118.6302,0.5639751
CD4,118.671,0.5640266
CD4,118.6318,0.5640898
CD4,118.5951,0.5641629
CD4,118.6796,0.5642209
CD4,118.5325,0.5643035
CD4,118.4766,0.5643629
CD4,118.4917,0.5644303
CD4,118.4846,0.5644881
CD4,118.4805,0.5645839
CD4,118.4588,0.5646449
CD4,118.3648,0.5646913
CD4,118.3139,0.5647414
CD4,118.2827,0.5648275
CD4,118.2925,0.5649195
CD4,118.158,0.5649615
CD4,118.1428,0.5650177
CD4,118.0559,0.5650838
CD4,118.0643,0.5651347
CD4,118.0956,0.5652151
CD4,118.0346,0.565272
CD4,117.9719,0.5653446
CD4,117.9992,0.5654052
CD4,117.9277,0.56546
CD4,117.9276,0.5655269
CD4,117.9565,0.5655886
CD4,117.8892,0.5656653
CD4,117.8213,0.5656975
CD4,117.7698,0.5657645
CD4,117.7631,0.5658485
CD4,117.7264,0.565893
CD4,117.6251,0.5659636
CD4,117.6925,0.5660144
CD4,117.6281,0.5660725
CD4,117.582,0.5661135
CD4,117.5915,0.5661942
CD4,117.7221,0.5662571
CD4,117.5245,0.5663057
CD4,117.6039,0.5663635
CD4,117.5639,0.5664516
CD4,117.5615,0.5665108
CD4,117.4052,0.5665681
CD4,117.5073,0.5666285
CD4,117.4978,0.5667163
CD4,117.5935,0.5667749
CD4,117.4674,0.5668076
CD4,117.4706,0.5668616
CD4,117.4437,0.5669304
CD4,117.3985,0.5669938
CD4,117.4397,0.5670674
CD4,117.3763,0.5671313
CD4,117.312,0.5671852
CD4,117.3186,0.5672439
CD4,117.3219,0.5673045
CD4,117.1994,0.5673807
CD4,117.2851,0.5674214
CD4,117.1757,0.56748
CD4,117.207,0.5675236
CD4,117.1636,0.5675987
CD4,117.1161,0.5676492
CD4,117.0556,0.5676743
CD4,117.0243,0.5677462
CD4,116.98,0.567793
CD4,117.0328,0.5678656
CD4,116.8983,0.567928
CD4,116.9049,0.567977
CD4,116.8576,0.5680403
CD4,116.8699,0.5680996
CD4,116.9083,0.5681453
CD4,116.7784,0.5682127
CD4,116.8078,0.5682768
CD4,116.8258,0.5683199
CD4,116.8398,0.5683681
CD4,116.7895,0.5684449
CD4,116.6268,0.5684771
CD4,116.6765,0.5685242
CD4,116.7178,0.568584
CD4,116.7199,0.568647
CD4,116.6205,0.5686781
CD4,116.6327,0.5687349
CD4,116.6865,0.5688003
CD4,116.5338,0.5688554
CD4,116.5531,0.5689219
CD4,116.5123,0.5689703
CD4,116.4637,0.5690105
CD4,116.3578,0.5690725
CD4,116.472,0.5691389
CD4,116.5006,0.5691954
CD4,116.4051,0.5692379
CD4,116.2577,0.56931
CD4,116.3546,0.5693416
CD4,116.2806,0.569395
CD4,116.3849,0.5694582
CD4,116.2004,0.5695227
CD4,116.2578,0.5695505
CD4,116.1666,0.5696103
CD4,116.1601,0.5696546
CD4,116.1729,0.5696894
CD4,116.1363,0.5697407
CD4,116.1139,0.5698008
CD4,116.1126,0.5698563
CD4,116.1543,0.5699066
CD4,116.1331,0.5699441
CD4,115.9724,0.5700169
CD4,116.0803,0.5700651
CD4,116.0277,0.570108
CD4,115.9828,0.5701661
CD4,115.9283,0.5702174
CD4,116.0679,0.5702683
CD4,116.0475,0.5703222
CD4,116.0216,0.570367
CD4,115.9545,0.5704006
CD4,115.8931,0.5704583
CD4,115.8768,0.5704895
CD4,115.8336,0.570527
CD4,115.8291,0.5705947
CD4,115.7631,0.5706355
CD4,115.8798,0.5706816
CD4,115.8235,0.570748
CD4,115.722,0.5707828
CD4,115.6799,0.5708432
CD4,115.8215,0.5708955
CD4,115.7689,0.5709362
CD4,115.763,0.5709921
CD4,115.7084,0.5710543
CD4,115.6902,0.571106
CD4,115.6472,0.5711436
CD4,115.726,0.5712026
CD4,115.5976,0.5712643
CD4,115.5234,0.5713055
CD4,115.5541,0.571314
CD4,115.468,0.5713583
CD4,115.5927,0.5714055
CD4,115.5005,0.5714314
CD4,115.4516,0.5714909
CD4,115.4599,0.5715335
CD4,115.4143,0.5715783
CD4,115.3169,0.5716274
CD4,115.3512,0.5716752
CD4,115.3059,0.5717213
CD4,115.3633,0.5717542
CD4,115.3069,0.5718239
CD4,115.3572,0.5718593
CD4,115.2576,0.5719197
CD4,115.3503,0.5719644
CD4,115.2139,0.572006
CD4,115.1296,0.5720469
CD4,115.1389,0.5720979
CD4,115.1635,0.5721487
CD4,115.1938,0.5721892
CD4,115.199,0.5722159
CD4,115.1883,0.5722602
CD4,115.1742,0.5723153
CD4,115.1444,0.5723502
CD4,115.0398,0.5723843
CD4,115.0738,0.5724305
CD4,115.0955,0.572488
CD4,115.029,0.5725281
CD4,114.9817,0.5725848
CD4,115.0652,0.5726455
CD4,114.9369,0.57266
CD4,115.1051,0.5727259
CD4,115.1007,0.5727675
CD4,115.0943,0.5728277
CD4,115.0015,0.5728559
CD4,114.9007,0.5728991
CD4,114.9358,0.5729621
CD4,114.8289,0.5729854
CD4,114.8389,0.5730328
CD4,114.8077,0.5730776
CD4,114.7705,0.5731261
CD4,114.9122,0.5731596
CD4,114.8658,0.5731964
CD4,114.8625,0.5732323
CD4,114.7094,0.5732681
CD4,114.7539,0.5732998
CD4,114.7707,0.573365
CD4,114.8483,0.5733882
CD4,114.8027,0.5734266
CD4,114.7407,0.5734748
CD4,114.7111,0.573529
CD4,114.6885,0.5735768
CD4,114.6929,0.5736076
CD4,114.6868,0.5736485
CD4,114.6308,0.5736931
CD4,114.7204,0.5737312
CD4,114.6692,0.5737968
CD4,114.6307,0.5738445
CD4,114.4584,0.5738645
CD4,114.6649,0.5739021
CD4,114.6766,0.5739804
CD4,114.5625,0.574018
CD4,114.5048,0.5740692
CD4,114.6086,0.5740953
CD4,114.4894,0.5741297
CD4,114.486,0.574186
CD4,114.4692,0.57422
CD4,114.5121,0.5742373
CD4,114.5034,0.5742746
CD4,114.5848,0.5743212
CD4,114.4792,0.5743674
CD4,114.5351,0.5743938
CD4,114.5108,0.5744458
CD4,114.3446,0.574476
CD4,114.3073,0.5745207
CD4,114.3167,0.57457
CD4,114.3481,0.5746033
CD4,114.3808,0.5746475
CD4,114.3262,0.5746916
CD4,114.3146,0.5747426
CD4,114.205,0.5747811
CD4,114.3047,0.5748166
CD4,114.2376,0.5748687
CD4,114.2923,0.5748979
CD4,114.2681,0.5749353
CD4,114.22,0.5749763
CD4,114.1959,0.57502
CD4,114.2394,0.5750424
CD4,114.1886,0.5750744
CD4,114.2851,0.5751187
CD4,114.2251,0.5751469
CD4,114.2294,0.575198
CD4,114.1712,0.5752318
CD4,114.1465,0.57525
CD4,114.1104,0.5753143
CD4,114.1055,0.5753412
CD4,114.1053,0.5754059
CD4,114.1684,0.5754262
CD4,114.1196,0.5754543
CD4,114.055,0.5755039
CD4,114.1111,0.5755763
CD4,114.1669,0.5755883
CD4,114.0936,0.5756526
CD4,114.1064,0.575681
CD4,114.069,0.5757218
CD4,114.1556,0.575773
CD4,114.1128,0.5758218
CD4,114.1381,0.575856
CD4,114.1021,0.5758884
CD4,114.0562,0.5759147
CD4,114.0675,0.5759486
CD4,113.9764,0.5759854
CD4,113.9374,0.5760108
CD4,113.9496,0.5760662
CD4,113.9503,0.5760877
CD4,113.9666,0.5761145
CD4,113.9518,0.5761717
CD4,113.8563,0.5761763
CD4,113.8325,0.5762262
CD4,113.7441,0.5762537
CD4,113.8663,0.5762996
CD4,113.9038,0.5763308
CD4,113.9262,0.5763806
CD4,113.9325,0.5764003
CD4,113.9951,0.5764574
CD4,114.0093,0.5764955
CD4,113.8937,0.5765187
CD4,113.857,0.576561
CD4,113.9268,0.5766053
CD4,113.9388,0.5766642
CD4,113.9338,0.5766823
CD4,113.8262,0.576742
CD4,113.8345,0.5767565
CD4,113.8247,0.5767915
CD4,113.7403,0.5768455
CD4,113.8531,0.5768986
CD4,113.8561,0.5769237
CD4,113.827,0.5769403
CD4,113.7954,0.5770104
CD4,113.6978,0.5770267
CD4,113.695,0.5770534
CD4,113.5265,0.5770835
CD4,113.6785,0.5771158
CD4,113.6674,0.5771532
CD4,113.481,0.5771847
CD4,113.6512,0.5772078
CD4,113.5753,0.5772387
CD4,113.5658,0.5772768
CD4,113.614,0.5773181
CD4,113.5879,0.5773739
CD4,113.6253,0.5774104
CD4,113.4557,0.5774392
CD4,113.5092,0.577485
CD4,113.4729,0.5774948
CD4,113.5449,0.5775453
CD4,113.5163,0.5775661
CD4,113.5519,0.5776063
CD4,113.4485,0.5776399
CD4,113.5317,0.5776981
CD4,113.5128,0.5777108
CD4,113.5178,0.577764
CD4,113.4041,0.5777754
CD4,113.3511,0.5778131
CD4,113.4176,0.5778232
CD4,113.3877,0.5778783
CD4,113.2065,0.5778994
CD4,113.2214,0.5779235
CD4,113.3191,0.5779583
CD4,113.3718,0.5779941
CD4,113.2577,0.5780207
CD4,113.3534,0.5780598
CD4,113.2981,0.578095
CD4,113.3157,0.5781243
CD4,113.2466,0.5781644
CD4,113.2143,0.578199
CD4,113.1651,0.578214
CD4,113.2362,0.578253
CD4,113.2091,0.5782725
CD4,113.1582,0.5783246
CD4,113.2031,0.5783387
CD4,113.1901,0.5783829
CD4,113.1928,0.5784207
CD4,113.1529,0.5784664
CD4,113.1793,0.5784862
CD4,113.2328,0.5785407
CD4,113.1594,0.578561
CD4,113.2312,0.578609
CD4,113.2158,0.5786343
CD4,113.094,0.5786676
CD4,113.1089,0.5787012
CD4,113.139,0.5787246
CD4,113.1902,0.5787549
CD4,113.0582,0.578765
CD4,113.082,0.5788172
CD4,113.1297,0.578844
CD4,113.1139,0.5788681
CD4,113.2225,0.5789301
CD4,113.162,0.5789379
CD4,113.1411,0.5789729
CD4,113.1687,0.5789965
CD4,113.0897,0.5790421
CD4,113.0631,0.5790675
CD4,113.0984,0.5791167
CD4,113.0953,0.5791277
CD4,113.1438,0.5791786
CD4,113.22,0.579209
CD4,113.1302,0.5792333
CD4,113.1974,0.5792613
CD4,113.1829,0.5793167
CD4,113.1318,0.5793416
CD4,113.0101,0.5793634
CD4,113.1303,0.5793965
CD4,113.0915,0.579436
CD4,113.0397,0.5794724
CD4,113.0334,0.5794905
CD4,113.0559,0.579523
CD4,112.9759,0.5795488
CD4,112.9933,0.5795853
CD4,112.9078,0.5795985
CD4,112.891,0.5796338
CD4,112.9199,0.5796569
CD4,112.9485,0.5797018
CD4,112.7752,0.5797168
CD4,112.8928,0.579758
CD4,112.8043,0.5797871
CD4,112.9618,0.57981
CD4,112.8646,0.5798447
CD4,112.9211,0.5798752
CD4,112.9122,0.5799239
CD4,112.9148,0.5799281
CD4,112.9546,0.5799775
CD4,112.932,0.5799938
CD4,113.0154,0.5800428
CD4,112.9669,0.5800826
CD4,112.9277,0.5801178
CD4,113.012,0.5801288
CD4,112.9153,0.5801871
CD4,112.9523,0.5802144
CD4,112.832,0.5802339
CD4,112.9212,0.5802636
CD4,112.8217,0.5802938
CD4,112.8276,0.5803284
CD4,112.7752,0.5803504
CD4,112.8417,0.5803763
CD4,112.8464,0.5804027
CD4,112.8996,0.5804324
CD4,112.8111,0.5804591
CD4,112.8177,0.5805217
CD4,112.6693,0.5805053
CD4,112.8119,0.580549
CD4,112.7419,0.5805671
CD4,112.8158,0.580594
CD4,112.7217,0.5806218
CD4,112.705,0.5806528
CD4,112.745,0.5806857
CD4,112.7552,0.5807265
CD4,112.7299,0.5807458
CD4,112.6257,0.5807908
CD4,112.6883,0.5808356
CD4,112.6497,0.5808418
CD4,112.7085,0.5808837
CD4,112.6611,0.5808991
CD4,112.712,0.5809259
CD4,112.6065,0.5809777
CD4,112.5773,0.5810038
CD4,112.4767,0.5810321
CD4,112.5988,0.5810573
CD4,112.4955,0.581068
CD4,112.4822,0.5811101
CD4,112.462,0.5810997
CD4,112.5674,0.5811749
CD4,112.474,0.581181
CD4,112.5596,0.5812137
CD4,112.5949,0.5812522
CD4,112.6009,0.5812674
CD4,112.492,0.581278
CD4,112.5343,0.5813007
CD4,112.5095,0.5813493
CD4,112.5793,0.5813693
CD4,112.5981,0.5813922
CD4,112.5496,0.5814063
CD4,112.5068,0.5814351
CD4,112.4404,0.5814797
CD4,112.4471,0.5814878
CD4,112.4643,0.5815439
CD4,112.4198,0.5815705
CD4,112.4149,0.581616
CD4,112.4319,0.5816389
CD4,112.4082,0.5816787
CD4,112.4904,0.581703
CD4,112.4062,0.5817228
CD4,112.402,0.5817512
CD4,112.4628,0.5817727
CD4,112.3497,0.5818109
CD4,112.3254,0.5818186
CD4,112.3523,0.5818736
CD4,112.3756,0.5819031
CD4,112.4201,0.5819028
CD4,112.3841,0.5819617
CD4,112.4796,0.581992
CD4,112.4601,0.5820376
CD4,112.4282,0.5820357
CD4,112.4325,0.5820731
CD4,112.4814,0.5820861
CD4,112.444,0.582121
CD4,112.3874,0.5821425
CD4,112.3161,0.5821712
CD4,112.395,0.5822222
CD4,112.4577,0.5822361
CD4,112.3486,0.5822551
CD4,112.3981,0.5822626
CD4,112.3914,0.5823006
CD4,112.2794,0.582332
CD4,112.2766,0.5823404
CD4,112.3306,0.5823658
CD4,112.3768,0.5824056
CD4,112.3793,0.5824313
CD4,112.3604,0.582468
CD4,112.3152,0.5824911
CD4,112.363,0.5825269
CD4,112.3443,0.5825416
CD4,112.3214,0.5826003
CD4,112.3434,0.5826061
CD4,112.2863,0.5826492
CD4,112.279,0.5826655
CD4,112.2024,0.5826947
CD4,112.1816,0.5827251
CD4,112.1952,0.5827532
CD4,112.2628,0.5827768
CD4,112.2999,0.5828165
CD4,112.211,0.5828454
CD4,112.1601,0.582878
CD4,112.2099,0.5829128
CD4,112.1928,0.5829426
CD4,112.1531,0.5829693
CD4,112.245,0.582984
CD4,112.2242,0.5830193
CD4,112.2682,0.5830557
CD4,112.2113,0.5830977
CD4,112.2063,0.5831045
CD4,112.1956,0.5831375
CD4,112.2312,0.5831567
CD4,112.0071,0.5831854
CD4,112.1822,0.5832094
CD4,112.1641,0.5832216
CD4,112.1668,0.583239
CD4,112.1256,0.5832785
CD4,112.2211,0.5833152
CD4,112.1784,0.5833453
CD4,112.2769,0.5833831
CD4,112.1348,0.5833994
CD4,112.1563,0.583432
CD4,112.0672,0.5834761
CD4,112.2097,0.5834786
CD4,112.0909,0.5835329
CD4,112.1642,0.5835334
CD4,112.1331,0.5835784
CD4,112.1624,0.5836174
CD4,112.1091,0.5836307
CD4,112.0648,0.5836596
CD4,112.1549,0.583688
CD4,112.25,0.5837345
CD4,112.1297,0.5837617
CD4,112.151,0.5837795
CD4,112.157,0.5838388
CD4,112.2369,0.5838589
CD4,112.1647,0.5838809
CD4,112.1808,0.5839043
CD4,112.1296,0.5839497
CD4,112.0748,0.583956
CD4,112.0723,0.5839954
CD4,112.0956,0.5840036
CD4,112.066,0.5840453
CD4,112.0021,0.5840584
CD4,112.0628,0.5840792
CD4,112.1063,0.5841024
CD4,112.0395,0.5841337
CD4,112.1135,0.5841586
CD4,112.0539,0.5841888
CD4,112.1153,0.5842208
CD4,112.0223,0.5842419
CD4,112.0561,0.5842589
CD4,112.0302,0.5842969
CD4,112.0578,0.5843298
CD4,112.0275,0.5843618
CD4,111.9853,0.5843894
CD4,112.0477,0.5844127
CD4,112.0391,0.5844661
CD4,112.0576,0.5844595
CD4,112.0391,0.5845068
CD4,111.9932,0.5845281
CD4,111.965,0.5845785
CD4,111.9706,0.584594
CD4,111.9411,0.5846347
CD4,111.8541,0.5846608
CD4,111.8886,0.5846958
CD4,111.856,0.5847184
CD4,111.8228,0.5847403
CD4,111.9151,0.5847624
CD4,111.8812,0.5848023
CD4,111.924,0.5848314
CD4,111.9409,0.584832
CD4,111.9705,0.5848815
CD4,111.9569,0.5849058
CD4,112.0061,0.5849427
CD4,111.883,0.5849563
CD4,111.8924,0.5849845
CD4,111.9132,0.5850104
CD4,111.8887,0.5849986
CD4,111.933,0.5850525
CD4,111.9739,0.5850717
CD4,111.8835,0.585084
CD4,111.8259,0.585091
CD4,111.7782,0.5851279
CD4,111.8653,0.5851526
CD4,111.8432,0.5851886
CD4,111.728,0.585195
CD4,111.8678,0.5852267
CD4,111.8417,0.5852654
CD4,111.8678,0.5852856
CD4,111.8205,0.5852892
CD4,111.9021,0.5853352
CD4,111.8665,0.5853616
CD4,111.8924,0.5853884
CD4,111.8484,0.5854109
CD4,111.8223,0.5854478
CD4,111.8822,0.5854737
CD4,111.9378,0.5855049
CD4,111.8689,0.5855347
CD4,111.8749,0.5855662
CD4,111.893,0.5855873
CD4,111.8399,0.5856151
CD4,111.7827,0.5856613
CD4,111.8809,0.585679
CD4,111.8166,0.5856913
CD4,111.7862,0.5857396
CD4,111.7721,0.585778
CD4,111.847,0.5857755
CD4,111.8393,0.5858053
CD4,111.7915,0.5858363
CD4,111.8364,0.5858465
CD4,111.8078,0.5858782
CD4,111.8222,0.585917
CD4,111.7432,0.5859461
CD4,111.8019,0.5859749
CD4,111.7561,0.5859758
CD4,111.7384,0.5859998
CD4,111.6296,0.5860175
CD4,111.6887,0.586046
CD4,111.6696,0.5860987
CD4,111.6802,0.5861071
CD4,111.6291,0.5861361
CD4,111.6952,0.5861557
CD4,111.6528,0.5861914
CD4,111.6632,0.5862158
CD4,111.7258,0.5862297
CD4,111.7191,0.5862636
CD4,111.6659,0.5862947
CD4,111.6975,0.586306
CD4,111.6587,0.5863544
CD4,111.6094,0.5863663
CD4,111.6278,0.586422
CD4,111.6564,0.5864388
CD4,111.7009,0.5864552
CD4,111.5739,0.5864849
CD4,111.5927,0.5865219
CD4,111.5756,0.5865398
CD4,111.6312,0.5865723
CD4,111.6293,0.5866021
CD4,111.6545,0.5866279
CD4,111.6662,0.5866493
CD4,111.6529,0.5866737
CD4,111.6687,0.5866883
CD4,111.7236,0.5867396
CD4,111.6504,0.5867586
CD4,111.6505,0.5867837
CD4,111.4946,0.5868048
CD4,111.5511,0.5868164
CD4,111.5274,0.5868239
CD4,111.5958,0.5868707
CD4,111.5715,0.5868962
CD4,111.6324,0.5869162
CD4,111.5354,0.5869365
CD4,111.5452,0.5869741
CD4,111.5899,0.587004
CD4,111.6486,0.5870369
CD4,111.6049,0.5870636
CD4,111.5979,0.5870771
CD4,111.6424,0.5871103
CD4,111.6128,0.5871442
CD4,111.5751,0.5871515
CD4,111.5011,0.5871941
CD4,111.5624,0.5872143
CD4,111.5208,0.5872522
CD4,111.5776,0.5872805
CD4,111.544,0.5872885
CD4,111.6065,0.5873264
CD4,111.5263,0.587371
CD4,111.5744,0.5873916
CD4,111.4808,0.5874198
CD4,111.4622,0.5874457
CD4,111.4284,0.5874636
CD4,111.4588,0.5874883
CD4,111.4504,0.587522
CD4,111.4462,0.5875461
CD4,111.3799,0.5875919
CD4,111.47,0.5876032
CD4,111.3018,0.5876387
CD4,111.4244,0.5876763
CD4,111.414,0.587686
CD4,111.4009,0.5877094
CD4,111.4909,0.5877519
CD4,111.4781,0.5877677
CD4,111.491,0.587791
CD4,111.4424,0.5878374
CD4,111.4866,0.5878446
CD4,111.4946,0.5878817
CD4,111.4987,0.5879124
CD4,111.4154,0.5879466
CD4,111.493,0.5879803
CD4,111.5041,0.5880037
CD4,111.5339,0.5880165
CD4,111.4901,0.588089
CD4,111.4788,0.588099
CD4,111.3669,0.5881045
CD4,111.3335,0.5881322
CD4,111.2483,0.5881678
CD4,111.3658,0.5881784
CD4,111.2885,0.5881989
CD4,111.4231,0.5882277
CD4,111.3815,0.5882846
CD4,111.3346,0.5883177
CD4,111.297,0.5883245
CD4,111.2958,0.5883553
CD4,111.2997,0.5883865
CD4,111.2714,0.5884192
CD4,111.1021,0.5884354
CD4,111.1912,0.588449
CD4,111.1572,0.588485
CD4,111.2442,0.5885121
CD4,111.2631,0.5885356
CD4,111.2987,0.5885888
CD4,111.2908,0.588599
CD4,111.256,0.5886332
CD4,111.3463,0.5886459
CD4,111.3283,0.5886647
CD4,111.2656,0.5886897
CD4,111.2066,0.5887325
CD4,111.2643,0.58876
CD4,111.2791,0.5887903
CD4,111.3435,0.5888136
CD4,111.255,0.5888229
CD4,111.3281,0.5888596
CD4,111.3238,0.5889011
CD4,111.3391,0.5889271
CD4,111.2965,0.5889375
CD4,111.2542,0.5889744
CD4,111.344,0.5889999
CD4,111.2281,0.589017
CD4,111.2037,0.5890554
CD4,111.2779,0.5890831
CD4,111.1694,0.5891169
CD4,111.2075,0.5891506
CD4,111.2135,0.589175
CD4,111.3182,0.5892089
CD4,111.1939,0.5892414
CD4,111.2377,0.5892539
CD4,111.2312,0.589285
CD4,111.2831,0.5893256
CD4,111.1767,0.5893389
CD4,111.2613,0.5893664
CD4,111.1715,0.5894063
CD4,111.2368,0.5894348
CD4,111.2581,0.5894703
CD4,111.2443,0.5894818
CD4,111.1363,0.5895172
CD4,111.1351,0.5895354
CD4,111.1493,0.5895497
CD4,111.154,0.5895874
CD4,111.2065,0.5896106
CD4,111.2787,0.5896482
CD4,111.1785,0.5896783
CD4,111.0944,0.5897057
CD4,111.0833,0.5897264
CD4,111.0669,0.5897498
CD4,111.0525,0.5897751
CD4,111.0346,0.5898067
CD4,111.1057,0.5898269
CD4,111.0839,0.5898575
CD4,111.2053,0.5898933
CD4,111.1549,0.5899216
CD4,111.19,0.5899302
CD4,111.0851,0.5899837
CD4,111.1449,0.5899873
CD4,111.1466,0.5900316
CD4,111.1561,0.590036
CD4,111.1184,0.5900827
CD4,111.1083,0.5901203
CD4,111.1923,0.5901306
CD4,111.1579,0.5901828
CD4,111.148,0.5902013
CD4,111.2334,0.590233
CD4,111.1206,0.5902518
CD4,111.0747,0.5902733
CD4,111.0993,0.5902889
CD4,110.9995,0.5903291
CD4,111.082,0.5903515
CD4,111.1162,0.5903941
CD4,111.1001,0.5904051
CD4,111.0001,0.590431
CD4,111.02,0.5904717
CD4,110.9739,0.5904865
CD4,111.0502,0.5905199
CD4,110.8916,0.5905465
CD4,110.9366,0.5905456
CD4,111.0525,0.590578
CD4,110.9711,0.5906156
CD4,110.994,0.5906642
CD4,110.9464,0.5906771
CD4,111.0302,0.5907136
CD4,110.9949,0.5907237
CD4,111.0061,0.5907873
CD4,110.9369,0.5908006
CD4,110.9487,0.5908243
CD4,110.9471,0.5908498
CD4,110.958,0.5908663
CD4,110.95,0.590884
CD4,110.8841,0.5909379
CD4,110.9018,0.5909356
CD4,110.973,0.5909799
CD4,110.9727,0.5910156
CD4,110.9619,0.5910385
CD4,111.0353,0.591072
CD4,111.0396,0.5911076
CD4,110.96,0.5911197
CD4,111.01,0.5911586
CD4,110.9007,0.5911805
CD4,110.8864,0.5912118
CD4,110.9932,0.5912261
CD4,110.975,0.5912726
CD4,110.9394,0.5912819
CD4,110.9913,0.591329
CD4,110.9015,0.5913597
CD4,110.9512,0.5913645
CD4,110.7878,0.5914036
CD4,110.8494,0.5914152
CD4,110.8816,0.5914584
CD4,110.9573,0.5914828
CD4,110.8896,0.5915055
CD4,110.9696,0.5915522
CD4,111.026,0.5915796
CD4,110.9664,0.5916098
CD4,111.0047,0.5916446
CD4,111.0653,0.5916545
CD4,110.8538,0.5916905
CD4,110.8404,0.5917223
CD4,110.8588,0.5917632
CD4,110.818,0.5917815
CD4,110.7471,0.5917975
CD4,110.8184,0.5918285
CD4,110.8012,0.5918777
CD4,110.7174,0.5918782
CD4,110.7446,0.5919018
CD4,110.7533,0.5919322
CD4,110.7722,0.5919659
CD4,110.7838,0.5920043
CD4,110.6572,0.5920092
CD4,110.7514,0.5920359
CD4,110.7739,0.5920722
CD4,110.7494,0.5921087
CD4,110.8196,0.5921571
CD4,110.7834,0.5921923
CD4,110.848,0.5922215
CD4,110.7627,0.5922167
CD4,110.8354,0.592243
CD4,110.7822,0.592295
CD4,110.8005,0.592308
CD4,110.7606,0.5923466
CD4,110.7864,0.5923857
CD4,110.6837,0.5924134
CD4,110.6956,0.5924266
CD4,110.7145,0.5924542
CD4,110.7528,0.5924743
CD4,110.7807,0.5924959
CD4,110.7844,0.5925311
CD4,110.756,0.5925759
CD4,110.6987,0.5925945
CD4,110.7669,0.5926297
CD4,110.7063,0.592667
CD4,110.7175,0.5926982
CD4,110.6488,0.5927434
CD4,110.7149,0.5927406
CD4,110.6876,0.5927848
CD4,110.8052,0.5928074
CD4,110.8067,0.5928595
CD4,110.7498,0.5928591
CD4,110.642,0.5928982
CD4,110.6645,0.5929396
CD4,110.6478,0.5929502
CD4,110.6806,0.5929717
CD4,110.7147,0.5929934
CD4,110.6988,0.5930314
CD4,110.6676,0.5930599
CD4,110.6451,0.5930956
CD4,110.6696,0.593119
CD4,110.6195,0.59314
CD4,110.6436,0.5931519
CD4,110.6296,0.5931961
CD4,110.6025,0.5932088
CD4,110.6244,0.5932514
CD4,110.487,0.5932791
CD4,110.5215,0.5933017
CD4,110.5202,0.5933395
CD4,110.4896,0.593353
CD4,110.5085,0.5933812
CD4,110.5741,0.5934334
CD4,110.5849,0.5934614
CD4,110.4975,0.5934789
CD4,110.5518,0.5934924
CD4,110.5891,0.5935578
CD4,110.5568,0.5935715
CD4,110.4999,0.5936039
CD4,110.4582,0.5936313
CD4,110.5593,0.5936786
CD4,110.4656,0.5937055
CD4,110.5287,0.5937302
CD4,110.5827,0.5937685
CD4,110.5448,0.5937964
CD4,110.4325,0.5937959
CD4,110.4514,0.5938371
CD4,110.4759,0.5938864
CD4,110.5089,0.5939186
CD4,110.5324,0.593949
CD4,110.4362,0.5939554
CD4,110.4619,0.5939788
CD4,110.4168,0.5940216
CD4,110.526,0.5940445
CD4,110.5312,0.5940866
CD4,110.5078,0.5941023
CD4,110.501,0.5941333
CD4,110.473,0.5941695
CD4,110.3263,0.5941822
CD4,110.4376,0.5942291
CD4,110.3354,0.5942478
CD4,110.3288,0.5942879
CD4,110.2559,0.5942975
CD4,110.3726,0.5943316
CD4,110.3919,0.5943633
CD4,110.4081,0.5944035
CD4,110.3819,0.5944208
CD4,110.3269,0.5944611
CD4,110.3155,0.5944937
CD4,110.3788,0.5945147
CD4,110.3533,0.5945485
CD4,110.3577,0.5945825
CD4,110.3756,0.5946102
CD4,110.3725,0.5946537
CD4,110.423,0.5946771
CD4,110.2669,0.5946984
CD4,110.3076,0.5947445
CD4,110.2718,0.5947735
CD4,110.3349,0.5948067
CD4,110.2895,0.5948173
CD4,110.3586,0.5948494
CD4,110.304,0.5948829
CD4,110.2757,0.5949032
CD4,110.2635,0.5949186
CD4,110.1903,0.594936
CD4,110.2471,0.594986
CD4,110.176,0.5949826
CD4,110.235,0.5950124
CD4,110.1603,0.5950485
CD4,110.1893,0.5950878
CD4,110.1033,0.5950963
CD4,110.1875,0.5951296
CD4,110.1759,0.5951699
CD4,110.1995,0.595206
CD4,110.1607,0.5952555
CD4,110.1549,0.5952858
CD4,110.1915,0.5953054
CD4,110.1716,0.5953291
CD4,110.1328,0.5953556
CD4,110.1265,0.5954031
CD4,110.1221,0.5954305
CD4,110.1153,0.5954683
CD4,110.0727,0.5954939
CD4,110.0787,0.595534
CD4,110.1488,0.5955504
CD4,110.1331,0.5955624
CD4,110.0834,0.5956215
CD4,110.1081,0.5956517
CD4,110.13,0.5956715
CD4,110.1099,0.5957187
CD4,110.15,0.5957428
CD4,110.095,0.5957704
CD4,110.0998,0.5958047
CD4,110.0569,0.5958431
CD4,110.0758,0.5958412
CD4,109.988,0.5958873
CD4,110.0076,0.5958889
CD4,110.0239,0.5959468
CD4,110.0584,0.595983
CD4,110.09,0.596005
CD4,109.9915,0.596025
CD4,109.9499,0.5960348
CD4,109.9947,0.5960802
