CD1_eax_prc,CD1_evol_prc,CD1_q_kPa,CD2_eax_prc,CD2_evol_prc,CD2_q_kPa,CD3_eax_prc,CD3_evol_prc,CD3_q_kPa,CD4_eax_prc,CD4_evol_prc,CD4_q_kPa,CD5_eax_prc,CD5_evol_prc,CD5_q_kPa,CD6_eax_prc,CD6_evol_prc,CD6_q_kPa
1.713893E+01,4.443796E-01,2.508652E+02,1.717613E+01,-7.308619E+00,3.188734E+02,1.706061E+01,-3.033656E+00,2.845410E+02,1.710602E+01,-6.425126E+00,1.840174E+02,1.700008E+01,-5.600775E+00,5.985964E+02,1.727772E+01,-4.931416E+00,1.394523E+03
1.715414E+01,4.441503E-01,2.509227E+02,1.718851E+01,-7.311020E+00,3.188213E+02,1.707601E+01,-3.036437E+00,2.844593E+02,1.711794E+01,-6.425818E+00,1.838894E+02,1.701267E+01,-5.601755E+00,5.982729E+02,1.728909E+01,-4.932112E+00,1.393525E+03
1.716445E+01,4.434175E-01,2.508020E+02,1.720339E+01,-7.314194E+00,3.192116E+02,1.708758E+01,-3.038949E+00,2.843741E+02,1.713293E+01,-6.428289E+00,1.837627E+02,1.702338E+01,-5.604249E+00,5.980880E+02,1.729924E+01,-4.931914E+00,1.393854E+03
1.717728E+01,4.431239E-01,2.508057E+02,1.721668E+01,-7.314272E+00,3.190638E+02,1.710368E+01,-3.040084E+00,2.839802E+02,1.714641E+01,-6.429998E+00,1.840320E+02,1.703719E+01,-5.607135E+00,5.979382E+02,1.731382E+01,-4.932379E+00,1.394923E+03
1.719057E+01,4.427767E-01,2.510413E+02,1.722989E+01,-7.316040E+00,3.189467E+02,1.711693E+01,-3.040949E+00,2.840272E+02,1.715663E+01,-6.431146E+00,1.836844E+02,1.704378E+01,-5.609075E+00,5.983040E+02,1.732608E+01,-4.934142E+00,1.394113E+03
1.720293E+01,4.422667E-01,2.507864E+02,1.724086E+01,-7.318240E+00,3.190690E+02,1.712873E+01,-3.040871E+00,2.839863E+02,1.717006E+01,-6.433715E+00,1.836112E+02,1.706232E+01,-5.612263E+00,5.977842E+02,1.733754E+01,-4.935329E+00,1.393263E+03
1.721956E+01,4.398130E-01,2.510573E+02,1.725402E+01,-7.321099E+00,3.189626E+02,1.713779E+01,-3.043793E+00,2.841596E+02,1.718254E+01,-6.435570E+00,1.838338E+02,1.707584E+01,-5.613642E+00,5.979315E+02,1.735581E+01,-4.937262E+00,1.392683E+03
1.722884E+01,4.421745E-01,2.505243E+02,1.726820E+01,-7.322703E+00,3.188399E+02,1.715033E+01,-3.044846E+00,2.837500E+02,1.719558E+01,-6.437836E+00,1.835082E+02,1.708259E+01,-5.616349E+00,5.976881E+02,1.736629E+01,-4.938947E+00,1.392986E+03
1.724092E+01,4.413452E-01,2.508828E+02,1.728000E+01,-7.324549E+00,3.190166E+02,1.715895E+01,-3.046485E+00,2.835250E+02,1.720890E+01,-6.440095E+00,1.836226E+02,1.710376E+01,-5.619693E+00,5.973263E+02,1.737913E+01,-4.941273E+00,1.393879E+03
1.725649E+01,4.409723E-01,2.507610E+02,1.729307E+01,-7.326983E+00,3.191279E+02,1.717913E+01,-3.047085E+00,2.835915E+02,1.722104E+01,-6.441725E+00,1.836405E+02,1.711541E+01,-5.620460E+00,5.970481E+02,1.739155E+01,-4.942151E+00,1.393342E+03
1.726676E+01,4.394873E-01,2.509494E+02,1.730789E+01,-7.328266E+00,3.189547E+02,1.719129E+01,-3.050092E+00,2.834838E+02,1.723438E+01,-6.443999E+00,1.839545E+02,1.712298E+01,-5.622322E+00,5.972160E+02,1.740580E+01,-4.943681E+00,1.392577E+03
1.727944E+01,4.409659E-01,2.506800E+02,1.731926E+01,-7.329769E+00,3.188441E+02,1.720409E+01,-3.051652E+00,2.834283E+02,1.724912E+01,-6.446174E+00,1.835818E+02,1.713915E+01,-5.624784E+00,5.968364E+02,1.742221E+01,-4.944024E+00,1.391958E+03
1.729597E+01,4.390694E-01,2.509128E+02,1.733235E+01,-7.331555E+00,3.189768E+02,1.721617E+01,-3.052259E+00,2.834473E+02,1.725959E+01,-6.447010E+00,1.837132E+02,1.714940E+01,-5.624410E+00,5.962718E+02,1.742938E+01,-4.944748E+00,1.392447E+03
1.730868E+01,4.399459E-01,2.507689E+02,1.734588E+01,-7.331756E+00,3.187972E+02,1.722904E+01,-3.052422E+00,2.836469E+02,1.727352E+01,-6.449096E+00,1.836937E+02,1.716245E+01,-5.629306E+00,5.968267E+02,1.744016E+01,-4.946458E+00,1.392505E+03
1.732287E+01,4.385979E-01,2.508120E+02,1.735630E+01,-7.334680E+00,3.186712E+02,1.724108E+01,-3.054879E+00,2.835990E+02,1.728654E+01,-6.451818E+00,1.838493E+02,1.717629E+01,-5.630892E+00,5.964823E+02,1.745621E+01,-4.948286E+00,1.392680E+03
1.733157E+01,4.392194E-01,2.504121E+02,1.737215E+01,-7.336260E+00,3.181832E+02,1.725491E+01,-3.056577E+00,2.835761E+02,1.729916E+01,-6.452704E+00,1.835300E+02,1.719060E+01,-5.631884E+00,5.971879E+02,1.746779E+01,-4.948868E+00,1.392186E+03
1.734747E+01,4.392387E-01,2.507175E+02,1.738041E+01,-7.339306E+00,3.187592E+02,1.726770E+01,-3.056662E+00,2.833499E+02,1.731175E+01,-6.454547E+00,1.837838E+02,1.720216E+01,-5.636613E+00,5.971779E+02,1.748070E+01,-4.951211E+00,1.390734E+03
1.735788E+01,4.388272E-01,2.507255E+02,1.739648E+01,-7.340300E+00,3.185394E+02,1.728170E+01,-3.059093E+00,2.832536E+02,1.732396E+01,-6.457223E+00,1.835146E+02,1.721494E+01,-5.637477E+00,5.973613E+02,1.749829E+01,-4.951904E+00,1.391366E+03
1.737254E+01,4.387222E-01,2.508096E+02,1.741109E+01,-7.342389E+00,3.186534E+02,1.729365E+01,-3.059681E+00,2.832179E+02,1.733823E+01,-6.459131E+00,1.837104E+02,1.722996E+01,-5.640306E+00,5.968215E+02,1.751214E+01,-4.953576E+00,1.392226E+03
1.738645E+01,4.369371E-01,2.507979E+02,1.742447E+01,-7.344105E+00,3.184659E+02,1.730566E+01,-3.061888E+00,2.832303E+02,1.735160E+01,-6.461506E+00,1.837742E+02,1.724034E+01,-5.642380E+00,5.962303E+02,1.751998E+01,-4.955068E+00,1.392695E+03
1.739763E+01,4.375650E-01,2.505439E+02,1.743588E+01,-7.346357E+00,3.187026E+02,1.731911E+01,-3.064720E+00,2.828101E+02,1.736287E+01,-6.462275E+00,1.837328E+02,1.725428E+01,-5.644430E+00,5.960225E+02,1.754281E+01,-4.957315E+00,1.391669E+03
1.740952E+01,4.375779E-01,2.506841E+02,1.744778E+01,-7.348687E+00,3.183398E+02,1.733172E+01,-3.064352E+00,2.832171E+02,1.737648E+01,-6.464650E+00,1.834090E+02,1.726834E+01,-5.646142E+00,5.959110E+02,1.754558E+01,-4.956934E+00,1.391465E+03
1.742201E+01,4.364657E-01,2.504501E+02,1.746245E+01,-7.349816E+00,3.185610E+02,1.734527E+01,-3.066616E+00,2.832111E+02,1.739020E+01,-6.465864E+00,1.834054E+02,1.727641E+01,-5.648707E+00,5.960195E+02,1.755431E+01,-4.959713E+00,1.392326E+03
1.743865E+01,4.354071E-01,2.508614E+02,1.747303E+01,-7.353513E+00,3.184357E+02,1.735748E+01,-3.068314E+00,2.831624E+02,1.740144E+01,-6.466828E+00,1.834480E+02,1.728942E+01,-5.651640E+00,5.957466E+02,1.757954E+01,-4.960488E+00,1.392364E+03
1.745002E+01,4.353213E-01,2.506162E+02,1.748842E+01,-7.353744E+00,3.186586E+02,1.737089E+01,-3.068314E+00,2.830838E+02,1.741538E+01,-6.469350E+00,1.834619E+02,1.730192E+01,-5.654159E+00,5.958516E+02,1.758817E+01,-4.961114E+00,1.391774E+03
1.746268E+01,4.341834E-01,2.506546E+02,1.749882E+01,-7.356828E+00,3.183768E+02,1.738378E+01,-3.070179E+00,2.832474E+02,1.742911E+01,-6.470904E+00,1.836195E+02,1.731910E+01,-5.656008E+00,5.955191E+02,1.759872E+01,-4.963652E+00,1.390088E+03
1.747529E+01,4.343784E-01,2.507322E+02,1.751488E+01,-7.356454E+00,3.188129E+02,1.739510E+01,-3.070482E+00,2.831232E+02,1.743895E+01,-6.473420E+00,1.838361E+02,1.733284E+01,-5.657837E+00,5.954031E+02,1.761121E+01,-4.964841E+00,1.391803E+03
1.748779E+01,4.344899E-01,2.507263E+02,1.752434E+01,-7.360532E+00,3.185990E+02,1.740907E+01,-3.073463E+00,2.830132E+02,1.745083E+01,-6.475442E+00,1.835355E+02,1.734427E+01,-5.660337E+00,5.958940E+02,1.762553E+01,-4.965292E+00,1.391824E+03
1.750131E+01,4.329662E-01,2.507336E+02,1.753593E+01,-7.361991E+00,3.185144E+02,1.742122E+01,-3.074909E+00,2.828384E+02,1.746562E+01,-6.477272E+00,1.832831E+02,1.735715E+01,-5.662613E+00,5.958276E+02,1.764251E+01,-4.966029E+00,1.392515E+03
1.751271E+01,4.328891E-01,2.505872E+02,1.755188E+01,-7.363306E+00,3.181741E+02,1.743477E+01,-3.074837E+00,2.831737E+02,1.748025E+01,-6.478658E+00,1.832500E+02,1.736863E+01,-5.665201E+00,5.959494E+02,1.765538E+01,-4.966803E+00,1.391394E+03
1.752490E+01,4.325548E-01,2.504015E+02,1.756534E+01,-7.363835E+00,3.185887E+02,1.744766E+01,-3.076567E+00,2.827889E+02,1.749149E+01,-6.480226E+00,1.832006E+02,1.737970E+01,-5.667560E+00,5.962242E+02,1.765977E+01,-4.967121E+00,1.390640E+03
1.753910E+01,4.315219E-01,2.502704E+02,1.757869E+01,-7.364617E+00,3.183296E+02,1.745969E+01,-3.077451E+00,2.827543E+02,1.750531E+01,-6.481921E+00,1.831574E+02,1.739136E+01,-5.670203E+00,5.964761E+02,1.768041E+01,-4.967534E+00,1.390536E+03
1.755246E+01,4.313440E-01,2.505051E+02,1.759224E+01,-7.366809E+00,3.184059E+02,1.747289E+01,-3.079595E+00,2.831863E+02,1.751734E+01,-6.484039E+00,1.831039E+02,1.741054E+01,-5.672922E+00,5.960796E+02,1.768997E+01,-4.972545E+00,1.391641E+03
1.756565E+01,4.304418E-01,2.500738E+02,1.760285E+01,-7.369740E+00,3.177230E+02,1.748508E+01,-3.080718E+00,2.828343E+02,1.753252E+01,-6.485394E+00,1.833170E+02,1.742360E+01,-5.673900E+00,5.958220E+02,1.771197E+01,-4.972359E+00,1.390875E+03
1.757790E+01,4.309261E-01,2.504637E+02,1.761480E+01,-7.371932E+00,3.181913E+02,1.749781E+01,-3.081362E+00,2.828745E+02,1.754253E+01,-6.487441E+00,1.832517E+02,1.743402E+01,-5.677135E+00,5.952309E+02,1.772649E+01,-4.974981E+00,1.389777E+03
1.759094E+01,4.293103E-01,2.504829E+02,1.762879E+01,-7.373429E+00,3.182501E+02,1.751033E+01,-3.083530E+00,2.830001E+02,1.755519E+01,-6.489841E+00,1.836159E+02,1.744407E+01,-5.679584E+00,5.954713E+02,1.773279E+01,-4.976099E+00,1.389028E+03
1.760422E+01,4.298996E-01,2.505650E+02,1.764248E+01,-7.374190E+00,3.181646E+02,1.752422E+01,-3.084181E+00,2.828397E+02,1.756555E+01,-6.491737E+00,1.834647E+02,1.745483E+01,-5.681123E+00,5.953547E+02,1.774547E+01,-4.976357E+00,1.388761E+03
1.761540E+01,4.297689E-01,2.503198E+02,1.765500E+01,-7.377133E+00,3.182302E+02,1.753737E+01,-3.085763E+00,2.828305E+02,1.757884E+01,-6.492313E+00,1.835699E+02,1.747109E+01,-5.683167E+00,5.953265E+02,1.776524E+01,-4.978463E+00,1.389052E+03
1.762837E+01,4.287810E-01,2.504827E+02,1.766833E+01,-7.379463E+00,3.182450E+02,1.754913E+01,-3.087285E+00,2.829196E+02,1.759478E+01,-6.495895E+00,1.832552E+02,1.748543E+01,-5.684288E+00,5.952179E+02,1.777318E+01,-4.981724E+00,1.389457E+03
1.764251E+01,4.283696E-01,2.505426E+02,1.768000E+01,-7.380655E+00,3.181490E+02,1.756144E+01,-3.089131E+00,2.828041E+02,1.760572E+01,-6.496133E+00,1.834346E+02,1.750012E+01,-5.687522E+00,5.950531E+02,1.778285E+01,-4.980239E+00,1.388812E+03
1.765431E+01,4.282388E-01,2.505512E+02,1.769490E+01,-7.382560E+00,3.182235E+02,1.757498E+01,-3.090408E+00,2.827461E+02,1.761999E+01,-6.499099E+00,1.834398E+02,1.750720E+01,-5.688076E+00,5.947432E+02,1.779455E+01,-4.982933E+00,1.387950E+03
1.766821E+01,4.274545E-01,2.503427E+02,1.770627E+01,-7.385095E+00,3.182551E+02,1.758841E+01,-3.091235E+00,2.826656E+02,1.763010E+01,-6.499400E+00,1.834683E+02,1.752281E+01,-5.689834E+00,5.946991E+02,1.780956E+01,-4.983481E+00,1.389101E+03
1.768043E+01,4.272317E-01,2.502472E+02,1.771797E+01,-7.387152E+00,3.185769E+02,1.760045E+01,-3.092764E+00,2.823197E+02,1.764679E+01,-6.502522E+00,1.833551E+02,1.753414E+01,-5.693979E+00,5.947837E+02,1.782373E+01,-4.984715E+00,1.389458E+03
1.769226E+01,4.273238E-01,2.501655E+02,1.773563E+01,-7.388211E+00,3.182814E+02,1.761251E+01,-3.093635E+00,2.823545E+02,1.766123E+01,-6.505044E+00,1.833249E+02,1.754965E+01,-5.694139E+00,5.941733E+02,1.783844E+01,-4.987441E+00,1.388717E+03
1.770745E+01,4.261516E-01,2.502415E+02,1.774377E+01,-7.389727E+00,3.183179E+02,1.762624E+01,-3.094635E+00,2.825157E+02,1.766891E+01,-6.505732E+00,1.835770E+02,1.756066E+01,-5.696491E+00,5.942890E+02,1.784279E+01,-4.989119E+00,1.387849E+03
1.772066E+01,4.260402E-01,2.502405E+02,1.775584E+01,-7.392482E+00,3.181684E+02,1.763785E+01,-3.096610E+00,2.826027E+02,1.768701E+01,-6.509230E+00,1.834738E+02,1.757465E+01,-5.698335E+00,5.940434E+02,1.785791E+01,-4.990986E+00,1.387786E+03
1.773103E+01,4.255516E-01,2.505723E+02,1.777133E+01,-7.393695E+00,3.185517E+02,1.765232E+01,-3.098088E+00,2.825702E+02,1.769890E+01,-6.510469E+00,1.834439E+02,1.758756E+01,-5.699971E+00,5.937158E+02,1.786628E+01,-4.991917E+00,1.389121E+03
1.774299E+01,4.258387E-01,2.503857E+02,1.778163E+01,-7.395359E+00,3.181752E+02,1.766494E+01,-3.099669E+00,2.826251E+02,1.770901E+01,-6.512594E+00,1.837001E+02,1.759903E+01,-5.703250E+00,5.940581E+02,1.788072E+01,-4.991852E+00,1.389848E+03
1.775558E+01,4.244780E-01,2.503511E+02,1.779901E+01,-7.397501E+00,3.179600E+02,1.767770E+01,-3.099915E+00,2.823031E+02,1.772200E+01,-6.513852E+00,1.833619E+02,1.761132E+01,-5.705796E+00,5.944588E+02,1.790283E+01,-4.994275E+00,1.388586E+03
1.777081E+01,4.245637E-01,2.505636E+02,1.781143E+01,-7.398805E+00,3.180044E+02,1.768989E+01,-3.100094E+00,2.824126E+02,1.773259E+01,-6.515291E+00,1.832240E+02,1.762636E+01,-5.706660E+00,5.938349E+02,1.791293E+01,-4.995346E+00,1.386825E+03
1.778253E+01,4.246151E-01,2.501069E+02,1.782401E+01,-7.400012E+00,3.172988E+02,1.770219E+01,-3.102437E+00,2.822123E+02,1.774528E+01,-6.516336E+00,1.832978E+02,1.763971E+01,-5.708708E+00,5.937341E+02,1.792608E+01,-4.996677E+00,1.387651E+03
1.779627E+01,4.240536E-01,2.504289E+02,1.783603E+01,-7.402368E+00,3.176426E+02,1.771457E+01,-3.104076E+00,2.821468E+02,1.776205E+01,-6.519027E+00,1.829984E+02,1.765150E+01,-5.712388E+00,5.934582E+02,1.793166E+01,-4.996631E+00,1.388642E+03
1.780846E+01,4.234900E-01,2.502617E+02,1.784658E+01,-7.404456E+00,3.176477E+02,1.772833E+01,-3.103972E+00,2.822526E+02,1.777252E+01,-6.520529E+00,1.832459E+02,1.766461E+01,-5.713933E+00,5.936009E+02,1.795080E+01,-5.001113E+00,1.388237E+03
1.782144E+01,4.217971E-01,2.503611E+02,1.786083E+01,-7.406347E+00,3.176072E+02,1.774123E+01,-3.107302E+00,2.823139E+02,1.778702E+01,-6.523385E+00,1.833485E+02,1.767605E+01,-5.715293E+00,5.934400E+02,1.797150E+01,-5.001302E+00,1.387308E+03
1.783652E+01,4.223586E-01,2.502943E+02,1.787419E+01,-7.407657E+00,3.178152E+02,1.775290E+01,-3.107740E+00,2.821681E+02,1.779593E+01,-6.524118E+00,1.833004E+02,1.768696E+01,-5.717406E+00,5.932361E+02,1.798327E+01,-5.003149E+00,1.387304E+03
1.784844E+01,4.204492E-01,2.503197E+02,1.788670E+01,-7.409361E+00,3.178302E+02,1.776627E+01,-3.108394E+00,2.821175E+02,1.781574E+01,-6.525857E+00,1.830004E+02,1.769871E+01,-5.719919E+00,5.931584E+02,1.799046E+01,-5.003272E+00,1.387705E+03
1.786350E+01,4.212935E-01,2.498541E+02,1.789875E+01,-7.411251E+00,3.176039E+02,1.777938E+01,-3.111045E+00,2.817617E+02,1.782300E+01,-6.528579E+00,1.830601E+02,1.771718E+01,-5.722058E+00,5.930812E+02,1.800325E+01,-5.004944E+00,1.387713E+03
1.787517E+01,4.209721E-01,2.499004E+02,1.791234E+01,-7.412871E+00,3.175296E+02,1.779284E+01,-3.112033E+00,2.819640E+02,1.783283E+01,-6.529574E+00,1.829216E+02,1.772702E+01,-5.723360E+00,5.935271E+02,1.801994E+01,-5.006159E+00,1.387516E+03
1.788245E+01,4.206528E-01,2.498897E+02,1.792528E+01,-7.414387E+00,3.171949E+02,1.780296E+01,-3.113885E+00,2.819891E+02,1.785164E+01,-6.531808E+00,1.831505E+02,1.773892E+01,-5.726021E+00,5.934109E+02,1.802863E+01,-5.007909E+00,1.386852E+03
1.790193E+01,4.194763E-01,2.501946E+02,1.793811E+01,-7.416342E+00,3.178112E+02,1.781508E+01,-3.114788E+00,2.816934E+02,1.786163E+01,-6.533592E+00,1.826747E+02,1.775141E+01,-5.729352E+00,5.930630E+02,1.804211E+01,-5.009795E+00,1.385568E+03
1.790918E+01,4.193370E-01,2.500327E+02,1.795090E+01,-7.418459E+00,3.174778E+02,1.783101E+01,-3.116697E+00,2.818033E+02,1.787441E+01,-6.533529E+00,1.828099E+02,1.776563E+01,-5.730769E+00,5.927887E+02,1.805523E+01,-5.010745E+00,1.386048E+03
1.791970E+01,4.190691E-01,2.501264E+02,1.796436E+01,-7.421104E+00,3.179343E+02,1.784260E+01,-3.118923E+00,2.816788E+02,1.788715E+01,-6.535698E+00,1.831574E+02,1.777655E+01,-5.733341E+00,5.927509E+02,1.806886E+01,-5.013438E+00,1.386286E+03
1.793090E+01,4.181284E-01,2.499462E+02,1.797675E+01,-7.422296E+00,3.177171E+02,1.785402E+01,-3.117980E+00,2.819417E+02,1.790037E+01,-6.538220E+00,1.829134E+02,1.778843E+01,-5.735596E+00,5.928260E+02,1.808350E+01,-5.013831E+00,1.386474E+03
1.795110E+01,4.182591E-01,2.499336E+02,1.798964E+01,-7.423909E+00,3.180487E+02,1.786797E+01,-3.121364E+00,2.818603E+02,1.791506E+01,-6.541477E+00,1.829821E+02,1.780547E+01,-5.739424E+00,5.926483E+02,1.809753E+01,-5.015285E+00,1.385886E+03
1.796714E+01,4.169712E-01,2.497928E+02,1.800268E+01,-7.425930E+00,3.176280E+02,1.787869E+01,-3.121854E+00,2.816589E+02,1.792470E+01,-6.542337E+00,1.828393E+02,1.781669E+01,-5.742335E+00,5.933324E+02,1.810750E+01,-5.014627E+00,1.384820E+03
1.797143E+01,4.176569E-01,2.498660E+02,1.801446E+01,-7.427839E+00,3.176103E+02,1.789401E+01,-3.122911E+00,2.816225E+02,1.793904E+01,-6.544781E+00,1.830906E+02,1.782785E+01,-5.742941E+00,5.934055E+02,1.811973E+01,-5.017139E+00,1.384918E+03
1.799360E+01,4.160347E-01,2.495973E+02,1.802842E+01,-7.430930E+00,3.172523E+02,1.790394E+01,-3.124518E+00,2.816391E+02,1.795290E+01,-6.545457E+00,1.829846E+02,1.784131E+01,-5.745287E+00,5.925503E+02,1.813506E+01,-5.018159E+00,1.386165E+03
1.800167E+01,4.165854E-01,2.495841E+02,1.804159E+01,-7.431537E+00,3.176033E+02,1.791794E+01,-3.125563E+00,2.814473E+02,1.796199E+01,-6.549719E+00,1.830182E+02,1.785274E+01,-5.747664E+00,5.928287E+02,1.814504E+01,-5.021169E+00,1.384877E+03
1.800959E+01,4.176440E-01,2.496046E+02,1.805394E+01,-7.433258E+00,3.170566E+02,1.793268E+01,-3.129324E+00,2.811821E+02,1.797588E+01,-6.550610E+00,1.828107E+02,1.786791E+01,-5.750286E+00,5.924216E+02,1.815927E+01,-5.021603E+00,1.384602E+03
1.803125E+01,4.163754E-01,2.497354E+02,1.806734E+01,-7.434685E+00,3.173683E+02,1.794183E+01,-3.129828E+00,2.812465E+02,1.799058E+01,-6.552197E+00,1.828462E+02,1.788073E+01,-5.752174E+00,5.924328E+02,1.817146E+01,-5.022784E+00,1.383798E+03
1.803448E+01,4.164676E-01,2.496787E+02,1.807897E+01,-7.436459E+00,3.171299E+02,1.795473E+01,-3.130758E+00,2.815600E+02,1.800316E+01,-6.553905E+00,1.828412E+02,1.789086E+01,-5.754429E+00,5.922789E+02,1.818668E+01,-5.024934E+00,1.384332E+03
1.805433E+01,4.148003E-01,2.498600E+02,1.809254E+01,-7.437729E+00,3.172635E+02,1.796837E+01,-3.132815E+00,2.815830E+02,1.801335E+01,-6.555009E+00,1.828740E+02,1.790837E+01,-5.756181E+00,5.917355E+02,1.819770E+01,-5.025148E+00,1.384194E+03
1.806850E+01,4.149568E-01,2.498274E+02,1.810719E+01,-7.441782E+00,3.167501E+02,1.797946E+01,-3.134680E+00,2.816485E+02,1.802608E+01,-6.556196E+00,1.828499E+02,1.791480E+01,-5.757566E+00,5.915981E+02,1.821487E+01,-5.027499E+00,1.384240E+03
1.807932E+01,4.127259E-01,2.498819E+02,1.811903E+01,-7.442600E+00,3.167069E+02,1.799130E+01,-3.134991E+00,2.812144E+02,1.804103E+01,-6.559803E+00,1.826523E+02,1.793122E+01,-5.758753E+00,5.916398E+02,1.822406E+01,-5.028727E+00,1.382952E+03
1.808896E+01,4.137524E-01,2.499992E+02,1.813080E+01,-7.445078E+00,3.168237E+02,1.800741E+01,-3.136803E+00,2.813618E+02,1.805126E+01,-6.559650E+00,1.827055E+02,1.794632E+01,-5.761595E+00,5.914656E+02,1.823841E+01,-5.027673E+00,1.382925E+03
1.810167E+01,4.141317E-01,2.496386E+02,1.814493E+01,-7.446531E+00,3.168755E+02,1.801691E+01,-3.136306E+00,2.812347E+02,1.806678E+01,-6.562616E+00,1.829191E+02,1.796027E+01,-5.763850E+00,5.914679E+02,1.825068E+01,-5.031775E+00,1.383800E+03
1.811618E+01,4.144403E-01,2.499374E+02,1.815563E+01,-7.448531E+00,3.168364E+02,1.803169E+01,-3.139708E+00,2.813630E+02,1.807958E+01,-6.565010E+00,1.829182E+02,1.796435E+01,-5.764939E+00,5.918238E+02,1.826401E+01,-5.031995E+00,1.384123E+03
1.813025E+01,4.125695E-01,2.499283E+02,1.817059E+01,-7.451009E+00,3.170650E+02,1.804359E+01,-3.139960E+00,2.811248E+02,1.809336E+01,-6.566545E+00,1.828856E+02,1.798091E+01,-5.767175E+00,5.920853E+02,1.827752E+01,-5.033673E+00,1.382980E+03
1.813684E+01,4.130924E-01,2.501219E+02,1.818191E+01,-7.452776E+00,3.168419E+02,1.805548E+01,-3.142206E+00,2.813094E+02,1.810429E+01,-6.568786E+00,1.831059E+02,1.799393E+01,-5.769512E+00,5.919964E+02,1.828979E+01,-5.033726E+00,1.381823E+03
1.815534E+01,4.114445E-01,2.500497E+02,1.819474E+01,-7.454053E+00,3.171127E+02,1.807008E+01,-3.143316E+00,2.811222E+02,1.811768E+01,-6.571173E+00,1.831189E+02,1.800725E+01,-5.771111E+00,5.916058E+02,1.830591E+01,-5.035817E+00,1.381737E+03
1.817034E+01,4.111637E-01,2.500097E+02,1.820842E+01,-7.456131E+00,3.169752E+02,1.808041E+01,-3.143806E+00,2.810935E+02,1.812917E+01,-6.571983E+00,1.828801E+02,1.801966E+01,-5.774732E+00,5.911417E+02,1.831768E+01,-5.037950E+00,1.383127E+03
1.818193E+01,4.117980E-01,2.498412E+02,1.822181E+01,-7.457518E+00,3.170587E+02,1.809603E+01,-3.145360E+00,2.807614E+02,1.814379E+01,-6.574590E+00,1.830301E+02,1.803156E+01,-5.775899E+00,5.918977E+02,1.833286E+01,-5.037923E+00,1.382584E+03
1.819038E+01,4.118238E-01,2.497775E+02,1.823373E+01,-7.460241E+00,3.167691E+02,1.810782E+01,-3.146168E+00,2.810240E+02,1.815605E+01,-6.576052E+00,1.827020E+02,1.804573E+01,-5.778747E+00,5.918333E+02,1.834523E+01,-5.039752E+00,1.381999E+03
1.820703E+01,4.113780E-01,2.499334E+02,1.824548E+01,-7.462524E+00,3.169118E+02,1.811924E+01,-3.146341E+00,2.808818E+02,1.816946E+01,-6.578151E+00,1.826593E+02,1.805705E+01,-5.779991E+00,5.914853E+02,1.835464E+01,-5.040869E+00,1.380813E+03
1.821679E+01,4.106537E-01,2.498457E+02,1.825885E+01,-7.462918E+00,3.166882E+02,1.813214E+01,-3.149169E+00,2.809002E+02,1.817678E+01,-6.579108E+00,1.829796E+02,1.806829E+01,-5.782981E+00,5.915807E+02,1.837096E+01,-5.041580E+00,1.382251E+03
1.822937E+01,4.108959E-01,2.494270E+02,1.827244E+01,-7.466015E+00,3.171549E+02,1.814485E+01,-3.150257E+00,2.806883E+02,1.819628E+01,-6.582221E+00,1.829250E+02,1.808327E+01,-5.785474E+00,5.911536E+02,1.838024E+01,-5.041489E+00,1.382409E+03
1.824540E+01,4.113394E-01,2.497758E+02,1.828710E+01,-7.467512E+00,3.168015E+02,1.815855E+01,-3.151782E+00,2.807350E+02,1.820708E+01,-6.582844E+00,1.828181E+02,1.809715E+01,-5.788179E+00,5.912433E+02,1.839123E+01,-5.043472E+00,1.383127E+03
1.825447E+01,4.093186E-01,2.497167E+02,1.829843E+01,-7.469248E+00,3.166739E+02,1.817124E+01,-3.152232E+00,2.803082E+02,1.821468E+01,-6.586004E+00,1.829739E+02,1.810889E+01,-5.790415E+00,5.907139E+02,1.840877E+01,-5.044363E+00,1.381968E+03
1.826967E+01,4.086715E-01,2.500112E+02,1.831161E+01,-7.471178E+00,3.167185E+02,1.818134E+01,-3.153632E+00,2.806566E+02,1.822840E+01,-6.588057E+00,1.827045E+02,1.812500E+01,-5.791827E+00,5.909278E+02,1.841993E+01,-5.044931E+00,1.381650E+03
1.828354E+01,4.069057E-01,2.495835E+02,1.832314E+01,-7.472093E+00,3.164039E+02,1.819643E+01,-3.154937E+00,2.806496E+02,1.824334E+01,-6.588379E+00,1.828535E+02,1.812824E+01,-5.793527E+00,5.902444E+02,1.843218E+01,-5.046617E+00,1.381905E+03
1.829437E+01,4.075335E-01,2.497560E+02,1.833821E+01,-7.473628E+00,3.165120E+02,1.820737E+01,-3.154846E+00,2.806648E+02,1.825687E+01,-6.590998E+00,1.823633E+02,1.815011E+01,-5.797748E+00,5.901396E+02,1.844441E+01,-5.046850E+00,1.382078E+03
1.830912E+01,4.070492E-01,2.494216E+02,1.835064E+01,-7.476654E+00,3.164867E+02,1.821950E+01,-3.156279E+00,2.805545E+02,1.827062E+01,-6.591774E+00,1.825483E+02,1.816413E+01,-5.799804E+00,5.894931E+02,1.845525E+01,-5.049045E+00,1.381792E+03
