CD1_Ed_prc,CD1_Gnorm_fe_fp_MPa,CD2_Ed_prc,CD2_Gnorm_fe_fp_MPa,CD3_Ed_prc,CD3_Gnorm_fe_fp_MPa,CD4_Ed_prc,CD4_Gnorm_fe_fp_MPa,CD5_Ed_prc,CD5_Gnorm_fe_fp_MPa,CD6_Ed_prc,CD6_Gnorm_fe_fp_MPa,CU1_Ed_prc,CU1_Gnorm_fe_fp_MPa,CU2_Ed_prc,CU2_Gnorm_fe_fp_MPa,CU3_Ed_prc,CU3_Gnorm_fe_fp_MPa,CU4_Ed_prc,CU4_Gnorm_fe_fp_MPa,CU5_Ed_prc,CU5_Gnorm_fe_fp_MPa,CU6_Ed_prc,CU6_Gnorm_fe_fp_MPa,CU7_Ed_prc,CU7_Gnorm_fe_fp_MPa
2.917064E+01,-6.070665E-02,3.370057E+01,-4.489645E-02,3.103776E+01,-8.157153E-03,3.306682E+01,4.752041E-02,3.240034E+01,-4.152775E-02,3.249249E+01,-4.165055E-02,2.928806E+01,1.731130E-01,2.897434E+01,6.603200E-02,2.928968E+01,1.996659E-01,2.948790E+01,-1.300009E-01,2.939744E+01,1.102147E-01,3.129181E+01,1.063305E-01,2.940466E+01,-1.281247E-01
2.919317E+01,-4.771199E-02,3.372393E+01,-4.087645E-02,3.106078E+01,-6.113438E-02,3.309048E+01,1.565852E-02,3.242432E+01,-7.176873E-02,3.251577E+01,-8.929536E-02,2.931026E+01,1.911738E-01,2.899588E+01,7.927387E-02,2.931080E+01,1.925933E-01,2.950802E+01,-1.474770E-01,2.941881E+01,1.722573E-01,3.131415E+01,1.319696E-01,2.943549E+01,-1.047337E-01
2.921606E+01,-5.145479E-02,3.374743E+01,-7.033009E-02,3.108449E+01,-7.005569E-02,3.311388E+01,3.609191E-02,3.244842E+01,-4.733264E-02,3.254000E+01,-1.163616E-01,2.933270E+01,1.906634E-01,2.901759E+01,6.771959E-02,2.933270E+01,1.939423E-01,2.952960E+01,-1.959224E-01,2.944119E+01,9.762185E-03,3.133713E+01,1.276846E-01,2.946567E+01,-5.229765E-02
2.923937E+01,-3.635880E-02,3.377128E+01,-1.035002E-01,3.110770E+01,-8.786503E-02,3.313727E+01,-1.996831E-02,3.247185E+01,-4.327217E-02,3.256350E+01,-1.300644E-01,2.935490E+01,1.898144E-01,2.903923E+01,7.967096E-02,2.935354E+01,2.088126E-01,2.954884E+01,-1.333358E-01,2.946272E+01,1.286629E-01,3.135902E+01,1.339116E-01,2.949579E+01,-6.113230E-02
2.926202E+01,4.225282E-03,3.379523E+01,-9.089434E-02,3.113101E+01,-5.253197E-02,3.316023E+01,1.678566E-02,3.249528E+01,-8.465882E-02,3.258685E+01,-1.410846E-01,2.937692E+01,2.028955E-01,2.906168E+01,8.284934E-02,2.937438E+01,1.546780E-01,2.957013E+01,-1.269067E-01,2.948430E+01,2.354252E-02,3.138063E+01,1.741287E-01,2.952426E+01,-1.095393E-01
2.928488E+01,-3.857873E-02,3.381855E+01,-5.635851E-02,3.115385E+01,-9.405884E-02,3.318356E+01,3.027132E-02,3.251957E+01,-8.020833E-02,3.261133E+01,-1.524578E-01,2.939924E+01,2.292038E-01,2.908300E+01,6.244290E-02,2.939562E+01,1.853663E-01,2.958981E+01,-7.456312E-02,2.950679E+01,1.347648E-01,3.140118E+01,9.854215E-02,2.955121E+01,-4.507755E-02
2.930745E+01,-3.449318E-02,3.384242E+01,-8.198474E-02,3.117725E+01,-8.773265E-02,3.320708E+01,-3.180930E-03,3.254298E+01,-6.301888E-02,3.263497E+01,-1.500778E-01,2.942122E+01,1.584079E-01,2.910477E+01,5.696785E-02,2.941542E+01,5.695173E-02,2.960983E+01,-1.532510E-01,2.952824E+01,1.601991E-01,3.142401E+01,1.558561E-01,2.957809E+01,-2.800263E-02
2.932949E+01,-4.828826E-03,3.386543E+01,-1.295535E-01,3.120037E+01,-7.797092E-02,3.323071E+01,-1.419676E-02,3.256711E+01,-5.226944E-02,3.266013E+01,-1.538570E-01,2.944335E+01,7.173669E-02,2.912623E+01,5.935204E-02,2.943871E+01,1.341047E-01,2.962915E+01,-1.999034E-01,2.955001E+01,1.852251E-01,3.144853E+01,1.058212E-01,2.960338E+01,-1.512889E-02
2.935177E+01,4.759713E-04,3.388914E+01,-9.423255E-02,3.122344E+01,-6.055862E-02,3.325429E+01,-4.984557E-03,3.259135E+01,-6.959807E-02,3.268606E+01,-1.462343E-01,2.946552E+01,1.200829E-01,2.914813E+01,8.814168E-02,2.946034E+01,1.574749E-01,2.964951E+01,-1.717881E-01,2.957201E+01,1.745738E-01,3.147190E+01,1.191438E-01,2.962796E+01,-3.993113E-02
2.937401E+01,-1.898232E-02,3.391257E+01,-8.229014E-02,3.124663E+01,-9.496410E-02,3.327825E+01,6.083587E-02,3.261506E+01,-1.260557E-01,3.271012E+01,-6.324329E-02,2.948762E+01,1.226265E-01,2.917030E+01,1.070707E-01,2.947793E+01,1.202824E-01,2.966991E+01,-1.576145E-01,2.959368E+01,1.731429E-01,3.149534E+01,3.064733E-01,2.965264E+01,-2.725993E-02
2.939576E+01,2.886558E-02,3.393606E+01,-8.102522E-02,3.127029E+01,-1.210569E-01,3.330197E+01,-1.645937E-02,3.263907E+01,-1.335835E-03,3.273223E+01,-1.449102E-01,2.950958E+01,1.411801E-01,2.919222E+01,1.140063E-01,2.949824E+01,1.147366E-01,2.968990E+01,-1.351871E-01,2.961356E+01,1.442483E-01,3.151697E+01,1.421743E-01,2.967752E+01,-5.324544E-03
2.941861E+01,3.152922E-03,3.395939E+01,-4.098003E-02,3.129410E+01,-8.134259E-02,3.332505E+01,-3.367213E-02,3.266171E+01,-2.737062E-02,3.275605E+01,-1.486514E-01,2.953098E+01,9.993434E-02,2.921361E+01,8.126328E-02,2.951943E+01,1.465673E-01,2.970993E+01,-1.169553E-01,2.963447E+01,2.025208E-01,3.153974E+01,2.195445E-01,2.969913E+01,-4.526348E-02
2.944077E+01,5.841277E-02,3.398258E+01,-2.915397E-02,3.131727E+01,-6.000547E-02,3.334856E+01,-2.927111E-02,3.268513E+01,-4.937308E-02,3.277865E+01,-1.335075E-01,2.955317E+01,1.907350E-01,2.923593E+01,6.896578E-02,2.954114E+01,1.180996E-01,2.972979E+01,-9.536050E-02,2.965631E+01,2.360866E-01,3.156088E+01,2.846684E-01,2.972117E+01,-3.675296E-02
2.946369E+01,-5.231281E-02,3.400625E+01,-2.456549E-02,3.134027E+01,-7.296483E-02,3.337211E+01,-3.810957E-02,3.270921E+01,-6.399429E-02,3.280235E+01,-1.042896E-01,2.957507E+01,9.130518E-02,2.925766E+01,3.895111E-02,2.956284E+01,1.498186E-01,2.975041E+01,-9.168414E-02,2.967767E+01,1.490257E-01,3.158413E+01,3.212139E-01,2.974209E+01,-1.655787E-02
2.948627E+01,-2.246436E-02,3.403009E+01,-3.225218E-03,3.136311E+01,-1.334749E-01,3.339570E+01,-5.373504E-02,3.273251E+01,-8.173274E-02,3.282554E+01,-8.624461E-02,2.959740E+01,9.636878E-02,2.927897E+01,9.477707E-02,2.958348E+01,1.719711E-01,2.976858E+01,-8.965615E-02,2.969825E+01,2.626159E-01,3.160763E+01,1.389251E-01,2.976242E+01,1.956016E-03
2.950839E+01,-4.694298E-03,3.405343E+01,-3.518168E-03,3.138533E+01,-7.596708E-02,3.341926E+01,-4.958301E-02,3.275644E+01,-9.891911E-02,3.284855E+01,-1.298552E-01,2.961910E+01,-1.502020E-04,2.930050E+01,7.513963E-02,2.960463E+01,1.293424E-01,2.978944E+01,-1.398839E-01,2.971783E+01,2.722736E-01,3.163108E+01,1.652039E-01,2.978491E+01,-9.295002E-02
2.953135E+01,1.231182E-02,3.407695E+01,8.765659E-03,3.140857E+01,-1.268386E-01,3.344264E+01,-9.446740E-03,3.278059E+01,-1.100113E-01,3.287234E+01,-9.598366E-02,2.964197E+01,6.838770E-02,2.932347E+01,5.522979E-02,2.962704E+01,2.526831E-01,2.980901E+01,-8.694511E-02,2.973952E+01,1.102381E-01,3.165317E+01,2.394519E-01,2.980565E+01,-3.282573E-02
2.955377E+01,-3.638237E-02,3.410090E+01,2.486743E-03,3.143215E+01,-1.264938E-01,3.346596E+01,-4.509281E-02,3.280312E+01,-1.110168E-01,3.289524E+01,-7.454879E-02,2.966440E+01,1.117431E-01,2.934534E+01,2.859645E-02,2.964609E+01,1.978423E-01,2.982813E+01,-4.681193E-02,2.976047E+01,2.724273E-01,3.167356E+01,2.816864E-01,2.982670E+01,2.445080E-02
2.957566E+01,1.578945E-02,3.412463E+01,-2.599535E-02,3.145522E+01,-1.138437E-01,3.348986E+01,-7.542070E-03,3.282636E+01,-1.418831E-01,3.291898E+01,-6.826473E-02,2.968657E+01,1.058815E-01,2.936772E+01,5.877819E-02,2.966669E+01,1.774703E-01,2.984872E+01,1.093844E-02,2.977997E+01,2.331727E-01,3.169467E+01,3.256260E-01,2.984800E+01,-1.649871E-02
2.959869E+01,-5.258710E-03,3.414797E+01,-2.946354E-02,3.147826E+01,-4.207338E-02,3.351288E+01,-5.126755E-02,3.284935E+01,-8.689792E-02,3.294226E+01,-1.203021E-01,2.970909E+01,7.044889E-02,2.939058E+01,4.124069E-02,2.969189E+01,2.070491E-01,2.986820E+01,4.740562E-02,2.979921E+01,1.877567E-01,3.171548E+01,1.231355E-01,2.986747E+01,-2.174146E-02
2.962163E+01,-3.248398E-02,3.417135E+01,-3.099296E-02,3.150068E+01,-5.433989E-02,3.353600E+01,2.438300E-02,3.287232E+01,-1.351709E-01,3.296496E+01,-6.932426E-02,2.973144E+01,1.129292E-01,2.941228E+01,3.780811E-02,2.971341E+01,2.116554E-01,2.988909E+01,2.246019E-03,2.982175E+01,2.130328E-01,3.173868E+01,2.117462E-01,2.988657E+01,-7.342997E-02
2.964479E+01,-5.467986E-02,3.419432E+01,-9.628723E-02,3.152299E+01,-5.102622E-02,3.355969E+01,-1.213253E-02,3.289653E+01,-4.587954E-02,3.298831E+01,-5.212077E-02,2.975438E+01,9.356082E-02,2.943610E+01,3.384757E-02,2.973475E+01,2.189618E-01,2.990866E+01,-6.450609E-02,2.984285E+01,2.035088E-01,3.176144E+01,1.840260E-01,2.990783E+01,7.260493E-02
2.966724E+01,-5.023721E-02,3.421810E+01,-2.292570E-02,3.154575E+01,-9.862425E-02,3.358315E+01,-7.460756E-03,3.291988E+01,-5.834867E-02,3.301165E+01,-9.815316E-02,2.977624E+01,1.070486E-02,2.945893E+01,4.675940E-03,2.975488E+01,2.071326E-01,2.992930E+01,-6.459091E-02,2.986246E+01,1.865061E-01,3.178471E+01,2.099444E-01,2.992733E+01,7.730318E-02
2.968943E+01,2.926653E-02,3.424104E+01,-3.343382E-02,3.156899E+01,-5.962812E-02,3.360662E+01,9.543732E-04,3.294309E+01,-2.432191E-02,3.303409E+01,-7.751497E-02,2.979870E+01,1.062565E-01,2.948200E+01,-3.729731E-04,2.977608E+01,2.128155E-01,2.995202E+01,-4.054289E-02,2.988182E+01,2.889702E-01,3.180609E+01,2.357677E-01,2.994775E+01,3.663921E-02
2.971197E+01,-1.046725E-02,3.426428E+01,-3.955824E-02,3.159257E+01,-3.609015E-02,3.362998E+01,1.309561E-02,3.296723E+01,-3.936055E-02,3.305770E+01,-7.862737E-02,2.982078E+01,8.596958E-02,2.950538E+01,-3.981126E-02,2.979810E+01,1.876964E-01,2.997404E+01,-4.137067E-02,2.990309E+01,1.770511E-01,3.182845E+01,1.156122E-01,2.996897E+01,9.055598E-03
2.973492E+01,5.315602E-03,3.428801E+01,-7.208378E-02,3.161666E+01,-4.492180E-02,3.365348E+01,1.971648E-02,3.299028E+01,-6.417185E-02,3.308145E+01,-3.180053E-02,2.984289E+01,1.620592E-01,2.952837E+01,-3.758934E-02,2.981954E+01,2.029880E-01,2.999463E+01,-2.811633E-02,2.992434E+01,1.903421E-01,3.185186E+01,2.062559E-01,2.998788E+01,6.889597E-03
2.975766E+01,-5.839758E-02,3.431176E+01,-2.808485E-02,3.163943E+01,-8.301064E-02,3.367723E+01,-3.333231E-02,3.301319E+01,-8.931516E-02,3.310444E+01,-4.184940E-02,2.986357E+01,7.901466E-02,2.954948E+01,-3.204927E-02,2.984113E+01,1.875002E-01,3.001868E+01,-7.358203E-02,2.994500E+01,1.553194E-01,3.187413E+01,2.226649E-01,3.000760E+01,3.092997E-02
2.978044E+01,6.029710E-04,3.433497E+01,-5.584447E-02,3.166242E+01,-2.619010E-02,3.370054E+01,-2.617701E-02,3.303720E+01,-7.045873E-02,3.312896E+01,-2.514870E-02,2.988568E+01,4.868594E-02,2.957310E+01,-3.820087E-02,2.986342E+01,1.752051E-01,3.004373E+01,-1.930061E-02,2.996481E+01,6.983675E-02,3.189598E+01,9.511984E-02,3.002782E+01,-8.265804E-03
2.980317E+01,-6.906025E-02,3.435833E+01,-4.559597E-02,3.168526E+01,-2.884779E-02,3.372367E+01,-4.550643E-02,3.306081E+01,-1.937636E-02,3.315108E+01,-6.044722E-03,2.990765E+01,4.508910E-02,2.959483E+01,-4.395361E-02,2.988581E+01,1.773786E-01,3.006547E+01,-8.330088E-02,2.998720E+01,4.972985E-02,3.191777E+01,1.405708E-01,3.004744E+01,2.847181E-02
2.982515E+01,1.333131E-02,3.438192E+01,-4.017392E-02,3.170845E+01,-5.925337E-02,3.374738E+01,-3.716406E-02,3.308422E+01,-8.341072E-02,3.317358E+01,-6.386666E-03,2.992938E+01,9.964391E-02,2.961689E+01,-4.140004E-02,2.990777E+01,1.922281E-01,3.009068E+01,-9.616280E-02,3.000831E+01,6.480427E-02,3.194040E+01,2.186705E-01,3.006762E+01,-2.345424E-02
2.984792E+01,-2.891105E-02,3.440520E+01,-1.367088E-03,3.173161E+01,-6.275466E-02,3.377056E+01,-5.823446E-02,3.310750E+01,-4.909025E-02,3.319853E+01,-4.339858E-02,2.995131E+01,5.276919E-02,2.964016E+01,-4.400744E-02,2.993059E+01,1.713856E-01,3.011434E+01,-1.163062E-01,3.002954E+01,5.056258E-02,3.196209E+01,1.302806E-01,3.008958E+01,5.354650E-03
2.987014E+01,3.458833E-02,3.442918E+01,2.165489E-02,3.175487E+01,-4.030235E-02,3.379389E+01,1.332039E-02,3.313060E+01,-1.269021E-01,3.322212E+01,-1.007586E-01,2.997300E+01,8.977681E-02,2.966183E+01,-3.083652E-02,2.995337E+01,1.593146E-01,3.014151E+01,-1.374009E-01,3.004976E+01,4.787338E-02,3.198350E+01,1.083041E-01,3.010958E+01,1.657741E-02
2.989314E+01,2.152642E-03,3.445231E+01,5.728076E-03,3.177798E+01,-2.808944E-02,3.381745E+01,7.924602E-03,3.315425E+01,-1.337860E-01,3.324566E+01,5.167725E-02,2.999472E+01,1.600264E-01,2.968370E+01,2.941878E-03,2.997607E+01,1.455128E-01,3.016652E+01,-1.051814E-01,3.007196E+01,3.565432E-02,3.200518E+01,8.012972E-02,3.012970E+01,-1.353956E-03
2.991556E+01,1.247843E-04,3.447659E+01,6.618272E-03,3.180084E+01,-2.974640E-02,3.384057E+01,3.194553E-03,3.317811E+01,-1.112698E-01,3.326905E+01,2.269127E-02,3.001643E+01,6.834700E-02,2.970603E+01,9.116746E-02,2.999938E+01,1.472876E-01,3.019121E+01,-9.909938E-02,3.009356E+01,4.469466E-02,3.202748E+01,5.333553E-02,3.014978E+01,-7.131512E-03
2.993831E+01,-1.102083E-02,3.449990E+01,-1.580539E-02,3.182373E+01,-4.680736E-02,3.386359E+01,-6.484303E-02,3.320183E+01,-7.667495E-02,3.329186E+01,1.402983E-02,3.003783E+01,6.704109E-02,2.972885E+01,4.354856E-02,3.002281E+01,1.928500E-01,3.021779E+01,-1.216197E-01,3.011324E+01,1.823298E-01,3.204927E+01,3.364162E-01,3.016787E+01,-6.329768E-02
2.996095E+01,-3.127230E-02,3.452266E+01,-3.258041E-02,3.184671E+01,-6.944920E-03,3.388670E+01,-7.898958E-02,3.322515E+01,-2.147179E-02,3.331516E+01,-6.094876E-02,3.006015E+01,1.287598E-01,2.975238E+01,4.683581E-02,3.004629E+01,1.203804E-01,3.024629E+01,-1.639230E-01,3.013516E+01,5.232315E-02,3.207089E+01,2.183026E-01,3.018736E+01,-3.307749E-02
2.998305E+01,-2.092038E-02,3.454584E+01,-1.257795E-02,3.186982E+01,-2.619218E-03,3.390998E+01,-8.008204E-02,3.324869E+01,1.574223E-02,3.333929E+01,-5.583032E-02,3.008291E+01,1.902778E-01,2.977676E+01,9.968659E-02,3.007025E+01,1.006539E-01,3.027281E+01,-1.929991E-01,3.015602E+01,2.877829E-01,3.209291E+01,1.445438E-01,3.020709E+01,3.390152E-02
3.000538E+01,-5.956815E-02,3.456927E+01,-1.121880E-03,3.189277E+01,-5.722687E-02,3.393329E+01,-3.787445E-02,3.327175E+01,4.480485E-02,3.336011E+01,-4.382422E-02,3.010360E+01,2.544114E-01,2.980086E+01,9.636902E-02,3.009404E+01,9.447248E-02,3.029988E+01,-1.612898E-01,3.017768E+01,2.187522E-01,3.211537E+01,2.548375E-01,3.022524E+01,4.547767E-03
3.002818E+01,7.873876E-03,3.459286E+01,-1.710818E-02,3.191569E+01,-3.081922E-03,3.395660E+01,-4.584934E-02,3.329444E+01,4.388655E-03,3.338408E+01,-3.194616E-02,3.012490E+01,1.625746E-01,2.982482E+01,6.307917E-02,3.011857E+01,1.050642E-01,3.032965E+01,-1.465144E-01,3.019751E+01,2.602951E-01,3.213800E+01,1.071364E-01,3.024398E+01,-2.669986E-02
3.005107E+01,-1.159993E-01,3.461632E+01,-7.874144E-02,3.193854E+01,-4.076300E-02,3.397967E+01,-1.933059E-02,3.331907E+01,5.535123E-03,3.340832E+01,-7.126929E-02,3.014712E+01,1.626185E-01,2.984747E+01,3.525996E-02,3.014257E+01,1.318156E-01,3.035740E+01,-1.286592E-01,3.021914E+01,1.577517E-01,3.216033E+01,1.346810E-01,3.026363E+01,-1.730842E-02
3.007335E+01,-2.234585E-02,3.463975E+01,-5.272245E-02,3.196136E+01,-2.609375E-02,3.400345E+01,-3.196790E-02,3.334360E+01,-4.614388E-02,3.343194E+01,-9.114693E-02,3.016957E+01,2.219275E-01,2.987081E+01,6.025813E-02,3.016669E+01,8.941090E-02,3.038675E+01,-1.152008E-01,3.024008E+01,2.949506E-01,3.218258E+01,3.084821E-01,3.028070E+01,-4.129363E-02
3.009575E+01,-2.505100E-02,3.466269E+01,-1.397406E-02,3.198410E+01,-3.088954E-02,3.402652E+01,-5.491382E-04,3.336781E+01,-3.735358E-03,3.345670E+01,-5.008150E-02,3.019192E+01,2.415615E-01,2.989418E+01,1.046011E-01,3.019027E+01,1.498694E-01,3.041420E+01,-1.269329E-01,3.026249E+01,1.685580E-01,3.220541E+01,3.133360E-01,3.029900E+01,-9.574693E-03
3.011825E+01,-2.428526E-02,3.468616E+01,-7.257629E-02,3.200678E+01,-3.471614E-02,3.404945E+01,-5.670302E-02,3.339081E+01,-3.872002E-03,3.348064E+01,-1.438311E-01,3.021457E+01,1.681819E-01,2.991721E+01,1.020051E-01,3.021175E+01,1.496093E-01,3.044544E+01,-1.093359E-01,3.028367E+01,3.069430E-01,3.222755E+01,3.770628E-01,3.031730E+01,-2.554293E-02
3.014084E+01,-5.963821E-02,3.470928E+01,-4.047767E-02,3.202994E+01,-2.259351E-02,3.407243E+01,5.214065E-03,3.341329E+01,-4.388039E-02,3.350456E+01,-1.255665E-01,3.023628E+01,1.940094E-01,2.994005E+01,2.760590E-02,3.023493E+01,1.414172E-01,3.047528E+01,-1.226152E-01,3.030537E+01,2.266676E-01,3.224998E+01,3.166844E-01,3.033565E+01,-1.362506E-02
3.016321E+01,-3.700443E-02,3.473287E+01,-2.913973E-02,3.205287E+01,1.006527E-02,3.409558E+01,-4.168522E-03,3.343657E+01,-4.677201E-02,3.352952E+01,-1.469030E-01,3.025893E+01,2.226128E-01,2.996226E+01,2.063939E-02,3.025740E+01,1.066130E-01,3.050518E+01,-1.213042E-01,3.032733E+01,2.418022E-01,3.227265E+01,2.077138E-01,3.035556E+01,-6.835761E-02
3.018546E+01,-6.434950E-03,3.475681E+01,-2.794837E-03,3.207574E+01,-4.604153E-02,3.411903E+01,2.849964E-02,3.346004E+01,-6.706536E-02,3.355306E+01,-1.277511E-01,3.028116E+01,1.571773E-01,2.998431E+01,2.955772E-02,3.028002E+01,1.531742E-01,3.053422E+01,-1.467047E-01,3.034902E+01,2.034717E-01,3.229514E+01,2.359902E-01,3.037446E+01,3.345159E-02
3.020820E+01,2.168692E-02,3.478001E+01,-4.020868E-02,3.209851E+01,-5.302985E-03,3.414177E+01,3.596642E-02,3.348410E+01,-1.146138E-01,3.357591E+01,-1.254588E-01,3.030259E+01,1.275481E-01,3.000590E+01,-2.012505E-02,3.030466E+01,1.681519E-01,3.056489E+01,-9.249577E-02,3.037131E+01,1.449300E-01,3.231775E+01,3.026237E-01,3.039237E+01,1.041627E-03
3.023086E+01,1.051298E-02,3.480353E+01,-8.291845E-03,3.212136E+01,-1.088641E-02,3.416511E+01,4.824907E-02,3.350737E+01,-1.338916E-01,3.360017E+01,-6.971557E-02,3.032544E+01,1.047015E-01,3.002713E+01,4.017237E-03,3.032775E+01,2.331125E-01,3.059465E+01,-9.863844E-02,3.039389E+01,8.414838E-02,3.234018E+01,2.722356E-01,3.041184E+01,-2.339617E-02
3.025346E+01,-3.777802E-02,3.482681E+01,1.929108E-02,3.214445E+01,-1.075360E-01,3.418774E+01,3.754595E-02,3.353127E+01,-1.031708E-01,3.362346E+01,-1.034840E-01,3.034793E+01,1.804513E-01,3.004858E+01,2.346585E-02,3.034765E+01,2.043107E-01,3.062289E+01,-5.465724E-02,3.041748E+01,8.582381E-02,3.236333E+01,3.164536E-01,3.043156E+01,-3.232206E-02
3.027587E+01,1.362364E-02,3.484976E+01,6.009595E-02,3.216730E+01,-5.963662E-02,3.421122E+01,1.184835E-03,3.355390E+01,-1.291146E-01,3.364733E+01,-1.072045E-01,3.036956E+01,1.825572E-01,3.007081E+01,2.699074E-02,3.037021E+01,1.892683E-01,3.065265E+01,-6.835511E-02,3.044131E+01,1.475667E-01,3.238571E+01,2.765806E-01,3.045080E+01,-4.838552E-02
3.029797E+01,-3.211724E-02,3.487382E+01,1.402886E-02,3.219012E+01,-4.422841E-02,3.423465E+01,4.976310E-02,3.357690E+01,-7.361574E-02,3.367011E+01,-1.040847E-01,3.039091E+01,1.849465E-01,3.009234E+01,5.072895E-02,3.039074E+01,2.436471E-01,3.068025E+01,-1.257319E-01,3.046376E+01,8.911479E-02,3.240801E+01,2.216283E-01,3.047037E+01,6.401625E-02
3.032069E+01,-3.511260E-02,3.489719E+01,-9.154223E-03,3.221313E+01,-4.936046E-02,3.425760E+01,-2.082200E-02,3.359995E+01,-1.085511E-01,3.369107E+01,-6.237004E-02,3.041211E+01,1.923951E-01,3.011383E+01,4.733173E-02,3.041331E+01,1.823544E-01,3.070803E+01,-9.670333E-02,3.048674E+01,1.182273E-01,3.242986E+01,2.208580E-01,3.049010E+01,3.148210E-02
3.034335E+01,1.068247E-03,3.492029E+01,4.277333E-02,3.223597E+01,-3.325610E-02,3.428155E+01,-3.017225E-03,3.362365E+01,-1.226565E-01,3.371360E+01,1.866802E-02,3.043347E+01,1.490431E-01,3.013552E+01,6.316762E-02,3.043671E+01,2.086002E-01,3.073455E+01,-8.075441E-02,3.050920E+01,6.635765E-03,3.245243E+01,1.092556E-01,3.051005E+01,7.066928E-02
3.036556E+01,9.701940E-03,3.494374E+01,-6.201258E-03,3.225896E+01,-2.545103E-02,3.430573E+01,1.927502E-02,3.364773E+01,-9.801916E-02,3.373542E+01,4.334389E-02,3.045576E+01,2.149629E-01,3.015745E+01,1.858169E-02,3.045970E+01,2.032617E-01,3.076057E+01,-1.177515E-01,3.053393E+01,6.235471E-02,3.247498E+01,7.821295E-02,3.052875E+01,-9.829916E-03
3.038789E+01,-1.939534E-02,3.496672E+01,-3.118604E-02,3.228186E+01,-7.605713E-02,3.432945E+01,1.622990E-02,3.367105E+01,-5.936577E-02,3.375620E+01,-4.252794E-02,3.047719E+01,8.608395E-02,3.017979E+01,6.911559E-02,3.048246E+01,1.963469E-01,3.078647E+01,-1.384075E-01,3.055915E+01,-4.285054E-02,3.249741E+01,1.028371E-01,3.054725E+01,4.803562E-02
3.041017E+01,3.070131E-03,3.499040E+01,-1.573944E-02,3.230486E+01,-4.854229E-02,3.435252E+01,-3.205176E-02,3.369409E+01,-9.559350E-02,3.377937E+01,-9.611181E-02,3.049833E+01,1.308044E-01,3.020179E+01,8.046716E-02,3.050516E+01,2.505891E-01,3.081164E+01,-1.271249E-01,3.058377E+01,7.060693E-03,3.251968E+01,1.386100E-01,3.056509E+01,-2.926682E-02
3.043261E+01,-6.507902E-02,3.501421E+01,-1.025149E-01,3.232774E+01,-6.666078E-02,3.437560E+01,-2.197260E-02,3.371706E+01,-7.534880E-02,3.380278E+01,-1.432094E-02,3.052043E+01,1.619211E-01,3.022362E+01,7.458231E-02,3.052498E+01,2.212044E-01,3.083544E+01,-1.154042E-01,3.060878E+01,-4.676634E-03,3.254212E+01,1.151319E-01,3.058655E+01,-2.154031E-02
3.045503E+01,1.264706E-02,3.503758E+01,-6.761034E-02,3.235047E+01,-6.517722E-02,3.439829E+01,-6.879729E-02,3.374121E+01,-9.482900E-02,3.382635E+01,-2.372186E-02,3.054249E+01,1.327112E-01,3.024540E+01,7.455008E-02,3.054618E+01,1.900527E-01,3.085885E+01,-1.108618E-01,3.063364E+01,1.305056E-01,3.256432E+01,1.337098E-01,3.060732E+01,5.975848E-05
3.047741E+01,2.120286E-03,3.506105E+01,-1.034495E-01,3.237306E+01,-8.352119E-03,3.442228E+01,-1.680588E-02,3.376480E+01,-8.979970E-02,3.384826E+01,-6.020621E-02,3.056448E+01,9.415199E-02,3.026716E+01,7.306435E-02,3.056991E+01,1.649869E-01,3.088213E+01,-1.474514E-01,3.065895E+01,1.101465E-01,3.258612E+01,1.299184E-01,3.062832E+01,3.287093E-02
3.049980E+01,2.830155E-02,3.508433E+01,-7.686865E-02,3.239586E+01,-4.993346E-03,3.444510E+01,3.638479E-03,3.378855E+01,-5.720875E-02,3.387121E+01,-6.689043E-02,3.058596E+01,6.494432E-02,3.028907E+01,6.605062E-02,3.059093E+01,1.175843E-01,3.090393E+01,-1.962481E-01,3.068395E+01,1.638822E-01,3.260853E+01,1.036097E-02,3.064897E+01,-5.174143E-02
3.052249E+01,7.683776E-03,3.510706E+01,-5.514746E-02,3.241894E+01,-4.346944E-02,3.446794E+01,-4.212845E-02,3.381166E+01,-8.225962E-02,3.389506E+01,-2.456182E-02,3.060737E+01,4.673668E-02,3.031069E+01,4.419982E-02,3.061408E+01,1.295440E-01,3.092702E+01,-1.659664E-01,3.070946E+01,9.730466E-02,3.263097E+01,4.882137E-02,3.067053E+01,-8.514162E-02
3.054506E+01,1.156917E-02,3.513069E+01,-3.708386E-02,3.244163E+01,-6.008683E-02,3.449100E+01,-7.151666E-02,3.383475E+01,-7.021590E-02,3.392020E+01,-3.863757E-03,3.062970E+01,-2.481324E-02,3.033269E+01,7.637617E-04,3.063511E+01,1.453491E-01,3.094996E+01,-1.039906E-01,3.073470E+01,1.030680E-01,3.265349E+01,1.288738E-01,3.069169E+01,-6.121811E-02
3.056752E+01,-1.016830E-01,3.515433E+01,-1.064512E-01,3.246456E+01,-1.008702E-01,3.451426E+01,-5.982359E-02,3.385748E+01,-4.824379E-02,3.394387E+01,-6.511738E-02,3.065195E+01,-3.626800E-02,3.035432E+01,1.310787E-03,3.065753E+01,1.547839E-01,3.097180E+01,-1.199383E-01,3.076104E+01,1.223483E-01,3.267626E+01,1.222923E-01,3.071427E+01,-1.071757E-01
