test_id,eax_prc,evol_prc,q_kPa
CD4,16.38852,-6.324169,184.4425
CD4,16.40528,-6.325902,184.3867
CD4,16.41752,-6.327101,184.2851
CD4,16.43099,-6.328753,184.3763
CD4,16.44435,-6.331012,184.3513
CD4,16.45725,-6.332623,184.3385
CD4,16.46799,-6.335692,184.1398
CD4,16.48055,-6.33645,184.4101
CD4,16.49594,-6.338825,183.9054
CD4,16.50969,-6.341347,184.2732
CD4,16.52161,-6.341995,184.242
CD4,16.53546,-6.343562,184.2027
CD4,16.5489,-6.346413,184.4727
CD4,16.56048,-6.347466,184.4344
CD4,16.57238,-6.349032,184.4731
CD4,16.58441,-6.352139,184.3272
CD4,16.60055,-6.35262,184.4598
CD4,16.61477,-6.355105,184.4837
CD4,16.62556,-6.35716,184.4961
CD4,16.6413,-6.359451,184.2463
CD4,16.65162,-6.36171,184.4791
CD4,16.66823,-6.363277,184.5124
CD4,16.67017,-6.364131,184.6018
CD4,16.69409,-6.368991,184.4703
CD4,16.70212,-6.369657,184.4365
CD4,16.72067,-6.37003,184.1006
CD4,16.72896,-6.371879,184.0006
CD4,16.74183,-6.374269,183.7449
CD4,16.75703,-6.374973,184.0973
CD4,16.77042,-6.376347,183.8654
CD4,16.78444,-6.37828,184.2692
CD4,16.79431,-6.382088,184.1446
CD4,16.80901,-6.384309,184.0038
CD4,16.82196,-6.384764,183.8911
CD4,16.83502,-6.386825,183.8874
CD4,16.84787,-6.388912,183.8992
CD4,16.86016,-6.391106,183.8142
CD4,16.87158,-6.392191,183.3063
CD4,16.88553,-6.393102,183.5737
CD4,16.8987,-6.395511,183.4716
CD4,16.91132,-6.397328,183.7327
CD4,16.92379,-6.3989,183.7894
CD4,16.93859,-6.402463,183.896
CD4,16.95048,-6.403149,183.8723
CD4,16.9624,-6.405442,183.7681
CD4,16.97586,-6.40629,184.0389
CD4,16.98792,-6.407548,183.985
CD4,17.00096,-6.409222,183.7968
CD4,17.0154,-6.412087,183.6197
CD4,17.02914,-6.413934,183.7929
CD4,17.04022,-6.415964,183.8374
CD4,17.05263,-6.417523,184.0306
CD4,17.06593,-6.418146,183.765
CD4,17.07935,-6.420605,183.9842
CD4,17.09218,-6.42338,183.9715
CD4,17.10602,-6.425126,184.0174
CD4,17.11794,-6.425818,183.8894
CD4,17.13293,-6.428289,183.7627
CD4,17.14641,-6.429998,184.032
CD4,17.15663,-6.431146,183.6844
CD4,17.17006,-6.433715,183.6112
CD4,17.18254,-6.43557,183.8338
CD4,17.19558,-6.437836,183.5082
CD4,17.2089,-6.440095,183.6226
CD4,17.22104,-6.441725,183.6405
CD4,17.23438,-6.443999,183.9545
CD4,17.24912,-6.446174,183.5818
CD4,17.25959,-6.44701,183.7132
CD4,17.27352,-6.449096,183.6937
CD4,17.28654,-6.451818,183.8493
CD4,17.29916,-6.452704,183.53
CD4,17.31175,-6.454547,183.7838
CD4,17.32396,-6.457223,183.5146
CD4,17.33823,-6.459131,183.7104
CD4,17.3516,-6.461506,183.7742
CD4,17.36287,-6.462275,183.7328
CD4,17.37648,-6.46465,183.409
CD4,17.3902,-6.465864,183.4054
CD4,17.40144,-6.466828,183.448
CD4,17.41538,-6.46935,183.4619
CD4,17.42911,-6.470904,183.6195
CD4,17.43895,-6.47342,183.8361
CD4,17.45083,-6.475442,183.5355
CD4,17.46562,-6.477272,183.2831
CD4,17.48025,-6.478658,183.25
CD4,17.49149,-6.480226,183.2006
CD4,17.50531,-6.481921,183.1574
CD4,17.51734,-6.484039,183.1039
CD4,17.53252,-6.485394,183.317
CD4,17.54253,-6.487441,183.2517
CD4,17.55519,-6.489841,183.6159
CD4,17.56555,-6.491737,183.4647
CD4,17.57884,-6.492313,183.5699
CD4,17.59478,-6.495895,183.2552
CD4,17.60572,-6.496133,183.4346
CD4,17.61999,-6.499099,183.4398
CD4,17.6301,-6.4994,183.4683
CD4,17.64679,-6.502522,183.3551
CD4,17.66123,-6.505044,183.3249
CD4,17.66891,-6.505732,183.577
CD4,17.68701,-6.50923,183.4738
CD4,17.6989,-6.510469,183.4439
CD4,17.70901,-6.512594,183.7001
CD4,17.722,-6.513852,183.3619
CD4,17.73259,-6.515291,183.224
CD4,17.74528,-6.516336,183.2978
CD4,17.76205,-6.519027,182.9984
CD4,17.77252,-6.520529,183.2459
CD4,17.78702,-6.523385,183.3485
CD4,17.79593,-6.524118,183.3004
CD4,17.81574,-6.525857,183.0004
CD4,17.823,-6.528579,183.0601
CD4,17.83283,-6.529574,182.9216
CD4,17.85164,-6.531808,183.1505
CD4,17.86163,-6.533592,182.6747
CD4,17.87441,-6.533529,182.8099
CD4,17.88715,-6.535698,183.1574
CD4,17.90037,-6.53822,182.9134
CD4,17.91506,-6.541477,182.9821
CD4,17.9247,-6.542337,182.8393
CD4,17.93904,-6.544781,183.0906
CD4,17.9529,-6.545457,182.9846
CD4,17.96199,-6.549719,183.0182
CD4,17.97588,-6.55061,182.8107
CD4,17.99058,-6.552197,182.8462
CD4,18.00316,-6.553905,182.8412
CD4,18.01335,-6.555009,182.874
CD4,18.02608,-6.556196,182.8499
CD4,18.04103,-6.559803,182.6523
CD4,18.05126,-6.55965,182.7055
CD4,18.06678,-6.562616,182.9191
CD4,18.07958,-6.56501,182.9182
CD4,18.09336,-6.566545,182.8856
CD4,18.10429,-6.568786,183.1059
CD4,18.11768,-6.571173,183.1189
CD4,18.12917,-6.571983,182.8801
CD4,18.14379,-6.57459,183.0301
CD4,18.15605,-6.576052,182.702
CD4,18.16946,-6.578151,182.6593
CD4,18.17678,-6.579108,182.9796
CD4,18.19628,-6.582221,182.925
CD4,18.20708,-6.582844,182.8181
CD4,18.21468,-6.586004,182.9739
CD4,18.2284,-6.588057,182.7045
CD4,18.24334,-6.588379,182.8535
CD4,18.25687,-6.590998,182.3633
CD4,18.27062,-6.591774,182.5483
CD4,18.2779,-6.594671,182.6449
CD4,18.29488,-6.596301,182.8718
CD4,18.30625,-6.597822,182.6688
CD4,18.32031,-6.600948,182.9087
CD4,18.33301,-6.602784,183.0779
CD4,18.34475,-6.604806,182.8992
CD4,18.35659,-6.607143,183.0142
CD4,18.36829,-6.607804,183.196
CD4,18.38112,-6.610212,182.5614
CD4,18.39748,-6.612343,182.5212
CD4,18.4084,-6.615084,182.5765
CD4,18.42195,-6.616311,182.4539
CD4,18.43501,-6.617383,182.2414
CD4,18.44589,-6.619455,182.4553
CD4,18.45983,-6.62275,182.4037
CD4,18.47049,-6.622788,182.1521
CD4,18.48499,-6.624367,182.2337
CD4,18.49563,-6.626402,182.2598
CD4,18.51066,-6.628663,182.3165
CD4,18.52156,-6.631229,182.3515
CD4,18.53402,-6.631558,181.9717
CD4,18.54597,-6.633348,182.2541
CD4,18.55884,-6.635782,182.3216
CD4,18.57228,-6.638222,182.2481
CD4,18.58402,-6.641464,182.4588
CD4,18.59694,-6.643826,182.3502
CD4,18.60932,-6.645778,182.5441
CD4,18.62098,-6.645456,182.2881
CD4,18.63474,-6.647221,182.5061
CD4,18.64991,-6.6507,182.3467
CD4,18.65748,-6.651573,182.4014
CD4,18.67446,-6.654161,182.2817
CD4,18.68541,-6.65678,182.3593
CD4,18.69881,-6.658635,182.0512
CD4,18.70734,-6.659515,182.0869
CD4,18.71873,-6.661364,182.1436
CD4,18.73291,-6.662712,182.2584
CD4,18.74407,-6.664157,182.3422
CD4,18.75525,-6.66652,182.3532
CD4,18.76997,-6.669517,182.2679
CD4,18.7812,-6.670763,182.096
CD4,18.79967,-6.673119,182.3006
CD4,18.80907,-6.675622,182.119
CD4,18.82597,-6.677709,182.1525
CD4,18.83947,-6.680738,181.9465
CD4,18.84507,-6.680547,182.1447
CD4,18.85538,-6.683506,182.0628
CD4,18.8726,-6.685021,182.4155
CD4,18.8882,-6.688513,182.4201
CD4,18.89643,-6.688488,182.2494
CD4,18.90988,-6.691107,181.926
CD4,18.92406,-6.693879,181.9934
CD4,18.93336,-6.694586,181.9433
CD4,18.94861,-6.696031,182.0418
CD4,18.96119,-6.697481,182.144
CD4,18.97396,-6.700024,182.0965
CD4,18.98507,-6.701936,182.0029
CD4,18.99681,-6.704326,181.9353
CD4,19.00926,-6.705897,182.0088
CD4,19.02477,-6.707298,181.8586
CD4,19.03312,-6.7081,181.9308
CD4,19.0466,-6.71106,181.8889
CD4,19.06046,-6.711907,181.8076
CD4,19.07458,-6.714764,181.8731
CD4,19.08561,-6.716619,181.461
CD4,19.09636,-6.718134,181.5645
CD4,19.11188,-6.720663,181.5606
CD4,19.12298,-6.721569,181.4687
CD4,19.13264,-6.723456,181.5255
CD4,19.14911,-6.726954,181.7223
CD4,19.16,-6.728829,181.7548
CD4,19.17104,-6.729998,181.4926
CD4,19.18386,-6.730903,181.6555
CD4,19.19747,-6.735287,181.7672
CD4,19.20993,-6.7362,181.6704
CD4,19.22037,-6.738375,181.4998
CD4,19.23624,-6.740205,181.3745
CD4,19.24827,-6.743375,181.678
CD4,19.25864,-6.74518,181.3968
CD4,19.27077,-6.746829,181.586
CD4,19.28603,-6.749398,181.7481
CD4,19.29829,-6.751266,181.6345
CD4,19.31027,-6.751234,181.2974
CD4,19.32267,-6.753994,181.3541
CD4,19.33675,-6.757295,181.4278
CD4,19.34814,-6.759451,181.5268
CD4,19.35881,-6.761485,181.5972
CD4,19.37111,-6.761917,181.3085
CD4,19.38339,-6.763484,181.3857
CD4,19.39642,-6.766347,181.2503
CD4,19.4085,-6.76788,181.5781
CD4,19.42114,-6.770705,181.5936
CD4,19.43355,-6.771757,181.5234
CD4,19.4483,-6.773831,181.503
CD4,19.45821,-6.776253,181.4189
CD4,19.47274,-6.777105,180.979
CD4,19.48488,-6.780245,181.3128
CD4,19.49649,-6.781497,181.0061
CD4,19.50886,-6.784185,180.9865
CD4,19.52304,-6.784829,180.7677
CD4,19.5348,-6.787114,181.1178
CD4,19.54635,-6.789238,181.1756
CD4,19.55939,-6.791929,181.2244
CD4,19.57518,-6.79309,181.1456
CD4,19.58268,-6.795787,180.9808
CD4,19.60012,-6.79797,180.9466
CD4,19.60973,-6.799376,181.1363
CD4,19.62148,-6.801641,181.0598
CD4,19.63595,-6.803915,181.0732
CD4,19.64675,-6.805777,181.1269
CD4,19.65851,-6.80869,181.1174
CD4,19.67296,-6.810258,181.269
CD4,19.68369,-6.811682,180.8008
CD4,19.69554,-6.81477,180.9229
CD4,19.70915,-6.816709,180.8155
CD4,19.724,-6.818937,181.0048
CD4,19.7385,-6.819648,180.8684
CD4,19.7506,-6.821794,181.0759
CD4,19.75616,-6.824041,180.9121
CD4,19.77638,-6.825395,180.8272
CD4,19.78823,-6.826428,180.7905
CD4,19.79173,-6.827596,180.5708
CD4,19.81089,-6.830947,180.7412
CD4,19.82368,-6.830717,180.5279
CD4,19.83659,-6.832714,180.7051
CD4,19.84342,-6.835133,180.4809
CD4,19.86511,-6.837765,180.5678
CD4,19.86891,-6.83833,180.3099
CD4,19.87963,-6.840564,180.5625
CD4,19.8982,-6.843261,180.5277
CD4,19.90578,-6.84568,180.5984
CD4,19.92075,-6.848994,180.4821
CD4,19.93481,-6.851028,180.4646
CD4,19.94793,-6.852338,180.5746
CD4,19.95873,-6.853924,180.5147
CD4,19.96768,-6.855702,180.3983
CD4,19.98964,-6.858881,180.3794
CD4,19.99112,-6.860717,180.3664
CD4,20.017,-6.863246,180.346
CD4,20.02254,-6.86496,180.2181
CD4,20.03935,-6.867648,180.2361
CD4,20.05289,-6.868747,180.4464
CD4,20.06329,-6.86955,180.3993
CD4,20.07421,-6.873511,180.2502
CD4,20.08736,-6.875533,180.3243
CD4,20.10101,-6.876856,180.3899
CD4,20.11279,-6.88002,180.3296
CD4,20.12776,-6.881638,180.4501
CD4,20.13786,-6.88348,180.2851
CD4,20.15148,-6.88578,180.2993
CD4,20.16486,-6.888352,180.1706
CD4,20.17557,-6.888224,180.2273
CD4,20.18892,-6.891312,179.9639
CD4,20.20262,-6.891421,180.0227
CD4,20.21383,-6.895298,180.0717
CD4,20.22517,-6.89772,180.1752
CD4,20.24003,-6.899196,180.27
CD4,20.25496,-6.900538,179.9744
CD4,20.26764,-6.901193,179.8498
CD4,20.2792,-6.904235,179.984
CD4,20.29131,-6.90568,180.1357
CD4,20.305,-6.909391,179.7994
CD4,20.31709,-6.909275,179.9695
CD4,20.32746,-6.912291,179.8976
CD4,20.34367,-6.914507,180.1942
CD4,20.35269,-6.916818,179.992
CD4,20.36682,-6.918539,180.1999
CD4,20.38152,-6.921183,179.8871
CD4,20.39174,-6.922873,179.801
CD4,20.40515,-6.924206,179.7846
CD4,20.4182,-6.927745,179.5216
CD4,20.43148,-6.929061,179.5312
CD4,20.44325,-6.930864,179.5454
CD4,20.45596,-6.932303,179.3902
CD4,20.46984,-6.936071,179.2889
CD4,20.48272,-6.937232,179.3476
CD4,20.49613,-6.938805,179.6192
CD4,20.50738,-6.938908,179.4367
CD4,20.51849,-6.943421,179.2767
CD4,20.53306,-6.945829,179.3966
CD4,20.54662,-6.947685,179.2075
CD4,20.55846,-6.948211,179.2304
CD4,20.57184,-6.949662,179.1604
CD4,20.58338,-6.952165,179.3756
CD4,20.59755,-6.954109,179.6441
CD4,20.60761,-6.955773,179.5168
CD4,20.62243,-6.958289,179.5663
CD4,20.63446,-6.960229,179.4966
CD4,20.64758,-6.961762,179.6178
CD4,20.66202,-6.964453,179.3943
CD4,20.67332,-6.966249,179.6033
CD4,20.68585,-6.967128,179.168
CD4,20.69892,-6.968843,179.4773
CD4,20.71083,-6.970526,179.3795
CD4,20.72482,-6.974211,179.1263
CD4,20.73694,-6.97568,179.2006
CD4,20.75089,-6.97719,179.1009
CD4,20.76402,-6.981549,179.1334
CD4,20.77425,-6.981368,178.9987
CD4,20.78819,-6.983295,179.2041
CD4,20.80283,-6.986126,179.0542
CD4,20.8142,-6.987319,179.1962
CD4,20.82729,-6.989008,179.0415
CD4,20.84075,-6.991055,179.1788
CD4,20.85202,-6.994427,179.1014
CD4,20.86577,-6.996737,179.3096
CD4,20.87901,-6.997925,179.0724
CD4,20.89145,-7.000191,179.0751
CD4,20.90371,-7.003035,179.0458
CD4,20.91751,-7.003555,179.0098
CD4,20.92998,-7.007188,178.9052
CD4,20.94166,-7.009089,178.7753
CD4,20.95693,-7.009409,178.9036
CD4,20.96771,-7.013095,178.8022
CD4,20.98226,-7.01366,178.7537
CD4,20.99504,-7.016023,178.7831
CD4,21.00877,-7.017024,179.0476
CD4,21.02056,-7.019002,178.9799
CD4,21.03302,-7.022012,179.138
CD4,21.04641,-7.023135,178.8333
CD4,21.05931,-7.026492,178.8407
CD4,21.07218,-7.027487,178.8485
CD4,21.08518,-7.02888,179.0531
CD4,21.09968,-7.031474,178.7522
CD4,21.11181,-7.03225,178.9454
CD4,21.1248,-7.035075,178.7636
CD4,21.13721,-7.036977,178.7081
CD4,21.15002,-7.039987,178.6482
CD4,21.16259,-7.043088,178.928
CD4,21.17558,-7.044417,178.7758
CD4,21.18887,-7.047125,178.558
CD4,21.20157,-7.047966,178.2648
CD4,21.21574,-7.050444,178.2512
CD4,21.22542,-7.053917,178.5247
CD4,21.24054,-7.055844,178.4181
CD4,21.25323,-7.057847,178.5571
CD4,21.2662,-7.059528,178.1964
CD4,21.27854,-7.062065,178.5321
CD4,21.29175,-7.063445,178.2448
CD4,21.30509,-7.065857,178.2927
CD4,21.31795,-7.067894,178.0734
CD4,21.33089,-7.069633,178.0207
CD4,21.34501,-7.071302,177.9998
CD4,21.35546,-7.072966,178.1906
CD4,21.37178,-7.074794,178.4488
CD4,21.38201,-7.077318,177.932
CD4,21.39373,-7.07801,177.9174
CD4,21.41224,-7.080006,178.0498
CD4,21.42159,-7.079937,178.2029
CD4,21.43262,-7.082499,178.1903
CD4,21.44759,-7.085823,178.4695
CD4,21.46758,-7.088469,178.3518
CD4,21.46984,-7.090325,178.2405
CD4,21.48019,-7.090785,178.3545
CD4,21.50575,-7.094568,178.1016
CD4,21.51098,-7.094715,178.132
CD4,21.52741,-7.096614,177.7964
CD4,21.54218,-7.099524,178.1137
CD4,21.55345,-7.101507,177.7891
CD4,21.56244,-7.104312,177.8918
CD4,21.57511,-7.106739,177.7688
CD4,21.59584,-7.108761,177.7767
CD4,21.60238,-7.110707,177.6626
CD4,21.61867,-7.112246,177.8847
CD4,21.63179,-7.115694,177.9088
CD4,21.6458,-7.117659,177.9716
CD4,21.65911,-7.118454,177.966
CD4,21.67,-7.124348,177.9621
CD4,21.6856,-7.124818,177.715
CD4,21.69843,-7.125594,177.5078
CD4,21.71206,-7.125697,177.3583
CD4,21.72253,-7.130729,177.7562
CD4,21.73271,-7.131764,177.6593
CD4,21.74761,-7.133863,177.5533
CD4,21.76314,-7.134877,177.7173
CD4,21.77462,-7.136476,177.6815
CD4,21.78908,-7.139101,177.7328
CD4,21.80029,-7.140506,177.7161
CD4,21.81329,-7.141438,177.7769
CD4,21.82792,-7.143216,177.5884
CD4,21.84163,-7.145456,177.7195
CD4,21.85342,-7.148166,177.5542
CD4,21.86658,-7.150694,177.7204
CD4,21.88034,-7.152383,177.4471
CD4,21.8935,-7.153545,177.5327
CD4,21.90958,-7.155631,177.582
CD4,21.91703,-7.156902,177.4469
CD4,21.93488,-7.16089,177.439
CD4,21.94399,-7.16039,177.4895
CD4,21.95954,-7.164908,177.4773
CD4,21.97569,-7.166231,177.5953
CD4,21.97961,-7.16779,177.4548
CD4,22.00293,-7.171444,177.5547
CD4,22.00857,-7.173344,177.3847
CD4,22.02329,-7.175149,177.1761
CD4,22.03803,-7.176901,177.2513
CD4,22.04349,-7.176579,177.3897
CD4,22.06749,-7.181163,177.2524
CD4,22.08296,-7.183563,177.3728
CD4,22.08939,-7.184001,177.2839
CD4,22.10328,-7.187101,177.0558
CD4,22.11903,-7.189733,177.0046
CD4,22.13219,-7.191992,177.0554
CD4,22.1442,-7.191666,177.0163
CD4,22.15525,-7.193675,176.9649
CD4,22.16771,-7.196448,176.8737
CD4,22.18269,-7.197956,177.1602
CD4,22.19516,-7.199999,177.0951
CD4,22.20661,-7.202367,177.0212
CD4,22.22046,-7.20412,177.0742
CD4,22.23281,-7.206181,177.2826
CD4,22.2459,-7.206835,176.9648
CD4,22.25981,-7.209185,177.14
CD4,22.27298,-7.210687,176.9276
CD4,22.2862,-7.212793,176.8695
CD4,22.30017,-7.214924,176.8997
CD4,22.3132,-7.215572,176.9582
CD4,22.32546,-7.217183,176.7208
CD4,22.33817,-7.219798,176.5604
CD4,22.35388,-7.221241,176.4649
CD4,22.36539,-7.223635,176.6636
CD4,22.37901,-7.225518,176.6944
CD4,22.3931,-7.224889,176.5221
CD4,22.40459,-7.228149,176.5444
CD4,22.41686,-7.229967,176.6798
CD4,22.43175,-7.232239,176.6631
CD4,22.44073,-7.234807,176.8665
CD4,22.45898,-7.238043,176.5572
CD4,22.47231,-7.240365,176.55
CD4,22.4839,-7.24145,176.8116
CD4,22.49221,-7.242336,176.523
CD4,22.50317,-7.245843,176.826
CD4,22.52036,-7.248525,176.4176
CD4,22.53851,-7.2518,176.3874
CD4,22.54547,-7.251876,176.4684
CD4,22.55672,-7.255177,176.5704
CD4,22.57131,-7.256003,176.448
CD4,22.5878,-7.25784,176.4345
CD4,22.60315,-7.261416,176.4633
CD4,22.617,-7.261319,176.3736
CD4,22.62717,-7.263637,176.4676
CD4,22.64177,-7.266385,176.285
CD4,22.65352,-7.266366,176.3125
CD4,22.66675,-7.268484,176.4485
CD4,22.68276,-7.271444,176.0974
CD4,22.69309,-7.272151,176.1383
CD4,22.70672,-7.274063,175.9211
CD4,22.72019,-7.275123,175.983
CD4,22.73306,-7.277298,175.7039
CD4,22.74497,-7.27952,176.1899
CD4,22.75914,-7.281703,175.7896
CD4,22.77398,-7.283171,175.8791
CD4,22.78681,-7.283706,175.875
CD4,22.7999,-7.2868,176.1736
CD4,22.81129,-7.288982,175.9264
CD4,22.8293,-7.292167,176.0345
CD4,22.83725,-7.293374,175.7882
CD4,22.85323,-7.295461,176.0786
CD4,22.86595,-7.297251,175.8106
CD4,22.88332,-7.299376,176.0953
CD4,22.88783,-7.301187,175.7844
CD4,22.90487,-7.303484,175.7934
CD4,22.92333,-7.305249,175.8824
CD4,22.9286,-7.307748,175.9914
CD4,22.94324,-7.309109,175.8565
CD4,22.96111,-7.312504,175.9095
CD4,22.96759,-7.314667,175.489
CD4,22.98381,-7.315887,175.5145
CD4,22.99915,-7.318045,175.3306
CD4,23.01021,-7.31972,175.7722
CD4,23.0239,-7.320189,175.5019
CD4,23.03723,-7.322044,175.5576
CD4,23.05007,-7.324425,175.7451
CD4,23.0621,-7.326519,175.632
CD4,23.07669,-7.327558,175.6694
CD4,23.09035,-7.329804,175.7584
CD4,23.10135,-7.331243,175.7481
CD4,23.1134,-7.334761,175.4828
CD4,23.12831,-7.332739,175.3793
CD4,23.14598,-7.33772,175.1968
CD4,23.14876,-7.340617,175.2335
CD4,23.16308,-7.342466,175.2948
CD4,23.18325,-7.343152,175.4651
CD4,23.19338,-7.34344,175.2889
CD4,23.20473,-7.347163,175.3596
CD4,23.22012,-7.34624,175.365
CD4,23.23158,-7.350786,175.4249
CD4,23.2342,-7.352601,175.3921
CD4,23.23532,-7.355361,175.6647
CD4,23.2365,-7.357204,175.4816
CD4,23.23676,-7.359869,175.5408
CD4,23.23483,-7.361916,175.4911
CD5,0.0,0.0,-0.2738744
CD5,-0.004223942,-0.001283701,0.06671707
CD5,-0.0005681598,-0.0007790884,-0.1341787
CD5,0.0003341432,0.0001477945,-0.06534644
CD5,-0.002564869,-0.0009099921,-0.2778046
CD5,0.002015337,0.0003483728,0.5949897
CD5,0.007046114,0.006224261,13.92897
CD5,0.01710068,0.01104236,26.20967
CD5,0.02272174,0.01592803,37.80157
CD5,0.03101827,0.02238454,49.65613
CD5,0.04227086,0.02745389,60.99101
CD5,0.05062793,0.03410465,72.43159
CD5,0.05867182,0.04063716,84.04931
CD5,0.07181401,0.04803534,95.3369
CD5,0.08666999,0.05376343,106.5443
CD5,0.09393266,0.06061899,117.3123
CD5,0.1088829,0.06351787,128.0935
CD5,0.1113745,0.06931775,138.826
CD5,0.1227796,0.0741633,149.2001
CD5,0.1349589,0.07983861,159.7075
CD5,0.1477646,0.085212,169.346
CD5,0.1564593,0.09043759,179.1613
CD5,0.1691254,0.09597989,188.9356
CD5,0.1797236,0.1003799,198.3423
CD5,0.1911683,0.1052255,207.7859
CD5,0.2017526,0.1084157,216.5478
CD5,0.2092249,0.1139116,225.3334
CD5,0.2249971,0.1185946,234.0767
CD5,0.2384315,0.1235056,242.3173
CD5,0.2440165,0.1260835,250.7455
CD5,0.2575289,0.1293118,258.7773
CD5,0.2640383,0.1302957,266.4548
CD5,0.2841696,0.1338406,274.1591
CD5,0.2960439,0.1342523,281.6624
CD5,0.3096762,0.1398833,288.6459
CD5,0.3100139,0.1412958,295.88
CD5,0.3305258,0.14585,302.9293
CD5,0.3412557,0.1467135,309.7205
CD5,0.3523814,0.1472435,315.9635
CD5,0.3681816,0.1522242,322.4276
CD5,0.3785272,0.151823,328.8074
CD5,0.3906402,0.1539111,334.7466
CD5,0.4004433,0.157171,340.8256
CD5,0.4152911,0.1569789,346.7627
CD5,0.4262945,0.1579712,352.182
CD5,0.4407023,0.1589298,357.6666
CD5,0.4482525,0.1616746,362.9563
CD5,0.460511,0.1623586,368.4035
CD5,0.4752413,0.1626943,373.639
CD5,0.4849454,0.1612438,378.5558
CD5,0.5012858,0.1643243,383.6708
CD5,0.5135047,0.1651224,388.2404
CD5,0.5239144,0.1643243,393.0258
CD5,0.5378355,0.1651541,397.8416
CD5,0.5522502,0.1650063,402.1549
CD5,0.5657556,0.1660767,406.6102
CD5,0.5666894,0.1634544,410.9842
CD5,0.5860254,0.162346,415.4031
CD5,0.6005543,0.1630216,419.4632
CD5,0.6051298,0.1597743,423.3887
CD5,0.6184688,0.1589572,427.609
CD5,0.6378572,0.1566179,431.6503
CD5,0.6462073,0.1557543,435.2038
CD5,0.6605079,0.1538795,439.4448
CD5,0.672983,0.1526992,442.7547
CD5,0.6878343,0.151179,446.6737
CD5,0.6987388,0.1492725,450.0956
CD5,0.7093697,0.1462237,453.8582
CD5,0.7224234,0.143764,457.0485
CD5,0.7373527,0.1426808,460.7128
CD5,0.7498313,0.1387432,463.9642
CD5,0.762729,0.1377973,467.1848
CD5,0.7773789,0.139195,470.4011
CD5,0.7843319,0.1357873,473.5572
CD5,0.8017597,0.131668,476.7988
CD5,0.8144013,0.130644,479.9352
CD5,0.8241007,0.1285179,482.9315
CD5,0.8399079,0.1246584,486.0834
CD5,0.8530792,0.1250321,489.0512
CD5,0.8631838,0.1224288,491.9534
CD5,0.877325,0.1190337,494.9303
CD5,0.8880909,0.1179379,497.593
CD5,0.9048586,0.1148258,500.4918
CD5,0.9159226,0.1118045,503.1695
CD5,0.9301662,0.1091822,505.7095
CD5,0.9404349,0.1048518,508.5002
CD5,0.9536912,0.1028798,511.3314
CD5,0.9658461,0.09800889,513.7238
CD5,0.9778904,0.09562518,516.5122
CD5,0.9920036,0.0932288,518.7579
CD5,1.005892,0.08945792,521.4222
CD5,1.017891,0.08695808,523.9692
CD5,1.029389,0.08235112,526.4242
CD5,1.044322,0.0801152,528.6983
CD5,1.055429,0.07574048,530.999
CD5,1.067783,0.07306645,533.1077
CD5,1.078101,0.07039243,535.6611
CD5,1.096512,0.06599871,537.8177
CD5,1.105815,0.06290558,540.2035
CD5,1.123246,0.05992224,542.2978
CD5,1.131368,0.05521182,544.6254
CD5,1.143807,0.05151484,546.7039
CD5,1.16121,0.04636526,548.8698
CD5,1.169027,0.04253738,551.2513
CD5,1.18326,0.03879396,553.1292
CD5,1.198063,0.03589507,555.1868
CD5,1.212996,0.03032744,557.3083
CD5,1.221562,0.02637288,559.2918
CD5,1.23619,0.02099738,561.2766
CD5,1.249801,0.01877624,563.3396
CD5,1.261463,0.01376178,565.1058
CD5,1.276684,0.009245604,567.1303
CD5,1.286335,0.005797769,568.9798
CD5,1.301172,0.00135971,571.0201
CD5,1.315909,-0.002989672,572.6726
CD5,1.330481,-0.009401844,574.5628
CD5,1.345063,-0.01196502,576.4474
CD5,1.350776,-0.01600615,578.3686
CD5,1.363545,-0.02089604,579.943
CD5,1.372119,-0.02431009,582.0991
CD5,1.385503,-0.03009097,583.6832
CD5,1.408235,-0.03585073,585.6614
CD5,1.41697,-0.04014944,587.1511
CD5,1.429203,-0.04478808,588.9243
CD5,1.441172,-0.04866663,590.5486
CD5,1.454212,-0.05694101,592.4285
CD5,1.466857,-0.0601756,593.8477
CD5,1.483301,-0.06575379,595.7171
CD5,1.499307,-0.07029742,597.262
CD5,1.504882,-0.07649634,598.8189
CD5,1.51838,-0.08061348,600.57
CD5,1.53094,-0.0860312,601.9045
CD5,1.545678,-0.09129691,603.5566
CD5,1.555449,-0.09319079,605.0013
CD5,1.565821,-0.1004074,606.8445
CD5,1.589658,-0.1061038,608.1184
CD5,1.593012,-0.1094461,609.6512
CD5,1.608841,-0.1164389,611.1236
CD5,1.624763,-0.1216898,612.6463
CD5,1.638651,-0.1273144,614.2106
CD5,1.655442,-0.1334944,615.5541
CD5,1.664488,-0.1398073,616.9313
CD5,1.669612,-0.1449759,618.4345
CD5,1.693463,-0.1512318,619.8009
CD5,1.70633,-0.1552582,621.21
CD5,1.713581,-0.1584421,622.6451
CD5,1.726642,-0.166651,623.994
CD5,1.739409,-0.1728753,625.2229
CD5,1.749499,-0.1793191,626.6373
CD5,1.765776,-0.1849564,627.9926
CD5,1.783903,-0.191755,629.0673
CD5,1.790319,-0.1981207,630.4639
CD5,1.806479,-0.2015411,631.7376
CD5,1.821213,-0.2077653,632.983
CD5,1.83064,-0.2129909,634.2476
CD5,1.843981,-0.2175852,635.5348
