test_id,eax_prc,evol_prc,q_kPa
CD4,7.401268,-4.379768,213.1623
CD4,7.412219,-4.385102,212.88
CD4,7.422065,-4.391009,212.9763
CD4,7.436984,-4.397242,212.7471
CD4,7.447463,-4.40198,212.886
CD4,7.464802,-4.40548,212.6165
CD4,7.477002,-4.411898,212.644
CD4,7.489296,-4.417896,212.2297
CD4,7.502166,-4.424141,212.4276
CD4,7.511857,-4.43049,212.6591
CD4,7.526868,-4.435703,212.4578
CD4,7.541382,-4.441321,212.3269
CD4,7.550807,-4.447098,212.1569
CD4,7.563255,-4.451985,212.1916
CD4,7.580013,-4.4585,212.1419
CD4,7.592253,-4.46277,211.9887
CD4,7.605095,-4.468361,211.5956
CD4,7.619397,-4.473008,211.4326
CD4,7.631185,-4.477413,211.4935
CD4,7.642512,-4.484326,211.834
CD4,7.654463,-4.489816,211.5295
CD4,7.670039,-4.496634,211.2993
CD4,7.682246,-4.501037,211.1133
CD4,7.695348,-4.50639,210.7539
CD4,7.708209,-4.51179,210.9516
CD4,7.720447,-4.517708,211.121
CD4,7.734461,-4.523179,210.627
CD4,7.746009,-4.527999,210.7682
CD4,7.759384,-4.532911,210.4936
CD4,7.772222,-4.538098,210.5287
CD4,7.785008,-4.541693,210.3035
CD4,7.79942,-4.549043,210.0572
CD4,7.811669,-4.553211,210.0693
CD4,7.825222,-4.55868,209.8847
CD4,7.837167,-4.56399,209.7576
CD4,7.849338,-4.570101,209.6779
CD4,7.862841,-4.57444,209.5494
CD4,7.87578,-4.578902,209.42
CD4,7.887802,-4.584237,209.7292
CD4,7.900822,-4.589128,209.3827
CD4,7.913626,-4.59343,209.3567
CD4,7.927103,-4.598611,208.9965
CD4,7.940414,-4.603399,208.7821
CD4,7.952806,-4.606918,208.827
CD4,7.966352,-4.614769,208.7419
CD4,7.979081,-4.620714,208.7545
CD4,7.992339,-4.625733,208.6679
CD4,8.003478,-4.630638,208.412
CD4,8.015944,-4.635767,208.2925
CD4,8.030242,-4.639543,208.2024
CD4,8.043198,-4.644453,208.1381
CD4,8.053552,-4.64853,208.3638
CD4,8.065213,-4.654058,208.373
CD4,8.082105,-4.657916,207.8896
CD4,8.091551,-4.662609,208.1056
CD4,8.106133,-4.667822,207.7043
CD4,8.119803,-4.672643,207.5445
CD4,8.129813,-4.677425,207.6546
CD4,8.147252,-4.682766,207.4852
CD4,8.156985,-4.687362,207.0404
CD4,8.167943,-4.691523,207.2291
CD4,8.185276,-4.69816,206.9408
CD4,8.197454,-4.701814,207.1257
CD4,8.20826,-4.706777,207.0479
CD4,8.221823,-4.71025,206.8378
CD4,8.236575,-4.715688,206.8203
CD4,8.247511,-4.720419,206.7166
CD4,8.260893,-4.725278,206.5756
CD4,8.274265,-4.729187,206.6257
CD4,8.285404,-4.734902,206.5465
CD4,8.298016,-4.738998,206.6008
CD4,8.311327,-4.743304,206.4499
CD4,8.324173,-4.74878,206.0853
CD4,8.337008,-4.753858,205.8905
CD4,8.349958,-4.757306,206.0131
CD4,8.361249,-4.761542,205.8953
CD4,8.375199,-4.766435,205.7854
CD4,8.387176,-4.770319,206.0388
CD4,8.400426,-4.775853,205.5974
CD4,8.413677,-4.779833,205.4297
CD4,8.427389,-4.784345,205.4751
CD4,8.439214,-4.788216,205.4537
CD4,8.451864,-4.794636,205.4414
CD4,8.463085,-4.798719,205.3764
CD4,8.477886,-4.801826,205.0944
CD4,8.48932,-4.805184,204.9417
CD4,8.503316,-4.81095,204.8482
CD4,8.516205,-4.817111,204.8775
CD4,8.528668,-4.819924,204.474
CD4,8.54188,-4.823691,204.4284
CD4,8.553267,-4.828115,204.1676
CD4,8.567113,-4.831525,204.1929
CD4,8.578927,-4.836911,204.2869
CD4,8.592984,-4.840724,204.1037
CD4,8.605453,-4.845584,203.9157
CD4,8.616603,-4.849648,203.9977
CD4,8.632278,-4.853312,203.7831
CD4,8.640697,-4.857799,203.7829
CD4,8.658094,-4.861929,203.8695
CD4,8.671229,-4.867064,203.6677
CD4,8.683091,-4.86922,203.4638
CD4,8.696349,-4.873709,203.3095
CD4,8.707587,-4.879338,203.2893
CD4,8.719578,-4.882317,203.1791
CD4,8.731753,-4.887048,202.8753
CD4,8.744681,-4.890445,203.0774
CD4,8.756626,-4.894341,202.8844
CD4,8.770061,-4.897089,202.7461
CD4,8.78427,-4.902489,202.7744
CD4,8.796012,-4.906706,203.1662
CD4,8.808705,-4.909961,202.5735
CD4,8.822169,-4.913831,202.8117
CD4,8.833028,-4.919732,202.6916
CD4,8.847091,-4.923699,202.6845
CD4,8.859135,-4.927532,202.2156
CD4,8.875144,-4.931582,202.522
CD4,8.882796,-4.937463,202.4934
CD4,8.8997,-4.941385,202.7804
CD4,8.91321,-4.943574,202.4021
CD4,8.925861,-4.947195,202.4117
CD4,8.932184,-4.951804,202.3311
CD4,8.94719,-4.956047,202.1956
CD4,8.961844,-4.960978,202.319
CD4,8.975691,-4.965261,202.129
CD4,8.985232,-4.968868,201.9361
CD4,9.001671,-4.972798,201.9558
CD4,9.012415,-4.97686,201.9657
CD4,9.023025,-4.981963,201.5983
CD4,9.037174,-4.984692,201.8552
CD4,9.049292,-4.988615,201.527
CD4,9.06287,-4.991531,201.6209
CD4,9.07621,-4.996562,201.4909
CD4,9.08743,-4.999945,201.3482
CD4,9.101813,-5.001628,201.1668
CD4,9.112771,-5.006443,201.0729
CD4,9.125788,-5.009575,200.9399
CD4,9.138853,-5.014441,201.0985
CD4,9.147803,-5.018621,200.6948
CD4,9.167027,-5.0219,200.7146
CD4,9.17917,-5.026139,200.5727
CD4,9.187288,-5.030113,200.6097
CD4,9.203063,-5.033174,200.7249
CD4,9.214465,-5.037688,200.3353
CD4,9.22593,-5.041982,200.4233
CD4,9.239624,-5.044872,200.4775
CD4,9.252683,-5.048101,200.5194
CD4,9.264074,-5.053242,200.3684
CD4,9.279884,-5.055398,199.8803
CD4,9.291445,-5.058552,200.0296
CD4,9.301128,-5.062557,200.1533
CD4,9.314185,-5.066781,200.1597
CD4,9.328436,-5.068862,199.8614
CD4,9.342361,-5.072669,199.8981
CD4,9.353888,-5.077047,200.0595
CD4,9.366531,-5.080739,199.6014
CD4,9.379061,-5.085194,199.6592
CD4,9.39239,-5.088436,199.5368
CD4,9.405602,-5.091126,199.3912
CD4,9.415913,-5.095279,199.0734
CD4,9.431141,-5.099728,199.416
CD4,9.440385,-5.103508,199.5017
CD4,9.456078,-5.106358,199.2152
CD4,9.465538,-5.111186,198.7731
CD4,9.477918,-5.113305,199.0637
CD4,9.491712,-5.116881,198.8418
CD4,9.503873,-5.121111,199.1547
CD4,9.518289,-5.125432,198.6011
CD4,9.529544,-5.127294,198.7733
CD4,9.544684,-5.131299,198.4999
CD4,9.555524,-5.134265,198.4803
CD4,9.570074,-5.136596,198.5186
CD4,9.580105,-5.140031,198.409
CD4,9.592728,-5.144062,198.3416
CD4,9.608077,-5.147779,198.3379
CD4,9.618484,-5.151149,198.463
CD4,9.629861,-5.15366,198.3992
CD4,9.644939,-5.158532,197.9172
CD4,9.657959,-5.161761,198.2408
CD4,9.669353,-5.164637,198.0831
CD4,9.681057,-5.168529,197.9483
CD4,9.695813,-5.171962,197.7849
CD4,9.708819,-5.175372,198.2037
CD4,9.722144,-5.178979,198.1426
CD4,9.733413,-5.181983,198.0647
CD4,9.746132,-5.18423,197.8635
CD4,9.759053,-5.188094,197.6792
CD4,9.771722,-5.190188,197.6304
CD4,9.783571,-5.192697,197.5008
CD4,9.797151,-5.19723,197.4873
CD4,9.809447,-5.199965,197.2894
CD4,9.820973,-5.203053,197.6394
CD4,9.836979,-5.207502,197.4706
CD4,9.848681,-5.209833,197.1659
CD4,9.86124,-5.213876,197.0398
CD4,9.872701,-5.217381,197.4646
CD4,9.885303,-5.220109,197.3067
CD4,9.898359,-5.223854,197.289
CD4,9.909458,-5.228019,197.1251
CD4,9.926557,-5.231479,197.0706
CD4,9.938481,-5.233995,196.9417
CD4,9.946399,-5.23795,197.1779
CD4,9.960075,-5.242086,196.7927
CD4,9.972279,-5.244846,196.5702
CD4,9.987472,-5.24541,196.6622
CD4,9.999093,-5.248382,196.404
CD4,10.01241,-5.251542,196.7781
CD4,10.02578,-5.253275,196.5016
CD4,10.03738,-5.257261,196.3549
CD4,10.0506,-5.260112,196.3798
CD4,10.06315,-5.263116,196.2429
CD4,10.07561,-5.266404,195.9507
CD4,10.08914,-5.269605,196.0537
CD4,10.10188,-5.272693,195.9177
CD4,10.11511,-5.274896,196.0898
CD4,10.12811,-5.279564,195.9206
CD4,10.13666,-5.281939,196.0715
CD4,10.15008,-5.285984,195.7728
CD4,10.16674,-5.288975,196.0509
CD4,10.17957,-5.291761,195.6418
CD4,10.19037,-5.294502,195.3889
CD4,10.19961,-5.297918,195.4166
CD4,10.21431,-5.301319,195.4906
CD4,10.22613,-5.304029,195.5814
CD4,10.24133,-5.305819,195.5969
CD4,10.25623,-5.308785,195.565
CD4,10.2646,-5.312477,195.5227
CD4,10.28033,-5.314814,195.4331
CD4,10.29076,-5.317099,195.1193
CD4,10.30424,-5.320193,195.2215
CD4,10.31758,-5.324045,195.2864
CD4,10.32954,-5.326729,195.0871
CD4,10.34339,-5.33053,194.9451
CD4,10.3557,-5.334592,195.1955
CD4,10.37063,-5.335568,194.8108
CD4,10.37949,-5.33998,195.3153
CD4,10.39252,-5.342765,195.302
CD4,10.40486,-5.346798,195.2829
CD4,10.41746,-5.348684,195.0044
CD4,10.4302,-5.351579,194.7021
CD4,10.44517,-5.355803,194.8075
CD4,10.45621,-5.357364,194.4867
CD4,10.46972,-5.360536,194.5167
CD4,10.48153,-5.363534,194.423
CD4,10.49604,-5.366788,194.3115
CD4,10.50863,-5.369029,194.7367
CD4,10.51871,-5.371494,194.5973
CD4,10.53108,-5.373901,194.5875
CD4,10.54569,-5.376297,194.1281
CD4,10.56132,-5.378421,194.2616
CD4,10.57082,-5.382786,194.3121
CD4,10.58483,-5.384339,194.545
CD4,10.59585,-5.386913,194.4081
CD4,10.6117,-5.390143,194.2222
CD4,10.62063,-5.393771,194.1332
CD4,10.63363,-5.396973,194.0654
CD4,10.64808,-5.399035,194.0787
CD4,10.66316,-5.401776,194.0604
CD4,10.67378,-5.404761,193.8925
CD4,10.6875,-5.407316,194.1613
CD4,10.69865,-5.411707,194.0076
CD4,10.71472,-5.414904,193.8922
CD4,10.72795,-5.41624,193.3751
CD4,10.73543,-5.418762,193.9946
CD4,10.75081,-5.424007,194.0297
CD4,10.76629,-5.426525,193.6876
CD4,10.77721,-5.429951,193.5145
CD4,10.78946,-5.431704,193.8257
CD4,10.8038,-5.434003,193.4682
CD4,10.81421,-5.437777,193.4579
CD4,10.8257,-5.440051,193.4077
CD4,10.8398,-5.441212,193.5364
CD4,10.85403,-5.443709,193.5103
CD4,10.86503,-5.446829,193.7545
CD4,10.87795,-5.449923,193.4377
CD4,10.8909,-5.451696,193.6053
CD4,10.90424,-5.455176,193.5323
CD4,10.91763,-5.457197,193.0337
CD4,10.93083,-5.460195,192.9218
CD4,10.94257,-5.463496,192.95
CD4,10.95601,-5.46573,193.0442
CD4,10.9696,-5.468689,193.1425
CD4,10.9815,-5.471641,192.9786
CD4,10.99408,-5.475057,192.9438
CD4,11.00676,-5.477638,192.6149
CD4,11.02152,-5.480013,192.9141
CD4,11.03317,-5.483505,192.7129
CD4,11.04738,-5.485457,192.877
CD4,11.05598,-5.487967,192.8044
CD4,11.07239,-5.490708,192.6599
CD4,11.08525,-5.493636,192.5878
CD4,11.097,-5.495138,192.7183
CD4,11.1089,-5.497282,192.5659
CD4,11.12244,-5.500248,192.8553
CD4,11.13471,-5.502135,192.6753
CD4,11.1503,-5.505557,192.6883
CD4,11.15813,-5.507823,192.5137
CD4,11.17243,-5.509043,192.4396
CD4,11.18578,-5.513351,192.3313
CD4,11.20248,-5.515148,192.3165
CD4,11.21041,-5.519488,192.3159
CD4,11.22462,-5.520842,192.5052
CD4,11.23579,-5.522723,192.3588
CD4,11.25191,-5.526049,192.1649
CD4,11.26408,-5.530895,192.3334
CD4,11.27701,-5.531699,192.5007
CD4,11.28796,-5.536005,192.2807
CD4,11.30161,-5.537913,192.3192
CD4,11.31629,-5.540641,192.2071
CD4,11.32854,-5.544075,192.4668
CD4,11.34107,-5.547344,192.3384
CD4,11.35378,-5.549634,192.4143
CD4,11.36676,-5.551799,192.3064
CD4,11.37894,-5.553564,192.1686
CD4,11.39349,-5.555836,192.2025
CD4,11.40605,-5.558301,191.9293
CD4,11.41864,-5.560003,191.8123
CD4,11.43069,-5.563708,191.8489
CD4,11.44383,-5.565151,191.851
CD4,11.45759,-5.566943,191.8999
CD4,11.46987,-5.570776,191.8554
CD4,11.48399,-5.571083,191.569
CD4,11.49693,-5.574428,191.4975
CD4,11.50996,-5.57627,191.2324
CD4,11.52133,-5.579346,191.5989
CD4,11.53443,-5.581433,191.7113
CD4,11.5474,-5.584769,191.7785
CD4,11.56011,-5.586086,191.7976
CD4,11.5737,-5.589912,191.9853
CD4,11.58665,-5.592466,192.0278
CD4,11.60012,-5.594021,191.681
CD4,11.61278,-5.596852,191.5711
CD4,11.62486,-5.599818,191.7803
CD4,11.63663,-5.603767,191.8163
CD4,11.65061,-5.604978,191.8014
CD4,11.6616,-5.608973,191.4786
CD4,11.67982,-5.609947,191.5034
CD4,11.68834,-5.612291,191.4742
CD4,11.70447,-5.615905,191.2208
CD4,11.71691,-5.619462,191.5594
CD4,11.73064,-5.621145,191.5682
CD4,11.74424,-5.622255,191.481
CD4,11.75769,-5.626955,191.3861
CD4,11.76898,-5.628045,191.0933
CD4,11.78242,-5.629831,191.0851
CD4,11.7955,-5.631846,190.5796
CD4,11.80475,-5.634015,191.0355
CD4,11.81791,-5.636514,191.0022
CD4,11.83264,-5.638626,190.4431
CD4,11.8451,-5.640172,190.9537
CD4,11.85707,-5.642246,190.726
CD4,11.87076,-5.644794,190.6975
CD4,11.88513,-5.647562,190.842
CD4,11.89784,-5.651298,190.7636
CD4,11.91401,-5.653744,190.8758
CD4,11.92763,-5.655676,190.3671
CD4,11.94041,-5.658738,190.5277
CD4,11.95446,-5.659399,190.4186
CD4,11.96102,-5.662782,190.6346
CD4,11.97467,-5.66417,190.5488
CD4,11.98861,-5.666865,190.6556
CD4,12.00112,-5.669118,190.3454
CD4,12.01245,-5.673016,190.5951
CD4,12.02676,-5.673863,190.5384
CD4,12.03942,-5.677425,190.5535
CD4,12.05335,-5.678191,190.2122
CD4,12.06523,-5.680719,190.0533
CD4,12.07746,-5.681392,190.2528
CD4,12.09051,-5.685084,190.1632
CD4,12.11011,-5.686498,189.6195
CD4,12.11706,-5.688109,189.6643
CD4,12.12926,-5.690444,189.9573
CD4,12.14391,-5.69284,190.1154
CD4,12.15655,-5.694624,189.7732
CD4,12.16823,-5.697243,190.0601
CD4,12.18269,-5.699599,189.8943
CD4,12.19427,-5.701558,189.9471
CD4,12.20691,-5.704248,189.7397
CD4,12.22401,-5.706564,189.6428
CD4,12.23259,-5.707565,189.4952
CD4,12.24666,-5.71018,189.7085
CD4,12.26386,-5.711489,189.6273
CD4,12.27083,-5.714974,189.4747
CD4,12.28896,-5.715919,189.6092
CD4,12.30241,-5.718879,189.5703
CD4,12.31019,-5.721414,189.5784
CD4,12.32315,-5.724476,189.4587
CD4,12.33689,-5.725798,189.5378
CD4,12.34913,-5.729452,189.6985
CD4,12.36155,-5.730813,189.4782
CD4,12.37438,-5.734023,189.6935
CD4,12.38716,-5.735722,189.6474
CD4,12.40113,-5.73795,189.282
CD4,12.41164,-5.740199,189.3266
CD4,12.42624,-5.74177,189.4171
CD4,12.4379,-5.7438,189.5707
CD4,12.45246,-5.744473,189.1747
CD4,12.46445,-5.747972,189.2459
CD4,12.47706,-5.749764,189.389
CD4,12.49065,-5.751382,189.3418
CD4,12.50298,-5.755534,189.6674
CD4,12.51599,-5.756054,189.4861
CD4,12.52834,-5.758397,189.4234
CD4,12.54719,-5.759977,189.5062
CD4,12.55242,-5.763034,189.2691
CD4,12.57035,-5.764733,189.1894
CD4,12.57981,-5.768028,189.2952
CD4,12.59186,-5.768766,189.286
CD4,12.60761,-5.77218,189.4314
CD4,12.61837,-5.77421,189.6599
CD4,12.63008,-5.77584,189.3905
CD4,12.64404,-5.777715,189.5923
CD4,12.6602,-5.781426,189.5487
CD4,12.66923,-5.783094,189.3955
CD4,12.68724,-5.784552,189.0303
CD4,12.69909,-5.786773,189.391
CD4,12.70739,-5.789417,189.2745
CD4,12.72489,-5.791857,189.1191
CD4,12.73775,-5.793065,189.1001
CD4,12.74698,-5.795246,189.1678
CD4,12.76373,-5.796973,188.9276
CD4,12.77528,-5.79942,188.9799
CD4,12.78479,-5.800299,188.7234
CD4,12.80427,-5.802668,188.6729
CD4,12.81582,-5.804216,188.7598
CD4,12.82799,-5.80722,188.8456
CD4,12.8417,-5.808228,188.3257
CD4,12.85364,-5.810981,188.6783
CD4,12.86303,-5.812933,188.4128
CD4,12.87459,-5.814467,188.8854
CD4,12.88826,-5.816792,188.5937
CD4,12.90073,-5.818834,188.7632
CD4,12.91412,-5.822095,188.7366
CD4,12.92642,-5.822377,188.7444
CD4,12.93946,-5.825684,188.8638
CD4,12.95715,-5.826775,188.7961
CD4,12.96913,-5.830061,189.0462
CD4,12.97897,-5.832726,188.9008
CD4,12.99545,-5.835082,188.783
CD4,13.00606,-5.835819,189.0359
CD4,13.02145,-5.839723,188.746
CD4,13.03312,-5.841553,188.8569
CD4,13.04643,-5.842862,188.496
CD4,13.05939,-5.844852,188.7637
CD4,13.07215,-5.846869,188.4651
CD4,13.08438,-5.849191,188.4828
CD4,13.09729,-5.850662,188.3256
CD4,13.11026,-5.852395,188.525
CD4,13.12234,-5.854166,188.5392
CD4,13.13544,-5.856156,188.6988
CD4,13.14952,-5.857942,188.4333
CD4,13.16076,-5.862135,188.4532
CD4,13.17478,-5.861037,188.0079
CD4,13.18622,-5.863963,188.4357
CD4,13.19993,-5.865177,188.2256
CD4,13.21334,-5.866982,188.4474
CD4,13.22599,-5.868843,188.165
CD4,13.23896,-5.870915,188.1151
CD4,13.25257,-5.873118,188.235
CD4,13.26166,-5.875853,188.2656
CD4,13.27637,-5.877144,188.1898
CD4,13.29177,-5.880161,187.877
CD4,13.30435,-5.883158,188.065
CD4,13.31614,-5.883575,187.949
CD4,13.32476,-5.886381,188.1256
CD4,13.33954,-5.887414,187.9834
CD4,13.35401,-5.889213,188.1359
CD4,13.36568,-5.892679,187.8195
CD4,13.3814,-5.894425,187.7319
CD4,13.39338,-5.896325,187.43
CD4,13.40306,-5.898008,187.7965
CD4,13.4211,-5.898727,187.4865
CD4,13.42878,-5.901544,187.4466
CD4,13.44224,-5.900852,187.3859
CD4,13.45519,-5.90589,187.7023
CD4,13.46716,-5.906296,187.4219
CD4,13.48402,-5.908484,187.6789
CD4,13.49386,-5.911065,187.7846
CD4,13.50841,-5.912085,187.8026
CD4,13.51962,-5.912792,187.4759
CD4,13.53448,-5.914313,187.6028
CD4,13.54837,-5.917569,187.5284
CD4,13.55964,-5.918909,187.7378
CD4,13.57187,-5.920439,187.7943
CD4,13.58239,-5.921387,187.6488
CD4,13.59691,-5.923314,187.5205
CD4,13.61248,-5.926306,187.3213
CD4,13.62157,-5.926844,187.3413
CD4,13.63645,-5.930601,187.393
CD4,13.65007,-5.932385,187.2594
CD4,13.65943,-5.935429,187.2448
CD4,13.67658,-5.936969,187.2956
CD4,13.68313,-5.939632,187.2246
CD4,13.70101,-5.941258,187.4713
CD4,13.71154,-5.942586,187.2186
CD4,13.72211,-5.944487,187.206
CD4,13.73955,-5.94593,187.3883
CD4,13.74982,-5.948486,187.049
CD4,13.76079,-5.949,186.9763
CD4,13.77772,-5.952685,187.0569
CD4,13.79121,-5.954662,187.1269
CD4,13.80267,-5.954641,187.2604
CD4,13.81274,-5.958584,187.1523
CD4,13.82506,-5.960614,187.4388
CD4,13.83814,-5.963668,187.3803
CD4,13.85293,-5.963546,187.2847
CD4,13.86464,-5.966049,187.2976
CD4,13.87686,-5.966916,187.4441
CD4,13.88998,-5.969259,187.3321
CD4,13.90005,-5.970698,187.1622
CD4,13.91219,-5.972617,186.9484
CD4,13.92964,-5.976033,187.1851
CD4,13.93879,-5.976963,187.3732
CD4,13.95014,-5.978236,187.0457
CD4,13.96428,-5.978743,187.1942
CD4,13.97676,-5.981284,187.1742
CD4,13.99087,-5.983389,186.8381
CD4,14.00457,-5.983949,186.8298
CD4,14.0175,-5.985655,186.9917
CD4,14.03013,-5.98832,187.1304
CD4,14.04241,-5.990041,187.1379
CD4,14.05623,-5.9925,187.0813
CD4,14.06557,-5.994046,186.9457
CD4,14.08185,-5.99644,187.0891
CD4,14.09479,-5.997429,187.033
CD4,14.10744,-6.001359,186.9642
CD4,14.12068,-6.00175,187.0301
CD4,14.13447,-6.004632,186.859
CD4,14.1473,-6.005724,186.8371
CD4,14.15926,-6.007682,186.6073
CD4,14.17123,-6.009716,186.5449
CD4,14.18427,-6.011599,186.5855
CD4,14.19592,-6.013183,186.7883
CD4,14.20922,-6.015842,186.8998
CD4,14.22166,-6.017773,186.6331
CD4,14.236,-6.019963,186.4804
CD4,14.24803,-6.022294,186.6297
CD4,14.25801,-6.024284,186.5783
CD4,14.27554,-6.026074,186.4594
CD4,14.28659,-6.027056,186.735
CD4,14.29723,-6.029425,186.6726
CD4,14.31349,-6.031865,186.8045
CD4,14.32253,-6.034678,186.6338
CD4,14.33846,-6.035132,186.619
CD4,14.34838,-6.037341,186.5867
CD4,14.36251,-6.038626,186.6935
CD4,14.37388,-6.040551,186.0214
CD4,14.38786,-6.042156,186.5466
CD4,14.39773,-6.042972,186.4922
CD4,14.41051,-6.04414,186.5004
CD4,14.42384,-6.046784,186.3768
CD4,14.44019,-6.049243,186.6634
CD4,14.44951,-6.051258,186.5351
CD4,14.46662,-6.053789,186.8308
CD4,14.47504,-6.054881,186.4044
CD4,14.48471,-6.057069,186.469
CD4,14.50221,-6.060022,186.2016
CD4,14.51884,-6.060188,186.629
CD4,14.52421,-6.063823,186.2727
CD4,14.53665,-6.063861,186.4926
CD4,14.55584,-6.066871,186.3992
CD4,14.56197,-6.069484,186.4872
CD4,14.58249,-6.070378,186.3272
CD4,14.58863,-6.072309,186.1944
CD4,14.60567,-6.074215,186.4646
CD4,14.61712,-6.077324,186.75
CD4,14.62836,-6.079152,186.389
CD4,14.64415,-6.080341,186.453
CD4,14.65322,-6.084315,186.4711
CD4,14.66653,-6.085657,186.7106
CD4,14.68068,-6.087133,186.494
CD4,14.69284,-6.088699,186.5425
CD4,14.7058,-6.091742,186.3887
CD4,14.71703,-6.092165,186.2243
CD4,14.73303,-6.094803,186.2169
CD4,14.74469,-6.09535,186.2869
CD4,14.75574,-6.098148,186.1981
CD4,14.77137,-6.099021,186.0064
CD4,14.78142,-6.100416,186.1884
CD4,14.79501,-6.101968,186.3189
CD4,14.80723,-6.104068,186.1184
CD4,14.82218,-6.105732,186.3406
CD4,14.83422,-6.107759,186.1618
CD4,14.84586,-6.109897,186.346
CD4,14.85958,-6.11131,186.0668
CD4,14.87175,-6.112453,186.1684
CD4,14.88462,-6.114994,186.0906
CD4,14.89915,-6.117203,186.1733
CD4,14.90968,-6.119346,186.0824
CD4,14.92154,-6.121189,185.9558
CD4,14.9345,-6.122756,186.1431
CD4,14.948,-6.126332,186.1172
CD4,14.96201,-6.125888,186.1728
CD4,14.97732,-6.129054,186.1172
CD4,14.98763,-6.130485,185.9797
CD4,15.0018,-6.133861,185.8949
CD4,15.01025,-6.134896,185.9119
CD4,15.02214,-6.137624,185.8233
CD4,15.03534,-6.13937,185.5622
CD4,15.04892,-6.141714,185.6659
CD4,15.06648,-6.143228,185.568
CD4,15.07266,-6.144693,185.4685
CD4,15.08643,-6.146176,185.7453
CD4,15.10033,-6.148845,185.6435
CD4,15.11433,-6.150797,185.7721
CD4,15.12281,-6.150835,185.8227
CD4,15.13784,-6.154155,185.9116
CD4,15.15059,-6.155779,185.8707
CD4,15.16814,-6.15825,186.0182
CD4,15.17825,-6.159161,185.6491
CD4,15.18768,-6.16105,185.6772
CD4,15.20746,-6.162784,185.7395
CD4,15.21761,-6.161999,185.666
CD4,15.23016,-6.165607,185.799
CD4,15.24338,-6.166892,185.9217
CD4,15.25619,-6.167719,185.6505
CD4,15.26907,-6.168182,185.4778
CD4,15.28183,-6.170653,185.3345
CD4,15.29344,-6.172309,185.5958
CD4,15.30729,-6.174724,185.5296
CD4,15.32014,-6.175153,185.1839
CD4,15.33026,-6.177271,185.6034
CD4,15.34505,-6.179865,185.525
CD4,15.35831,-6.18122,185.6035
CD4,15.36592,-6.181457,185.4616
CD4,15.38046,-6.184539,185.7064
CD4,15.39424,-6.186311,185.5994
CD4,15.40841,-6.188103,185.6773
CD4,15.42495,-6.189611,185.5451
CD4,15.43469,-6.192083,185.467
CD4,15.45151,-6.193816,185.6466
CD4,15.46278,-6.195909,185.8133
CD4,15.47783,-6.197906,185.6067
CD4,15.48962,-6.200011,185.6246
CD4,15.50384,-6.201429,185.6789
CD4,15.51488,-6.203291,185.5197
CD4,15.52545,-6.206385,185.348
CD4,15.53852,-6.207568,185.6428
CD4,15.54754,-6.208394,185.4497
CD4,15.56222,-6.21163,185.3586
CD4,15.57714,-6.214198,185.3164
CD4,15.59222,-6.214032,185.5411
CD4,15.60591,-6.216028,185.5179
CD4,15.61416,-6.218102,185.3744
CD4,15.6273,-6.218788,185.5092
CD4,15.6396,-6.220913,185.4233
CD4,15.65325,-6.223507,185.4667
CD4,15.66831,-6.225459,185.2297
CD4,15.67863,-6.22739,185.4058
CD4,15.6916,-6.227449,185.2682
CD4,15.70492,-6.229054,185.2153
CD4,15.71722,-6.23024,184.8887
CD4,15.73189,-6.232148,185.066
CD4,15.74417,-6.235678,185.0088
CD4,15.75687,-6.236244,185.0405
CD4,15.77029,-6.238188,184.8872
CD4,15.7841,-6.239498,185.0856
CD4,15.79626,-6.241886,184.9584
CD4,15.80859,-6.243525,184.9896
CD4,15.82152,-6.244454,185.1775
CD4,15.83418,-6.246726,185.1574
CD4,15.84764,-6.248807,184.9977
CD4,15.8596,-6.249564,185.0924
CD4,15.873,-6.252806,184.9761
CD4,15.88592,-6.253603,184.8283
CD4,15.89933,-6.257333,184.8833
CD4,15.91036,-6.258462,184.9691
CD4,15.92401,-6.259561,185.1026
CD4,15.93894,-6.261544,184.7218
CD4,15.95657,-6.264022,184.778
CD4,15.96479,-6.265221,184.7267
CD4,15.97577,-6.267399,184.8936
CD4,15.98917,-6.269395,184.888
CD4,16.00334,-6.271122,184.9636
CD4,16.01513,-6.272561,184.9987
CD4,16.02956,-6.274191,184.9587
CD4,16.04065,-6.275174,185.0061
CD4,16.05541,-6.278607,185.1707
CD4,16.06861,-6.279879,184.9513
CD4,16.08082,-6.28156,184.9514
CD4,16.09436,-6.282974,184.4839
CD4,16.10655,-6.28375,184.6533
CD4,16.12041,-6.284251,184.5823
CD4,16.13172,-6.287389,184.7874
CD4,16.14415,-6.289097,184.7144
CD4,16.15768,-6.290433,184.8973
CD4,16.17266,-6.291794,184.6062
CD4,16.18385,-6.294316,184.6357
CD4,16.19742,-6.296313,184.7697
CD4,16.20971,-6.298522,184.9457
CD4,16.22362,-6.300305,184.8147
CD4,16.23448,-6.301212,184.7936
CD4,16.24991,-6.303434,184.9273
CD4,16.26221,-6.305705,184.8385
CD4,16.27592,-6.306193,184.7254
CD4,16.28748,-6.30905,184.5032
CD4,16.30044,-6.310399,184.6872
CD4,16.31314,-6.31294,184.5624
CD4,16.32579,-6.314833,184.7329
CD4,16.34067,-6.315374,184.6321
CD4,16.34908,-6.317909,184.8195
CD4,16.36636,-6.3209,184.5788
CD4,16.38021,-6.32228,184.7233
